,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.687306
0    0.818115
0    0.907681
0    0.891234
0    0.632560
0    0.520058
Name: mean_test_accuracy, dtype: float64","0    0.046451
0    0.018348
0    0.002587
0    0.012514
0    0.084496
0    0.028921
Name: std_test_accuracy, dtype: float64","0    0.097661
0    0.047500
0    0.000000
0    0.083333
0    0.101636
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.040436
0    0.049448
0    0.000000
0    0.170783
0    0.025215
0    0.030482
Name: std_test_precision, dtype: float64","0    0.287273
0    0.059091
0    0.000000
0    0.019091
0    0.391667
0    0.522727
Name: mean_test_recall, dtype: float64","0    0.122116
0    0.065839
0    0.000000
0    0.038236
0    0.148591
0    0.150495
Name: std_test_recall, dtype: float64","0    0.143355
0    0.051999
0    0.000000
0    0.030952
0    0.159629
0    0.167857
Name: mean_test_f1, dtype: float64","0    0.054506
0    0.055104
0    0.000000
0    0.062133
0    0.042951
0    0.050634
Name: std_test_f1, dtype: float64","0    0.488979
0    0.473529
0    0.555480
0    0.531851
0    0.490847
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.056194
0    0.056946
0    0.122411
0    0.097013
0    0.081741
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.507692
0    0.477202
0    0.500000
0    0.499480
0    0.523824
0    0.521177
Name: mean_test_balanced_accuracy, dtype: float64","0    0.053277
0    0.028152
0    0.000000
0    0.021354
0    0.044152
0    0.083406
Name: std_test_balanced_accuracy, dtype: float64","0    0.010413
0   -0.047050
0    0.000000
0   -0.000260
0    0.027558
0    0.025047
Name: mean_test_mcc, dtype: float64","0    0.072307
0    0.054131
0    0.000000
0    0.083919
0    0.055513
0    0.097203
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.780556
0    0.892567
0    0.905403
0    0.905386
0    0.668493
0    0.523445
Name: mean_test_accuracy, dtype: float64","0    0.042222
0    0.023918
0    0.013132
0    0.019905
0    0.078794
0    0.019593
Name: std_test_accuracy, dtype: float64","0    0.129488
0    0.347500
0    0.300000
0    0.491667
0    0.172975
0    0.104028
Name: mean_test_precision, dtype: float64","0    0.080462
0    0.321888
0    0.458258
0    0.377216
0    0.069755
0    0.019717
Name: std_test_precision, dtype: float64","0    0.250000
0    0.100000
0    0.040000
0    0.140000
0    0.668384
0    0.550000
Name: mean_test_recall, dtype: float64","0    0.168819
0    0.089443
0    0.066332
0    0.101980
0    0.232432
0    0.102470
Name: std_test_recall, dtype: float64","0    0.169049
0    0.146399
0    0.069697
0    0.210440
0    0.273145
0    0.174962
Name: mean_test_f1, dtype: float64","0    0.108906
0    0.125541
0    0.113424
0    0.149868
0    0.105736
0    0.033068
Name: std_test_f1, dtype: float64","0    0.649112
0    0.642559
0    0.662239
0    0.711411
0    0.726255
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.098366
0    0.081091
0    0.075025
0    0.110240
0    0.124692
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.542100
0    0.536358
0    0.516454
0    0.561388
0    0.668380
0    0.535374
Name: mean_test_balanced_accuracy, dtype: float64","0    0.086598
0    0.049256
0    0.035605
0    0.053953
0    0.124509
0    0.056814
Name: std_test_balanced_accuracy, dtype: float64","0    0.062470
0    0.132786
0    0.087719
0    0.220267
0    0.205626
0    0.040922
Name: mean_test_mcc, dtype: float64","0    0.130181
0    0.160330
0    0.172652
0    0.193775
0    0.155596
0    0.065719
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.728182
0    0.902727
0    0.908182
0    0.898182
0    0.538182
0    0.537273
Name: mean_test_accuracy, dtype: float64","0    0.035548
0    0.004166
0    0.004896
0    0.007925
0    0.119835
0    0.019263
Name: std_test_accuracy, dtype: float64","0    0.077402
0    0.116667
0    0.100000
0    0.053333
0    0.084446
0    0.115094
Name: mean_test_precision, dtype: float64","0    0.044675
0    0.183333
0    0.300000
0    0.110755
0    0.032557
0    0.019699
Name: std_test_precision, dtype: float64","0    0.178182
0    0.040000
0    0.010000
0    0.020000
0    0.414040
0    0.604545
Name: mean_test_recall, dtype: float64","0    0.097760
0    0.066332
0    0.030000
0    0.040000
0    0.185454
0    0.106193
Name: std_test_recall, dtype: float64","0    0.107646
0    0.059341
0    0.018182
0    0.028718
0    0.138987
0    0.193353
Name: mean_test_f1, dtype: float64","0    0.061206
0    0.096828
0    0.054545
0    0.057619
0    0.054655
0    0.033184
Name: std_test_f1, dtype: float64","0    0.476854
0    0.560836
0    0.516272
0    0.552126
0    0.475308
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.091997
0    0.107703
0    0.108787
0    0.082133
0    0.085840
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.480990
0    0.515000
0    0.504500
0    0.503500
0    0.482269
0    0.567535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.055577
0    0.030249
0    0.015240
0    0.016286
0    0.083260
0    0.058386
Name: std_test_balanced_accuracy, dtype: float64","0   -0.026411
0    0.043768
0    0.027260
0    0.004708
0   -0.024745
0    0.077889
Name: mean_test_mcc, dtype: float64","0    0.078380
0    0.100401
0    0.092320
0    0.057471
0    0.102159
0    0.067088
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.830909
0    0.828182
0    0.908182
0    0.896364
0    0.517273
0    0.520909
Name: mean_test_accuracy, dtype: float64","0    0.034545
0    0.038019
0    0.002727
0    0.010123
0    0.074351
0    0.030976
Name: std_test_accuracy, dtype: float64","0    0.102738
0    0.125080
0    0.000000
0    0.050000
0    0.102287
0    0.098113
Name: mean_test_precision, dtype: float64","0    0.077538
0    0.147840
0    0.000000
0    0.150000
0    0.023379
0    0.033540
Name: std_test_precision, dtype: float64","0    0.109091
0    0.100000
0    0.000000
0    0.010000
0    0.552929
0    0.512727
Name: mean_test_recall, dtype: float64","0    0.104526
0    0.100000
0    0.000000
0    0.030000
0    0.150054
0    0.167342
Name: std_test_recall, dtype: float64","0    0.100844
0    0.096196
0    0.000000
0    0.016667
0    0.172027
0    0.164683
Name: mean_test_f1, dtype: float64","0    0.081986
0    0.088101
0    0.000000
0    0.050000
0    0.039862
0    0.055817
Name: std_test_f1, dtype: float64","0    0.587396
0    0.569492
0    0.512078
0    0.525374
0    0.547606
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.091257
0    0.084685
0    0.109701
0    0.057219
0    0.085860
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.506510
0    0.500944
0    0.500000
0    0.498000
0    0.533132
0    0.517136
Name: mean_test_balanced_accuracy, dtype: float64","0    0.050944
0    0.052633
0    0.000000
0    0.016613
0    0.059063
0    0.092214
Name: std_test_balanced_accuracy, dtype: float64","0    0.012226
0    0.011342
0    0.000000
0   -0.008775
0    0.038109
0    0.020402
Name: mean_test_mcc, dtype: float64","0    0.090622
0    0.111942
0    0.000000
0    0.069865
0    0.068507
0    0.107008
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.870755
0    0.948113
0    0.942453
0    0.944340
0    0.895283
0    0.534906
Name: mean_test_accuracy, dtype: float64","0    0.028318
0    0.022818
0    0.015473
0    0.016038
0    0.033607
0    0.021533
Name: std_test_accuracy, dtype: float64","0    0.370444
0    0.767262
0    0.851429
0    0.794149
0    0.465412
0    0.109804
Name: mean_test_precision, dtype: float64","0    0.074513
0    0.165356
0    0.153324
0    0.158589
0    0.088079
0    0.023529
Name: std_test_precision, dtype: float64","0    0.568889
0    0.615556
0    0.424444
0    0.574444
0    0.923012
0    0.588889
Name: mean_test_recall, dtype: float64","0    0.121391
0    0.204348
0    0.157198
0    0.193987
0    0.093473
0    0.124325
Name: std_test_recall, dtype: float64","0    0.441174
0    0.666620
0    0.554212
0    0.634393
0    0.616122
0    0.185027
Name: mean_test_f1, dtype: float64","0    0.076190
0    0.167145
0    0.160582
0    0.133256
0    0.089087
0    0.039392
Name: std_test_f1, dtype: float64","0    0.849618
0    0.943009
0    0.957802
0    0.929624
0    0.955079
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.043167
0    0.047427
0    0.038912
0    0.034652
0    0.036336
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.734734
0    0.798462
0    0.709124
0    0.777922
0    0.907514
0    0.559216
Name: mean_test_balanced_accuracy, dtype: float64","0    0.055630
0    0.102766
0    0.078658
0    0.091444
0    0.053226
0    0.068053
Name: std_test_balanced_accuracy, dtype: float64","0    0.388627
0    0.653061
0    0.571175
0    0.633053
0    0.609587
0    0.067851
Name: mean_test_mcc, dtype: float64","0    0.084632
0    0.171345
0    0.153964
0    0.124413
0    0.098037
0    0.076615
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.897774
0    0.917983
0    0.925391
0    0.930887
0    0.848114
0    0.518374
Name: mean_test_accuracy, dtype: float64","0    0.016794
0    0.017506
0    0.015204
0    0.024655
0    0.047168
0    0.026420
Name: std_test_accuracy, dtype: float64","0    0.448452
0    0.557222
0    0.649921
0    0.680992
0    0.361829
0    0.096843
Name: mean_test_precision, dtype: float64","0    0.088188
0    0.179987
0    0.277489
0    0.201585
0    0.118535
0    0.029653
Name: std_test_precision, dtype: float64","0    0.454444
0    0.362222
0    0.293333
0    0.425556
0    0.700202
0    0.512222
Name: mean_test_recall, dtype: float64","0    0.135031
0    0.172434
0    0.192527
0    0.206801
0    0.163103
0    0.153514
Name: std_test_recall, dtype: float64","0    0.441228
0    0.428503
0    0.383600
0    0.508032
0    0.464268
0    0.162881
Name: mean_test_f1, dtype: float64","0    0.090205
0    0.175980
0    0.209258
0    0.213185
0    0.108730
0    0.049715
Name: std_test_f1, dtype: float64","0    0.814021
0    0.813556
0    0.815228
0    0.841083
0    0.835689
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.092511
0    0.066859
0    0.067866
0    0.062434
0    0.075152
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.698357
0    0.667939
0    0.641101
0    0.703651
0    0.781821
0    0.515485
Name: mean_test_balanced_accuracy, dtype: float64","0    0.062409
0    0.085926
0    0.093889
0    0.105076
0    0.079382
0    0.083722
Name: std_test_balanced_accuracy, dtype: float64","0    0.391664
0    0.403633
0    0.397368
0    0.497165
0    0.425855
0    0.018593
Name: mean_test_mcc, dtype: float64","0    0.095508
0    0.176921
0    0.203114
0    0.212040
0    0.125120
0    0.095464
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,"0    0.866650
0    0.946636
0    0.940231
0    0.951291
0    0.927370
0    0.514263
Name: mean_test_accuracy, dtype: float64","0    0.055788
0    0.012196
0    0.019713
0    0.020463
0    0.026686
0    0.023479
Name: std_test_accuracy, dtype: float64","0    0.394801
0    0.834470
0    0.811111
0    0.831667
0    0.578288
0    0.092961
Name: mean_test_precision, dtype: float64","0    0.150713
0    0.148031
0    0.293131
0    0.170000
0    0.143366
0    0.026201
Name: std_test_precision, dtype: float64","0    0.617778
0    0.567778
0    0.405556
0    0.627778
0    0.779636
0    0.492222
Name: mean_test_recall, dtype: float64","0    0.202100
0    0.164688
0    0.235348
0    0.124052
0    0.169781
0    0.132874
Name: std_test_recall, dtype: float64","0    0.467885
0    0.647515
0    0.505881
0    0.701525
0    0.656052
0    0.156378
Name: mean_test_f1, dtype: float64","0    0.161911
0    0.107349
0    0.265407
0    0.116069
0    0.138127
0    0.043790
Name: std_test_f1, dtype: float64","0    0.838954
0    0.924300
0    0.882599
0    0.889111
0    0.919743
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.083043
0    0.060804
0    0.078052
0    0.073995
0    0.075826
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.754751
0    0.776308
0    0.699742
0    0.805808
0    0.860563
0    0.504223
Name: mean_test_balanced_accuracy, dtype: float64","0    0.110162
0    0.077964
0    0.115965
0    0.062595
0    0.084449
0    0.072806
Name: std_test_balanced_accuracy, dtype: float64","0    0.419807
0    0.648647
0    0.528570
0    0.691314
0    0.630610
0    0.005635
Name: mean_test_mcc, dtype: float64","0    0.184676
0    0.091216
0    0.239858
0    0.121708
0    0.147558
0    0.082832
Name: std_test_mcc, dtype: float64"
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.824462
0    0.908532
0    0.916806
0    0.917706
0    0.806097
0    0.522836
Name: mean_test_accuracy, dtype: float64","0    0.044840
0    0.019892
0    0.010452
0    0.013108
0    0.051643
0    0.037837
Name: std_test_accuracy, dtype: float64","0    0.257219
0    0.521865
0    0.616667
0    0.618056
0    0.281742
0    0.101887
Name: mean_test_precision, dtype: float64","0    0.090958
0    0.228432
0    0.434933
0    0.161040
0    0.094528
0    0.038851
Name: std_test_precision, dtype: float64","0    0.430000
0    0.280000
0    0.120000
0    0.380000
0    0.659827
0    0.540000
Name: mean_test_recall, dtype: float64","0    0.118743
0    0.140000
0    0.097980
0    0.087178
0    0.148047
0    0.205913
Name: std_test_recall, dtype: float64","0    0.315976
0    0.350582
0    0.196620
0    0.455174
0    0.390462
0    0.171429
Name: mean_test_f1, dtype: float64","0    0.092644
0    0.146602
0    0.154017
0    0.064731
0    0.115126
0    0.065369
Name: std_test_f1, dtype: float64","0    0.729909
0    0.777679
0    0.783175
0    0.825232
0    0.820916
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.089655
0    0.060202
0    0.066067
0    0.078316
0    0.093890
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.647081
0    0.625909
0    0.558495
0    0.675909
0    0.739865
0    0.530556
Name: mean_test_balanced_accuracy, dtype: float64","0    0.065685
0    0.070674
0    0.049350
0    0.039301
0    0.084089
0    0.113382
Name: std_test_balanced_accuracy, dtype: float64","0    0.237844
0    0.330873
0    0.249396
0    0.435916
0    0.339913
0    0.035228
Name: mean_test_mcc, dtype: float64","0    0.111162
0    0.160782
0    0.190453
0    0.073722
0    0.132749
0    0.130833
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.818519
0    0.902778
0    0.907407
0    0.908333
0    0.730556
0    0.523148
Name: mean_test_accuracy, dtype: float64","0    0.032128
0    0.026271
0    0.013734
0    0.014012
0    0.049074
0    0.026595
Name: std_test_accuracy, dtype: float64","0    0.166054
0    0.433571
0    0.400000
0    0.471667
0    0.185648
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.054143
0    0.359067
0    0.489898
0    0.305328
0    0.046834
0    0.028263
Name: std_test_precision, dtype: float64","0    0.253333
0    0.190000
0    0.060000
0    0.160000
0    0.557475
0    0.524444
Name: mean_test_recall, dtype: float64","0    0.130128
0    0.144568
0    0.080000
0    0.111355
0    0.123181
0    0.143914
Name: std_test_recall, dtype: float64","0    0.194897
0    0.262577
0    0.103030
0    0.231126
0    0.277785
0    0.167953
Name: mean_test_f1, dtype: float64","0    0.076859
0    0.205238
0    0.134976
0    0.151401
0    0.066720
0    0.047241
Name: std_test_f1, dtype: float64","0    0.673820
0    0.747910
0    0.728788
0    0.686882
0    0.706889
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.075064
0    0.065574
0    0.105656
0    0.101746
0    0.089038
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.564484
0    0.582260
0    0.526429
0    0.571842
0    0.652770
0    0.523694
Name: mean_test_balanced_accuracy, dtype: float64","0    0.055139
0    0.078961
0    0.042780
0    0.055777
0    0.073175
0    0.079288
Name: std_test_balanced_accuracy, dtype: float64","0    0.104955
0    0.241479
0    0.128489
0    0.233089
0    0.198190
0    0.027600
Name: mean_test_mcc, dtype: float64","0    0.083592
0    0.241652
0    0.198647
0    0.173338
0    0.096894
0    0.091933
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.820557
0    0.921797
0    0.927328
0    0.927319
0    0.871279
0    0.531787
Name: mean_test_accuracy, dtype: float64","0    0.029134
0    0.014975
0    0.011184
0    0.015641
0    0.033136
0    0.033999
Name: std_test_accuracy, dtype: float64","0    0.279763
0    0.682937
0    0.910000
0    0.671071
0    0.402406
0    0.112046
Name: mean_test_precision, dtype: float64","0    0.048850
0    0.201558
0    0.181384
0    0.118590
0    0.092955
0    0.034560
Name: std_test_precision, dtype: float64","0    0.590000
0    0.340000
0    0.240000
0    0.460000
0    0.767904
0    0.590000
Name: mean_test_recall, dtype: float64","0    0.130000
0    0.120000
0    0.101980
0    0.101980
0    0.172299
0    0.181384
Name: std_test_recall, dtype: float64","0    0.376305
0    0.437231
0    0.368122
0    0.535254
0    0.520610
0    0.188326
Name: mean_test_f1, dtype: float64","0    0.062789
0    0.115643
0    0.137284
0    0.091899
0    0.111951
0    0.058053
Name: std_test_f1, dtype: float64","0    0.785450
0    0.829990
0    0.893063
0    0.892540
0    0.891563
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082933
0    0.067868
0    0.042543
0    0.067347
0    0.059089
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.716965
0    0.660383
0    0.618485
0    0.717343
0    0.824782
0    0.557935
Name: mean_test_balanced_accuracy, dtype: float64","0    0.058980
0    0.059354
0    0.051191
0    0.047331
0    0.083554
0    0.100206
Name: std_test_balanced_accuracy, dtype: float64","0    0.317243
0    0.436393
0    0.434607
0    0.514147
0    0.492283
0    0.067078
Name: mean_test_mcc, dtype: float64","0    0.079238
0    0.118771
0    0.127836
0    0.091907
0    0.124249
0    0.115827
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.822727
0    0.920909
0    0.920909
0    0.906364
0    0.791818
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.030220
0    0.019091
0    0.015772
0    0.014687
0    0.041551
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.256113
0    0.641429
0    0.690000
0    0.513810
0    0.271166
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.056298
0    0.182934
0    0.207123
0    0.136372
0    0.064687
0    0.030946
Name: std_test_precision, dtype: float64","0    0.465455
0    0.327273
0    0.268182
0    0.277273
0    0.719242
0    0.505455
Name: mean_test_recall, dtype: float64","0    0.077545
0    0.155983
0    0.119935
0    0.074551
0    0.147880
0    0.164854
Name: std_test_recall, dtype: float64","0    0.328678
0    0.418827
0    0.373896
0    0.350646
0    0.388623
0    0.161657
Name: mean_test_f1, dtype: float64","0    0.062968
0    0.158419
0    0.150523
0    0.073675
0    0.079702
0    0.052088
Name: std_test_f1, dtype: float64","0    0.763597
0    0.832613
0    0.846900
0    0.784914
0    0.843957
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.066806
0    0.075950
0    0.067313
0    0.089909
0    0.066554
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.662157
0    0.654131
0    0.627581
0    0.623626
0    0.759129
0    0.512985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.046412
0    0.078726
0    0.061063
0    0.035997
0    0.063768
0    0.090674
Name: std_test_balanced_accuracy, dtype: float64","0    0.252184
0    0.414104
0    0.388209
0    0.326980
0    0.349726
0    0.014865
Name: mean_test_mcc, dtype: float64","0    0.076070
0    0.158656
0    0.147161
0    0.082789
0    0.090396
0    0.104361
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.775229
0    0.922018
0    0.918349
0    0.911927
0    0.766055
0    0.511927
Name: mean_test_accuracy, dtype: float64","0    0.040875
0    0.011785
0    0.014477
0    0.014331
0    0.058493
0    0.028954
Name: std_test_accuracy, dtype: float64","0    0.196533
0    0.739524
0    0.641667
0    0.532143
0    0.250406
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.050564
0    0.196443
0    0.325000
0    0.129762
0    0.055134
0    0.029773
Name: std_test_precision, dtype: float64","0    0.460000
0    0.320000
0    0.190000
0    0.290000
0    0.718485
0    0.490000
Name: mean_test_recall, dtype: float64","0    0.128062
0    0.153623
0    0.137477
0    0.137477
0    0.137155
0    0.157797
Name: std_test_recall, dtype: float64","0    0.273485
0    0.407283
0    0.281231
0    0.364383
0    0.364553
0    0.155556
Name: mean_test_f1, dtype: float64","0    0.069361
0    0.148547
0    0.176172
0    0.135253
0    0.058839
0    0.050094
Name: std_test_f1, dtype: float64","0    0.695051
0    0.764949
0    0.786970
0    0.821111
0    0.836549
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.069086
0    0.059676
0    0.079401
0    0.087305
0    0.049960
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.633535
0    0.651414
0    0.590960
0    0.632374
0    0.744725
0    0.502071
Name: mean_test_balanced_accuracy, dtype: float64","0    0.063615
0    0.071611
0    0.068916
0    0.068011
0    0.046219
0    0.086868
Name: std_test_balanced_accuracy, dtype: float64","0    0.188415
0    0.426143
0    0.313742
0    0.344940
0    0.323787
0    0.002392
Name: mean_test_mcc, dtype: float64","0    0.089012
0    0.111493
0    0.185589
0    0.131820
0    0.063096
0    0.100341
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.734545
0    0.890000
0    0.908182
0    0.898182
0    0.554545
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.047203
0    0.018829
0    0.002727
0    0.008907
0    0.066058
0    0.028762
Name: std_test_accuracy, dtype: float64","0    0.080096
0    0.025000
0    0.000000
0    0.100000
0    0.095100
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.077356
0    0.075000
0    0.000000
0    0.300000
0    0.031201
0    0.029773
Name: std_test_precision, dtype: float64","0    0.168182
0    0.010000
0    0.000000
0    0.010000
0    0.452121
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.141494
0    0.030000
0    0.000000
0    0.030000
0    0.157705
0    0.158098
Name: std_test_recall, dtype: float64","0    0.108025
0    0.014286
0    0.000000
0    0.018182
0    0.156102
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.099807
0    0.042857
0    0.000000
0    0.054545
0    0.049806
0    0.050084
Name: std_test_f1, dtype: float64","0    0.479784
0    0.481594
0    0.418452
0    0.462426
0    0.481903
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.064878
0    0.062492
0    0.038861
0    0.085853
0    0.093125
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.479955
0    0.494495
0    0.500000
0    0.498995
0    0.508356
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.084156
0    0.017095
0    0.000000
0    0.017293
0    0.066907
0    0.086957
Name: std_test_balanced_accuracy, dtype: float64","0   -0.025761
0   -0.019457
0    0.000000
0    0.000796
0    0.010630
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.125838
0    0.049933
0    0.000000
0    0.101447
0    0.079125
0    0.100075
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.870931
0    0.923437
0    0.928959
0    0.917958
0    0.869096
0    0.504171
Name: mean_test_accuracy, dtype: float64","0    0.040038
0    0.018250
0    0.018742
0    0.021240
0    0.023384
0    0.023711
Name: std_test_accuracy, dtype: float64","0    0.360655
0    0.616667
0    0.680714
0    0.574578
0    0.392353
0    0.081930
Name: mean_test_precision, dtype: float64","0    0.133628
0    0.156525
0    0.283456
0    0.258790
0    0.061961
0    0.022645
Name: std_test_precision, dtype: float64","0    0.434444
0    0.383333
0    0.323333
0    0.365556
0    0.785884
0    0.436667
Name: mean_test_recall, dtype: float64","0    0.126535
0    0.158640
0    0.171950
0    0.168028
0    0.152249
0    0.129486
Name: std_test_recall, dtype: float64","0    0.389430
0    0.465482
0    0.432017
0    0.432613
0    0.520780
0    0.137952
Name: mean_test_f1, dtype: float64","0    0.125370
0    0.158814
0    0.211780
0    0.181110
0    0.080733
0    0.038508
Name: std_test_f1, dtype: float64","0    0.823102
0    0.840208
0    0.836235
0    0.844984
0    0.882089
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.075165
0    0.082808
0    0.122223
0    0.065951
0    0.064616
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.674607
0    0.680504
0    0.656590
0    0.669600
0    0.831527
0    0.473910
Name: mean_test_balanced_accuracy, dtype: float64","0    0.073466
0    0.080336
0    0.087128
0    0.083286
0    0.074495
0    0.071308
Name: std_test_balanced_accuracy, dtype: float64","0    0.323402
0    0.445354
0    0.436910
0    0.411239
0    0.493705
0   -0.030722
Name: mean_test_mcc, dtype: float64","0    0.143892
0    0.161825
0    0.220734
0    0.191049
0    0.100312
0    0.081566
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.790609
0    0.891449
0    0.907860
0    0.892354
0    0.736314
0    0.505330
Name: mean_test_accuracy, dtype: float64","0    0.056142
0    0.035573
0    0.004768
0    0.028873
0    0.079100
0    0.019470
Name: std_test_accuracy, dtype: float64","0    0.209227
0    0.364762
0    0.000000
0    0.387554
0    0.223816
0    0.085804
Name: mean_test_precision, dtype: float64","0    0.073624
0    0.328538
0    0.000000
0    0.316049
0    0.068587
0    0.017857
Name: std_test_precision, dtype: float64","0    0.422222
0    0.192222
0    0.000000
0    0.245556
0    0.672475
0    0.455556
Name: mean_test_recall, dtype: float64","0    0.151127
0    0.179440
0    0.000000
0    0.167218
0    0.128807
0    0.105057
Name: std_test_recall, dtype: float64","0    0.273809
0    0.229467
0    0.000000
0    0.276206
0    0.330391
0    0.144360
Name: mean_test_f1, dtype: float64","0    0.089062
0    0.205705
0    0.000000
0    0.183218
0    0.087162
0    0.030471
Name: std_test_f1, dtype: float64","0    0.716835
0    0.700941
0    0.693939
0    0.805952
0    0.765679
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.084847
0    0.139389
0    0.101429
0    0.057987
0    0.112165
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.625227
0    0.577431
0    0.500000
0    0.602010
0    0.707724
0    0.483103
Name: mean_test_balanced_accuracy, dtype: float64","0    0.075385
0    0.091331
0    0.000000
0    0.079763
0    0.073142
0    0.057805
Name: std_test_balanced_accuracy, dtype: float64","0    0.188192
0    0.198527
0    0.000000
0    0.243950
0    0.273464
0   -0.020408
Name: mean_test_mcc, dtype: float64","0    0.110814
0    0.221633
0    0.000000
0    0.200412
0    0.106805
0    0.067171
Name: std_test_mcc, dtype: float64"
