,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.701778
0    0.895149
0    0.901076
0    0.875922
0    0.537730
0    0.522717
Name: mean_test_accuracy, dtype: float64","0    0.035416
0    0.013750
0    0.006136
0    0.025743
0    0.139644
0    0.038933
Name: std_test_accuracy, dtype: float64","0    0.081401
0    0.150000
0    0.000000
0    0.083333
0    0.089216
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.042868
0    0.320156
0    0.000000
0    0.170783
0    0.041590
0    0.043750
Name: std_test_precision, dtype: float64","0    0.207143
0    0.030952
0    0.000000
0    0.028571
0    0.407738
0    0.469048
Name: mean_test_recall, dtype: float64","0    0.117634
0    0.062133
0    0.000000
0    0.057143
0    0.236546
0    0.188697
Name: std_test_recall, dtype: float64","0    0.116564
0    0.050000
0    0.000000
0    0.042222
0    0.141652
0    0.164777
Name: mean_test_f1, dtype: float64","0    0.062599
0    0.100000
0    0.000000
0    0.084591
0    0.067071
0    0.071125
Name: std_test_f1, dtype: float64","0    0.460539
0    0.511124
0    0.545160
0    0.535831
0    0.509669
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082114
0    0.083026
0    0.108116
0    0.061812
0    0.102130
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.481440
0    0.510558
0    0.500000
0    0.498712
0    0.480050
0    0.498458
Name: mean_test_balanced_accuracy, dtype: float64","0    0.052741
0    0.031996
0    0.000000
0    0.033229
0    0.101167
0    0.105791
Name: std_test_balanced_accuracy, dtype: float64","0   -0.028339
0    0.045742
0    0.000000
0    0.003381
0   -0.027771
0    0.000570
Name: mean_test_mcc, dtype: float64","0    0.074846
0    0.134512
0    0.000000
0    0.102529
0    0.130606
0    0.125954
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.786205
0    0.899263
0    0.910424
0    0.888052
0    0.711311
0    0.486142
Name: mean_test_accuracy, dtype: float64","0    0.060899
0    0.023672
0    0.008570
0    0.019101
0    0.103923
0    0.035416
Name: std_test_accuracy, dtype: float64","0    0.149898
0    0.316667
0    0.300000
0    0.173333
0    0.189628
0    0.086957
Name: mean_test_precision, dtype: float64","0    0.064429
0    0.311359
0    0.458258
0    0.216949
0    0.112152
0    0.036377
Name: std_test_precision, dtype: float64","0    0.264286
0    0.087500
0    0.037500
0    0.075000
0    0.623359
0    0.507143
Name: mean_test_recall, dtype: float64","0    0.101582
0    0.080039
0    0.057282
0    0.100000
0    0.259936
0    0.210260
Name: std_test_recall, dtype: float64","0    0.188446
0    0.131919
0    0.066667
0    0.102284
0    0.284327
0    0.148428
Name: mean_test_f1, dtype: float64","0    0.077646
0    0.115145
0    0.101835
0    0.131993
0    0.153290
0    0.061980
Name: std_test_f1, dtype: float64","0    0.607803
0    0.632645
0    0.704310
0    0.698656
0    0.760698
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.089469
0    0.105534
0    0.092274
0    0.095371
0    0.086366
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.550564
0    0.532722
0    0.516296
0    0.520924
0    0.671446
0    0.495622
Name: mean_test_balanced_accuracy, dtype: float64","0    0.067581
0    0.044081
0    0.030354
0    0.052923
0    0.134813
0    0.114263
Name: std_test_balanced_accuracy, dtype: float64","0    0.084941
0    0.125809
0    0.088634
0    0.060150
0    0.220487
0   -0.004948
Name: mean_test_mcc, dtype: float64","0    0.100662
0    0.144903
0    0.164597
0    0.149900
0    0.187231
0    0.130273
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.751449
0    0.887062
0    0.905392
0    0.878531
0    0.470443
0    0.525392
Name: mean_test_accuracy, dtype: float64","0    0.054815
0    0.019653
0    0.008764
0    0.012901
0    0.106241
0    0.039223
Name: std_test_accuracy, dtype: float64","0    0.117551
0    0.000000
0    0.000000
0    0.000000
0    0.100298
0    0.111933
Name: mean_test_precision, dtype: float64","0    0.074798
0    0.000000
0    0.000000
0    0.000000
0    0.026381
0    0.041003
Name: std_test_precision, dtype: float64","0    0.242857
0    0.000000
0    0.000000
0    0.000000
0    0.605714
0    0.590476
Name: mean_test_recall, dtype: float64","0    0.138750
0    0.000000
0    0.000000
0    0.000000
0    0.204594
0    0.206691
Name: std_test_recall, dtype: float64","0    0.156243
0    0.000000
0    0.000000
0    0.000000
0    0.168574
0    0.188072
Name: mean_test_f1, dtype: float64","0    0.094476
0    0.000000
0    0.000000
0    0.000000
0    0.038834
0    0.068242
Name: std_test_f1, dtype: float64","0    0.496645
0    0.528011
0    0.516564
0    0.510873
0    0.534735
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.111905
0    0.094529
0    0.088708
0    0.122230
0    0.074932
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.523412
0    0.489075
0    0.499219
0    0.484399
0    0.532611
0    0.554577
Name: mean_test_balanced_accuracy, dtype: float64","0    0.079310
0    0.007972
0    0.002344
0    0.004979
0    0.088347
0    0.113982
Name: std_test_balanced_accuracy, dtype: float64","0    0.037105
0   -0.040377
0   -0.003953
0   -0.054092
0    0.029060
0    0.063458
Name: mean_test_mcc, dtype: float64","0    0.117562
0    0.023432
0    0.011859
0    0.010049
0    0.091161
0    0.134343
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.835896
0    0.824151
0    0.905708
0    0.892953
0    0.450747
0    0.510736
Name: mean_test_accuracy, dtype: float64","0    0.032041
0    0.039416
0    0.004597
0    0.011764
0    0.082814
0    0.033876
Name: std_test_accuracy, dtype: float64","0    0.125172
0    0.086477
0    0.000000
0    0.100000
0    0.090296
0    0.098000
Name: mean_test_precision, dtype: float64","0    0.104047
0    0.111405
0    0.000000
0    0.200000
0    0.034699
0    0.036277
Name: std_test_precision, dtype: float64","0    0.135556
0    0.104444
0    0.000000
0    0.020000
0    0.560278
0    0.505556
Name: mean_test_recall, dtype: float64","0    0.123308
0    0.141526
0    0.000000
0    0.040000
0    0.227256
0    0.176121
Name: std_test_recall, dtype: float64","0    0.124956
0    0.092828
0    0.000000
0    0.033333
0    0.154993
0    0.164124
Name: mean_test_f1, dtype: float64","0    0.105625
0    0.123857
0    0.000000
0    0.066667
0    0.059380
0    0.060140
Name: std_test_f1, dtype: float64","0    0.578613
0    0.580510
0    0.498843
0    0.537146
0    0.485491
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.096862
0    0.101241
0    0.093776
0    0.074299
0    0.096737
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.522266
0    0.501837
0    0.500000
0    0.501883
0    0.499638
0    0.508207
Name: mean_test_balanced_accuracy, dtype: float64","0    0.058208
0    0.072848
0    0.000000
0    0.022133
0    0.079244
0    0.097667
Name: std_test_balanced_accuracy, dtype: float64","0    0.040027
0   -0.001085
0    0.000000
0    0.010433
0   -0.000845
0    0.010928
Name: mean_test_mcc, dtype: float64","0    0.110683
0    0.133760
0    0.000000
0    0.092403
0    0.096817
0    0.113712
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.903226
0    0.960215
0    0.947312
0    0.940860
0    0.906452
0    0.508602
Name: mean_test_accuracy, dtype: float64","0    0.036937
0    0.022063
0    0.018280
0    0.016129
0    0.034693
0    0.028060
Name: std_test_accuracy, dtype: float64","0    0.468585
0    0.800595
0    0.894048
0    0.660952
0    0.478571
0    0.093617
Name: mean_test_precision, dtype: float64","0    0.226380
0    0.198728
0    0.203738
0    0.105601
0    0.102924
0    0.025532
Name: std_test_precision, dtype: float64","0    0.596429
0    0.653571
0    0.403571
0    0.575000
0    0.910714
0    0.592857
Name: mean_test_recall, dtype: float64","0    0.222921
0    0.218296
0    0.209043
0    0.189286
0    0.078387
0    0.183816
Name: std_test_recall, dtype: float64","0    0.501857
0    0.709158
0    0.527532
0    0.598091
0    0.617736
0    0.161616
Name: mean_test_f1, dtype: float64","0    0.181274
0    0.202074
0    0.202869
0    0.128492
0    0.076304
0    0.044801
Name: std_test_f1, dtype: float64","0    0.891185
0    0.960878
0    0.960281
0    0.934057
0    0.961060
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.053619
0    0.037010
0    0.035735
0    0.048819
0    0.024185
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.763194
0    0.820370
0    0.699460
0    0.774053
0    0.908440
0    0.547284
Name: mean_test_balanced_accuracy, dtype: float64","0    0.109165
0    0.111289
0    0.104712
0    0.093121
0    0.036012
0    0.099506
Name: std_test_balanced_accuracy, dtype: float64","0    0.468680
0    0.698352
0    0.562926
0    0.577691
0    0.615780
0    0.049804
Name: mean_test_mcc, dtype: float64","0    0.200919
0    0.207528
0    0.187700
0    0.129740
0    0.070293
0    0.105704
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.907415
0    0.917133
0    0.933686
0    0.933638
0    0.852836
0    0.502951
Name: mean_test_accuracy, dtype: float64","0    0.020991
0    0.014771
0    0.014532
0    0.026312
0    0.042869
0    0.033083
Name: std_test_accuracy, dtype: float64","0    0.467496
0    0.487222
0    0.693333
0    0.655260
0    0.344722
0    0.078000
Name: mean_test_precision, dtype: float64","0    0.109458
0    0.208582
0    0.293561
0    0.291539
0    0.103170
0    0.036277
Name: std_test_precision, dtype: float64","0    0.454167
0    0.295833
0    0.318056
0    0.433333
0    0.692500
0    0.438889
Name: mean_test_recall, dtype: float64","0    0.119485
0    0.177870
0    0.194291
0    0.229129
0    0.109234
0    0.197613
Name: std_test_recall, dtype: float64","0    0.455985
0    0.356118
0    0.418402
0    0.506510
0    0.455932
0    0.132437
Name: mean_test_f1, dtype: float64","0    0.106212
0    0.186933
0    0.214928
0    0.238605
0    0.109147
0    0.061308
Name: std_test_f1, dtype: float64","0    0.799987
0    0.805844
0    0.793349
0    0.813148
0    0.838909
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.073536
0    0.056287
0    0.057031
0    0.079325
0    0.080683
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.702032
0    0.635665
0    0.654767
0    0.707069
0    0.780176
0    0.473734
Name: mean_test_balanced_accuracy, dtype: float64","0    0.061211
0    0.087367
0    0.094886
0    0.116096
0    0.067729
0    0.107729
Name: std_test_balanced_accuracy, dtype: float64","0    0.408458
0    0.333940
0    0.436562
0    0.493825
0    0.416896
0   -0.028142
Name: mean_test_mcc, dtype: float64","0    0.115129
0    0.186911
0    0.214360
0    0.252136
0    0.122253
0    0.120114
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,,,,,,,,,,,,,,
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.868596
0    0.910965
0    0.920316
0    0.912404
0    0.777053
0    0.517877
Name: mean_test_accuracy, dtype: float64","0    0.038442
0    0.026181
0    0.010294
0    0.022920
0    0.044866
0    0.034326
Name: std_test_accuracy, dtype: float64","0    0.277033
0    0.566667
0    0.400000
0    0.589881
0    0.232110
0    0.107895
Name: mean_test_precision, dtype: float64","0    0.164882
0    0.280872
0    0.489898
0    0.252713
0    0.096201
0    0.034211
Name: std_test_precision, dtype: float64","0    0.364286
0    0.278571
0    0.076190
0    0.328571
0    0.648413
0    0.630952
Name: mean_test_recall, dtype: float64","0    0.221326
0    0.111702
0    0.099773
0    0.158936
0    0.158206
0    0.205163
Name: std_test_recall, dtype: float64","0    0.305961
0    0.352503
0    0.126587
0    0.380074
0    0.336063
0    0.184141
Name: mean_test_f1, dtype: float64","0    0.175402
0    0.126771
0    0.162189
0    0.128030
0    0.129719
0    0.058370
Name: std_test_f1, dtype: float64","0    0.740044
0    0.781174
0    0.797257
0    0.795830
0    0.795748
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.113814
0    0.108773
0    0.092668
0    0.093232
0    0.068348
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.639943
0    0.624708
0    0.538095
0    0.648301
0    0.717724
0    0.569099
Name: mean_test_balanced_accuracy, dtype: float64","0    0.102962
0    0.059450
0    0.049886
0    0.075219
0    0.086896
0    0.111952
Name: std_test_balanced_accuracy, dtype: float64","0    0.244641
0    0.342017
0    0.166711
0    0.373190
0    0.289038
0    0.077519
Name: mean_test_mcc, dtype: float64","0    0.185245
0    0.153210
0    0.207539
0    0.127434
0    0.133064
0    0.122928
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.909900
0    0.938221
0    0.938221
0    0.925846
0    0.602318
0    0.531704
Name: mean_test_accuracy, dtype: float64","0    0.026685
0    0.008400
0    0.008400
0    0.025835
0    0.114496
0    0.034067
Name: std_test_accuracy, dtype: float64","0    0.183333
0    0.100000
0    0.000000
0    0.233333
0    0.064494
0    0.082937
Name: mean_test_precision, dtype: float64","0    0.300000
0    0.300000
0    0.000000
0    0.345205
0    0.062474
0    0.042452
Name: std_test_precision, dtype: float64","0    0.141667
0    0.025000
0    0.000000
0    0.166667
0    0.416667
0    0.633333
Name: mean_test_recall, dtype: float64","0    0.182764
0    0.075000
0    0.000000
0    0.238630
0    0.342945
0    0.300925
Name: std_test_recall, dtype: float64","0    0.135238
0    0.040000
0    0.000000
0    0.183333
0    0.105160
0    0.146452
Name: mean_test_f1, dtype: float64","0    0.167619
0    0.120000
0    0.000000
0    0.254951
0    0.092200
0    0.074181
Name: std_test_f1, dtype: float64","0    0.616672
0    0.645446
0    0.612276
0    0.683951
0    0.518093
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.121416
0    0.130595
0    0.138731
0    0.138165
0    0.167350
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.551057
0    0.511574
0    0.500000
0    0.571104
0    0.514922
0    0.578459
Name: mean_test_balanced_accuracy, dtype: float64","0    0.083884
0    0.037909
0    0.000000
0    0.119788
0    0.148022
0    0.159091
Name: std_test_balanced_accuracy, dtype: float64","0    0.107153
0    0.045493
0    0.000000
0    0.160980
0    0.011286
0    0.080796
Name: mean_test_mcc, dtype: float64","0    0.189979
0    0.147276
0    0.000000
0    0.270211
0    0.130855
0    0.150184
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.843933
0    0.927566
0    0.927578
0    0.933171
0    0.881885
0    0.491610
Name: mean_test_accuracy, dtype: float64","0    0.022180
0    0.012275
0    0.013195
0    0.021578
0    0.029291
0    0.027752
Name: std_test_accuracy, dtype: float64","0    0.323344
0    0.697500
0    0.858333
0    0.700238
0    0.435142
0    0.093478
Name: mean_test_precision, dtype: float64","0    0.045352
0    0.167749
0    0.235850
0    0.181754
0    0.112706
0    0.027584
Name: std_test_precision, dtype: float64","0    0.633333
0    0.413889
0    0.255556
0    0.487500
0    0.818525
0    0.523611
Name: mean_test_recall, dtype: float64","0    0.135543
0    0.167567
0    0.100577
0    0.164388
0    0.101331
0    0.144478
Name: std_test_recall, dtype: float64","0    0.422864
0    0.491407
0    0.385859
0    0.563674
0    0.557688
0    0.158586
Name: mean_test_f1, dtype: float64","0    0.056328
0    0.140997
0    0.134479
0    0.155456
0    0.094180
0    0.046215
Name: std_test_f1, dtype: float64","0    0.818347
0    0.849205
0    0.916831
0    0.903535
0    0.935184
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.072449
0    0.056875
0    0.021464
0    0.067078
0    0.037429
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.749217
0    0.696541
0    0.625339
0    0.732707
0    0.853660
0    0.505971
Name: mean_test_balanced_accuracy, dtype: float64","0    0.056739
0    0.079337
0    0.052070
0    0.083275
0    0.045858
0    0.079945
Name: std_test_balanced_accuracy, dtype: float64","0    0.374008
0    0.488207
0    0.438073
0    0.545440
0    0.537761
0    0.007087
Name: mean_test_mcc, dtype: float64","0    0.068469
0    0.126060
0    0.143865
0    0.163906
0    0.088766
0    0.093556
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.840196
0    0.925490
0    0.923529
0    0.915686
0    0.783333
0    0.524510
Name: mean_test_accuracy, dtype: float64","0    0.034537
0    0.017647
0    0.016867
0    0.013299
0    0.036801
0    0.030138
Name: std_test_accuracy, dtype: float64","0    0.265297
0    0.632143
0    0.605000
0    0.546154
0    0.257223
0    0.104000
Name: mean_test_precision, dtype: float64","0    0.088946
0    0.277125
0    0.367125
0    0.164371
0    0.063279
0    0.030725
Name: std_test_precision, dtype: float64","0    0.448611
0    0.301389
0    0.234722
0    0.325000
0    0.764441
0    0.584722
Name: mean_test_recall, dtype: float64","0    0.137780
0    0.221357
0    0.167181
0    0.159111
0    0.113480
0    0.171059
Name: std_test_recall, dtype: float64","0    0.329919
0    0.376281
0    0.324190
0    0.384561
0    0.382313
0    0.176563
Name: mean_test_f1, dtype: float64","0    0.100772
0    0.223923
0    0.213486
0    0.137320
0    0.080211
0    0.052045
Name: std_test_f1, dtype: float64","0    0.765540
0    0.835880
0    0.844728
0    0.806496
0    0.855155
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.071874
0    0.073171
0    0.076509
0    0.073017
0    0.053279
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.663067
0    0.643173
0    0.611985
0    0.648539
0    0.774352
0    0.551758
Name: mean_test_balanced_accuracy, dtype: float64","0    0.070264
0    0.108839
0    0.083739
0    0.073279
0    0.053110
0    0.093788
Name: std_test_balanced_accuracy, dtype: float64","0    0.260010
0    0.385089
0    0.337787
0    0.368991
0    0.355017
0    0.058301
Name: mean_test_mcc, dtype: float64","0    0.115880
0    0.217802
0    0.228265
0    0.134265
0    0.084910
0    0.106337
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.801912
0    0.931105
0    0.920054
0    0.926182
0    0.811743
0    0.492036
Name: mean_test_accuracy, dtype: float64","0    0.036590
0    0.021491
0    0.016710
0    0.015633
0    0.030882
0    0.031383
Name: std_test_accuracy, dtype: float64","0    0.211511
0    0.726667
0    0.540000
0    0.611905
0    0.267526
0    0.082346
Name: mean_test_precision, dtype: float64","0    0.061056
0    0.328566
0    0.397157
0    0.181265
0    0.053410
0    0.032757
Name: std_test_precision, dtype: float64","0    0.473810
0    0.297619
0    0.178571
0    0.383333
0    0.721706
0    0.495238
Name: mean_test_recall, dtype: float64","0    0.101267
0    0.164699
0    0.112309
0    0.173156
0    0.182197
0    0.188622
Name: std_test_recall, dtype: float64","0    0.289018
0    0.400163
0    0.259444
0    0.446998
0    0.386676
0    0.141171
Name: mean_test_f1, dtype: float64","0    0.069120
0    0.202914
0    0.165814
0    0.153676
0    0.074188
0    0.055810
Name: std_test_f1, dtype: float64","0    0.709230
0    0.760374
0    0.756402
0    0.827872
0    0.835264
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.045054
0    0.098074
0    0.109636
0    0.053293
0    0.089719
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.653022
0    0.643413
0    0.583250
0    0.679595
0    0.771547
0    0.493286
Name: mean_test_balanced_accuracy, dtype: float64","0    0.054914
0    0.081999
0    0.055761
0    0.084653
0    0.089637
0    0.102856
Name: std_test_balanced_accuracy, dtype: float64","0    0.217959
0    0.425196
0    0.278669
0    0.433993
0    0.356894
0   -0.006086
Name: mean_test_mcc, dtype: float64","0    0.083802
0    0.203220
0    0.196709
0    0.143367
0    0.105452
0    0.112942
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.793491
0    0.893250
0    0.910679
0    0.893264
0    0.493304
0    0.497741
Name: mean_test_accuracy, dtype: float64","0    0.026972
0    0.015547
0    0.005204
0    0.016320
0    0.100616
0    0.029514
Name: std_test_accuracy, dtype: float64","0    0.102720
0    0.050000
0    0.000000
0    0.000000
0    0.089246
0    0.104444
Name: mean_test_precision, dtype: float64","0    0.064447
0    0.150000
0    0.000000
0    0.000000
0    0.036594
0    0.029897
Name: std_test_precision, dtype: float64","0    0.192857
0    0.012500
0    0.000000
0    0.000000
0    0.512165
0    0.610714
Name: mean_test_recall, dtype: float64","0    0.136651
0    0.037500
0    0.000000
0    0.000000
0    0.206427
0    0.172171
Name: std_test_recall, dtype: float64","0    0.132323
0    0.020000
0    0.000000
0    0.000000
0    0.151131
0    0.178302
Name: mean_test_f1, dtype: float64","0    0.084854
0    0.060000
0    0.000000
0    0.000000
0    0.061588
0    0.050786
Name: std_test_f1, dtype: float64","0    0.534113
0    0.479988
0    0.492549
0    0.465642
0    0.462034
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.096357
0    0.074833
0    0.085789
0    0.070699
0    0.127168
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.522516
0    0.496042
0    0.500000
0    0.490425
0    0.501507
0    0.548687
Name: mean_test_balanced_accuracy, dtype: float64","0    0.055736
0    0.021236
0    0.000000
0    0.007723
0    0.115465
0    0.093823
Name: std_test_balanced_accuracy, dtype: float64","0    0.029357
0   -0.014540
0    0.000000
0   -0.036262
0   -0.003514
0    0.055621
Name: mean_test_mcc, dtype: float64","0    0.088178
0    0.079077
0    0.000000
0    0.021718
0    0.123764
0    0.106881
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.876545
0    0.921267
0    0.931218
0    0.916327
0    0.855446
0    0.504950
Name: mean_test_accuracy, dtype: float64","0    0.031903
0    0.023021
0    0.018820
0    0.024866
0    0.043191
0    0.023593
Name: std_test_accuracy, dtype: float64","0    0.370499
0    0.606190
0    0.746667
0    0.590714
0    0.382306
0    0.096000
Name: mean_test_precision, dtype: float64","0    0.124639
0    0.209922
0    0.308113
0    0.280473
0    0.093472
0    0.023324
Name: std_test_precision, dtype: float64","0    0.437778
0    0.392222
0    0.350000
0    0.341111
0    0.796414
0    0.516667
Name: mean_test_recall, dtype: float64","0    0.163012
0    0.161784
0    0.176191
0    0.172709
0    0.150266
0    0.121741
Name: std_test_recall, dtype: float64","0    0.396005
0    0.470208
0    0.461190
0    0.416382
0    0.511040
0    0.161864
Name: mean_test_f1, dtype: float64","0    0.129764
0    0.179499
0    0.217614
0    0.199811
0    0.103883
0    0.039020
Name: std_test_f1, dtype: float64","0    0.818911
0    0.833327
0    0.853599
0    0.841309
0    0.889741
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.090313
0    0.082533
0    0.092528
0    0.058855
0    0.061844
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.679382
0    0.683498
0    0.670061
0    0.657960
0    0.828988
0    0.510244
Name: mean_test_balanced_accuracy, dtype: float64","0    0.085139
0    0.084601
0    0.089197
0    0.088053
0    0.079095
0    0.067475
Name: std_test_balanced_accuracy, dtype: float64","0    0.332975
0    0.445395
0    0.472559
0    0.400426
0    0.484182
0    0.011721
Name: mean_test_mcc, dtype: float64","0    0.147476
0    0.189729
0    0.220788
0    0.212131
0    0.121795
0    0.079023
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.782773
0    0.896022
0    0.909006
0    0.914958
0    0.749594
0    0.497577
Name: mean_test_accuracy, dtype: float64","0    0.072076
0    0.034827
0    0.005026
0    0.025511
0    0.061125
0    0.027485
Name: std_test_accuracy, dtype: float64","0    0.202947
0    0.433333
0    0.000000
0    0.684167
0    0.241196
0    0.100740
Name: mean_test_precision, dtype: float64","0    0.068343
0    0.386437
0    0.000000
0    0.253269
0    0.049975
0    0.028722
Name: std_test_precision, dtype: float64","0    0.414286
0    0.176786
0    0.000000
0    0.346429
0    0.775198
0    0.569643
Name: mean_test_recall, dtype: float64","0    0.117857
0    0.169116
0    0.000000
0    0.130785
0    0.147000
0    0.155562
Name: std_test_recall, dtype: float64","0    0.263274
0    0.227065
0    0.000000
0    0.421807
0    0.364626
0    0.171149
Name: mean_test_f1, dtype: float64","0    0.074113
0    0.204228
0    0.000000
0    0.100674
0    0.067950
0    0.048423
Name: std_test_f1, dtype: float64","0    0.693573
0    0.737951
0    0.727690
0    0.874851
0    0.837205
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.076907
0    0.105578
0    0.107723
0    0.051804
0    0.075732
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.616798
0    0.572151
0    0.500000
0    0.658920
0    0.761561
0    0.529934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.051883
0    0.088575
0    0.000000
0    0.056211
0    0.083308
0    0.084987
Name: std_test_balanced_accuracy, dtype: float64","0    0.176634
0    0.212621
0    0.000000
0    0.427099
0    0.331168
0    0.034818
Name: mean_test_mcc, dtype: float64","0    0.087234
0    0.229776
0    0.000000
0    0.114364
0    0.100200
0    0.098242
Name: std_test_mcc, dtype: float64"
IP131_RSVP_Calibration_Mon_12_Sep_2022_09hr34min04sec_-0700,"0    0.896669
0    0.931101
0    0.931113
0    0.925725
0    0.861173
0    0.523107
Name: mean_test_accuracy, dtype: float64","0    0.024114
0    0.015394
0    0.018733
0    0.022277
0    0.033016
0    0.022834
Name: std_test_accuracy, dtype: float64","0    0.447457
0    0.699113
0    0.750000
0    0.635040
0    0.390315
0    0.121277
Name: mean_test_precision, dtype: float64","0    0.128581
0    0.139946
0    0.166667
0    0.144707
0    0.091109
0    0.023404
Name: std_test_precision, dtype: float64","0    0.458333
0    0.491667
0    0.398611
0    0.487500
0    0.793611
0    0.654167
Name: mean_test_recall, dtype: float64","0    0.162565
0    0.141530
0    0.144077
0    0.175731
0    0.129696
0    0.115612
Name: std_test_recall, dtype: float64","0    0.447949
0    0.564240
0    0.509953
0    0.539846
0    0.515848
0    0.204545
Name: mean_test_f1, dtype: float64","0    0.136070
0    0.111737
0    0.149242
0    0.155142
0    0.089548
0    0.038810
Name: std_test_f1, dtype: float64","0    0.833564
0    0.867223
0    0.900085
0    0.915380
0    0.904748
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.074174
0    0.070343
0    0.045844
0    0.040856
0    0.054559
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.700070
0    0.733957
0    0.692177
0    0.728897
0    0.830976
0    0.581831
Name: mean_test_balanced_accuracy, dtype: float64","0    0.083107
0    0.068736
0    0.073769
0    0.088696
0    0.059821
0    0.064290
Name: std_test_balanced_accuracy, dtype: float64","0    0.394145
0    0.545371
0    0.509586
0    0.512050
0    0.489924
0    0.095596
Name: mean_test_mcc, dtype: float64","0    0.148828
0    0.116581
0    0.147927
0    0.158166
0    0.092752
0    0.075474
Name: std_test_mcc, dtype: float64"
