,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.684545
0    0.822727
0    0.908182
0    0.882727
0    0.620000
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.054097
0    0.035268
0    0.002727
0    0.014345
0    0.143152
0    0.014799
Name: std_test_accuracy, dtype: float64","0    0.072221
0    0.090579
0    0.000000
0    0.103333
0    0.109616
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.030246
0    0.099460
0    0.000000
0    0.201357
0    0.036862
0    0.014736
Name: std_test_precision, dtype: float64","0    0.207273
0    0.099091
0    0.000000
0    0.038182
0    0.389899
0    0.525455
Name: mean_test_recall, dtype: float64","0    0.092065
0    0.109578
0    0.000000
0    0.062032
0    0.159689
0    0.080986
Name: std_test_recall, dtype: float64","0    0.106110
0    0.092765
0    0.000000
0    0.054405
0    0.159092
0    0.168006
Name: mean_test_f1, dtype: float64","0    0.044937
0    0.101771
0    0.000000
0    0.092432
0    0.047415
0    0.024901
Name: std_test_f1, dtype: float64","0    0.474970
0    0.467059
0    0.505413
0    0.518156
0    0.477446
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.056589
0    0.092695
0    0.110920
0    0.123038
0    0.075785
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.469955
0    0.497470
0    0.500000
0    0.503086
0    0.516804
0    0.523985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.043947
0    0.060522
0    0.000000
0    0.033017
0    0.059935
0    0.044555
Name: std_test_balanced_accuracy, dtype: float64","0   -0.039832
0   -0.003269
0    0.000000
0    0.009144
0    0.025927
0    0.027523
Name: mean_test_mcc, dtype: float64","0    0.058812
0    0.114376
0    0.000000
0    0.114362
0    0.076831
0    0.051336
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.778182
0    0.860909
0    0.907273
0    0.896364
0    0.726364
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.049326
0    0.029331
0    0.003636
0    0.024461
0    0.042143
0    0.033636
Name: std_test_accuracy, dtype: float64","0    0.178837
0    0.156573
0    0.000000
0    0.420513
0    0.191596
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.073322
0    0.122367
0    0.000000
0    0.284306
0    0.054531
0    0.035248
Name: std_test_precision, dtype: float64","0    0.386364
0    0.140000
0    0.000000
0    0.260000
0    0.641717
0    0.504545
Name: mean_test_recall, dtype: float64","0    0.157944
0    0.101980
0    0.000000
0    0.195959
0    0.225349
0    0.184894
Name: std_test_recall, dtype: float64","0    0.241382
0    0.143969
0    0.000000
0    0.290583
0    0.293312
0    0.161607
Name: mean_test_f1, dtype: float64","0    0.094948
0    0.104952
0    0.000000
0    0.174951
0    0.085417
0    0.059170
Name: std_test_f1, dtype: float64","0    0.682645
0    0.681532
0    0.725876
0    0.745480
0    0.751106
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.091081
0    0.122966
0    0.108493
0    0.093732
0    0.079883
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.602045
0    0.536985
0    0.499500
0    0.610485
0    0.688131
0    0.512535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.077433
0    0.045305
0    0.001500
0    0.092337
0    0.094965
0    0.101700
Name: std_test_balanced_accuracy, dtype: float64","0    0.148248
0    0.074765
0   -0.003029
0    0.263880
0    0.234979
0    0.014601
Name: mean_test_mcc, dtype: float64","0    0.115846
0    0.104554
0    0.009087
0    0.190728
0    0.119744
0    0.117065
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.737273
0    0.891818
0    0.908182
0    0.894545
0    0.542727
0    0.537273
Name: mean_test_accuracy, dtype: float64","0    0.031610
0    0.014345
0    0.002727
0    0.023426
0    0.078630
0    0.019263
Name: std_test_accuracy, dtype: float64","0    0.067864
0    0.173333
0    0.000000
0    0.150000
0    0.089197
0    0.115094
Name: mean_test_precision, dtype: float64","0    0.046978
0    0.185921
0    0.000000
0    0.229129
0    0.030358
0    0.019699
Name: std_test_precision, dtype: float64","0    0.150000
0    0.069091
0    0.000000
0    0.050000
0    0.460101
0    0.604545
Name: mean_test_recall, dtype: float64","0    0.102470
0    0.077800
0    0.000000
0    0.080623
0    0.204105
0    0.106193
Name: std_test_recall, dtype: float64","0    0.093047
0    0.098095
0    0.000000
0    0.073810
0    0.148236
0    0.193353
Name: mean_test_f1, dtype: float64","0    0.064045
0    0.108509
0    0.000000
0    0.116861
0    0.053282
0    0.033184
Name: std_test_f1, dtype: float64","0    0.476709
0    0.506352
0    0.444334
0    0.543702
0    0.487998
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082333
0    0.076219
0    0.089429
0    0.102433
0    0.089689
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.473409
0    0.522035
0    0.500000
0    0.514995
0    0.505975
0    0.567535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.053776
0    0.039204
0    0.000000
0    0.042664
0    0.071331
0    0.058386
Name: std_test_balanced_accuracy, dtype: float64","0   -0.039522
0    0.065124
0    0.000000
0    0.048629
0    0.004482
0    0.077889
Name: mean_test_mcc, dtype: float64","0    0.079504
0    0.118512
0    0.000000
0    0.134617
0    0.085703
0    0.067088
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.804545
0    0.800909
0    0.908182
0    0.890000
0    0.531818
0    0.520909
Name: mean_test_accuracy, dtype: float64","0    0.046042
0    0.054614
0    0.002727
0    0.010325
0    0.123533
0    0.030976
Name: std_test_accuracy, dtype: float64","0    0.093877
0    0.112371
0    0.000000
0    0.025000
0    0.087990
0    0.098113
Name: mean_test_precision, dtype: float64","0    0.051760
0    0.093942
0    0.000000
0    0.075000
0    0.029892
0    0.033540
Name: std_test_precision, dtype: float64","0    0.109091
0    0.159091
0    0.000000
0    0.010000
0    0.428586
0    0.512727
Name: mean_test_recall, dtype: float64","0    0.054089
0    0.111877
0    0.000000
0    0.030000
0    0.149195
0    0.167342
Name: std_test_recall, dtype: float64","0    0.095771
0    0.126666
0    0.000000
0    0.014286
0    0.144335
0    0.164683
Name: mean_test_f1, dtype: float64","0    0.044624
0    0.094896
0    0.000000
0    0.042857
0    0.046748
0    0.055817
Name: std_test_f1, dtype: float64","0    0.580723
0    0.531895
0    0.474444
0    0.474948
0    0.498444
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.057266
0    0.092597
0    0.052067
0    0.076380
0    0.066661
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.492005
0    0.512449
0    0.500000
0    0.494495
0    0.485880
0    0.517136
Name: mean_test_balanced_accuracy, dtype: float64","0    0.036002
0    0.059013
0    0.000000
0    0.014739
0    0.064681
0    0.092214
Name: std_test_balanced_accuracy, dtype: float64","0   -0.007467
0    0.023981
0    0.000000
0   -0.024832
0   -0.019323
0    0.020402
Name: mean_test_mcc, dtype: float64","0    0.062438
0    0.108376
0    0.000000
0    0.047203
0    0.081437
0    0.107008
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.901818
0    0.954545
0    0.919091
0    0.949091
0    0.912727
0    0.513636
Name: mean_test_accuracy, dtype: float64","0    0.035396
0    0.015746
0    0.007551
0    0.015320
0    0.027029
0    0.031818
Name: std_test_accuracy, dtype: float64","0    0.510343
0    0.783979
0    0.725000
0    0.822097
0    0.523587
0    0.090566
Name: mean_test_precision, dtype: float64","0    0.133378
0    0.087640
0    0.394493
0    0.145827
0    0.090687
0    0.032462
Name: std_test_precision, dtype: float64","0    0.643636
0    0.702727
0    0.138182
0    0.632727
0    0.942525
0    0.476364
Name: mean_test_recall, dtype: float64","0    0.110581
0    0.173398
0    0.090618
0    0.168964
0    0.084827
0    0.174071
Name: std_test_recall, dtype: float64","0    0.555750
0    0.728482
0    0.226657
0    0.687577
0    0.669114
0    0.152183
Name: mean_test_f1, dtype: float64","0    0.098461
0    0.128209
0    0.138507
0    0.107362
0    0.086030
0    0.054713
Name: std_test_f1, dtype: float64","0    0.889175
0    0.944297
0    0.950549
0    0.953602
0    0.965203
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.042024
0    0.039690
0    0.033967
0    0.034489
0    0.044747
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.785768
0    0.841348
0    0.568091
0    0.806854
0    0.926234
0    0.496934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.052554
0    0.085310
0    0.044666
0    0.077150
0    0.046574
0    0.095782
Name: std_test_balanced_accuracy, dtype: float64","0    0.515438
0    0.712371
0    0.294404
0    0.683116
0    0.662423
0   -0.003857
Name: mean_test_mcc, dtype: float64","0    0.106742
0    0.123890
0    0.165777
0    0.097192
0    0.090061
0    0.110434
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.896364
0    0.915455
0    0.910909
0    0.920909
0    0.855455
0    0.508182
Name: mean_test_accuracy, dtype: float64","0    0.028226
0    0.031505
0    0.007925
0    0.022287
0    0.061985
0    0.036466
Name: std_test_accuracy, dtype: float64","0    0.437135
0    0.580325
0    0.300000
0    0.610816
0    0.398062
0    0.084906
Name: mean_test_precision, dtype: float64","0    0.140874
0    0.182540
0    0.458258
0    0.176083
0    0.151957
0    0.037971
Name: std_test_precision, dtype: float64","0    0.417273
0    0.368182
0    0.040000
0    0.419091
0    0.661111
0    0.445455
Name: mean_test_recall, dtype: float64","0    0.168290
0    0.191698
0    0.066332
0    0.195421
0    0.109608
0    0.200578
Name: std_test_recall, dtype: float64","0    0.417612
0    0.433336
0    0.069697
0    0.476538
0    0.477312
0    0.142609
Name: mean_test_f1, dtype: float64","0    0.153943
0    0.184674
0    0.113424
0    0.166990
0    0.118190
0    0.063830
Name: std_test_f1, dtype: float64","0    0.816395
0    0.798337
0    0.808594
0    0.821217
0    0.826456
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.058022
0    0.067750
0    0.071081
0    0.049396
0    0.064956
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.681091
0    0.669545
0    0.519500
0    0.695520
0    0.768032
0    0.479985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.085863
0    0.098519
0    0.033500
0    0.095761
0    0.058375
0    0.110317
Name: std_test_balanced_accuracy, dtype: float64","0    0.366781
0    0.411526
0    0.100582
0    0.456487
0    0.433522
0   -0.023107
Name: mean_test_mcc, dtype: float64","0    0.160843
0    0.189943
0    0.163835
0    0.170668
0    0.127263
0    0.126936
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,"0    0.867273
0    0.940909
0    0.911818
0    0.941818
0    0.904545
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.046033
0    0.026112
0    0.005821
0    0.024461
0    0.040503
0    0.028877
Name: std_test_accuracy, dtype: float64","0    0.379987
0    0.767413
0    0.300000
0    0.717582
0    0.509705
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.112377
0    0.209372
0    0.458258
0    0.152316
0    0.155529
0    0.030946
Name: std_test_precision, dtype: float64","0    0.605455
0    0.552727
0    0.039091
0    0.631818
0    0.811843
0    0.503636
Name: mean_test_recall, dtype: float64","0    0.200215
0    0.203433
0    0.065562
0    0.144041
0    0.135320
0    0.157627
Name: std_test_recall, dtype: float64","0    0.458713
0    0.617221
0    0.068182
0    0.663804
0    0.617021
0    0.161558
Name: mean_test_f1, dtype: float64","0    0.130368
0    0.192581
0    0.112009
0    0.136070
0    0.143164
0    0.051674
Name: std_test_f1, dtype: float64","0    0.853034
0    0.918329
0    0.872382
0    0.916125
0    0.914897
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082094
0    0.048884
0    0.071802
0    0.056558
0    0.063706
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.749687
0    0.766359
0    0.519545
0    0.802409
0    0.863002
0    0.512086
Name: mean_test_balanced_accuracy, dtype: float64","0    0.104635
0    0.102294
0    0.032781
0    0.075543
0    0.075338
0    0.086768
Name: std_test_balanced_accuracy, dtype: float64","0    0.407917
0    0.608537
0    0.102057
0    0.638460
0    0.592708
0    0.014337
Name: mean_test_mcc, dtype: float64","0    0.156732
0    0.188350
0    0.159794
0    0.145325
0    0.152681
0    0.100215
Name: std_test_mcc, dtype: float64"
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.844545
0    0.902727
0    0.908182
0    0.900000
0    0.809091
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.043872
0    0.020348
0    0.002727
0    0.032012
0    0.045272
0    0.034317
Name: std_test_accuracy, dtype: float64","0    0.297843
0    0.468175
0    0.000000
0    0.502982
0    0.296104
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.084709
0    0.161819
0    0.000000
0    0.181830
0    0.082944
0    0.035849
Name: std_test_precision, dtype: float64","0    0.455455
0    0.328182
0    0.000000
0    0.336364
0    0.732803
0    0.524545
Name: mean_test_recall, dtype: float64","0    0.142205
0    0.136391
0    0.000000
0    0.100412
0    0.148082
0    0.188691
Name: std_test_recall, dtype: float64","0    0.351566
0    0.376444
0    0.000000
0    0.387510
0    0.418219
0    0.167956
Name: mean_test_f1, dtype: float64","0    0.097978
0    0.133001
0    0.000000
0    0.103660
0    0.102493
0    0.060214
Name: std_test_f1, dtype: float64","0    0.755002
0    0.795025
0    0.784162
0    0.812057
0    0.847888
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.073510
0    0.052684
0    0.063251
0    0.084838
0    0.087967
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.669636
0    0.644571
0    0.500000
0    0.646652
0    0.774931
0    0.523535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.070484
0    0.069295
0    0.000000
0    0.047922
0    0.084717
0    0.103784
Name: std_test_balanced_accuracy, dtype: float64","0    0.282608
0    0.336972
0    0.000000
0    0.352803
0    0.379862
0    0.027259
Name: mean_test_mcc, dtype: float64","0    0.112150
0    0.142326
0    0.000000
0    0.122594
0    0.123820
0    0.119443
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.833636
0    0.902727
0    0.906364
0    0.900909
0    0.778182
0    0.526364
Name: mean_test_accuracy, dtype: float64","0    0.032790
0    0.021532
0    0.004166
0    0.017930
0    0.050649
0    0.025857
Name: std_test_accuracy, dtype: float64","0    0.204045
0    0.434167
0    0.000000
0    0.387698
0    0.240305
0    0.103774
Name: mean_test_precision, dtype: float64","0    0.091373
0    0.267977
0    0.000000
0    0.237607
0    0.082889
0    0.027015
Name: std_test_precision, dtype: float64","0    0.268182
0    0.246364
0    0.000000
0    0.226364
0    0.611515
0    0.544545
Name: mean_test_recall, dtype: float64","0    0.128001
0    0.159775
0    0.000000
0    0.158059
0    0.163444
0    0.142205
Name: std_test_recall, dtype: float64","0    0.228087
0    0.303438
0    0.000000
0    0.281476
0    0.342155
0    0.174306
Name: mean_test_f1, dtype: float64","0    0.100245
0    0.183938
0    0.000000
0    0.181808
0    0.104702
0    0.045358
Name: std_test_f1, dtype: float64","0    0.650080
0    0.742698
0    0.707342
0    0.724301
0    0.756742
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.110437
0    0.094002
0    0.089001
0    0.089196
0    0.099976
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.579510
0    0.607672
0    0.499000
0    0.597677
0    0.703169
0    0.534535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.067163
0    0.079862
0    0.002000
0    0.080585
0    0.090740
0    0.078213
Name: std_test_balanced_accuracy, dtype: float64","0    0.141316
0    0.274646
0   -0.006058
0    0.245861
0    0.279664
0    0.039916
Name: mean_test_mcc, dtype: float64","0    0.115932
0    0.199932
0    0.012116
0    0.194559
0    0.131743
0    0.090002
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.798182
0    0.891818
0    0.910000
0    0.885455
0    0.700909
0    0.510000
Name: mean_test_accuracy, dtype: float64","0    0.031701
0    0.042727
0    0.004896
0    0.040083
0    0.037139
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.226414
0    0.459902
0    0.200000
0    0.419372
0    0.195741
0    0.086792
Name: mean_test_precision, dtype: float64","0    0.058257
0    0.220047
0    0.400000
0    0.150351
0    0.022259
0    0.030657
Name: std_test_precision, dtype: float64","0    0.492727
0    0.376364
0    0.020000
0    0.278182
0    0.723232
0    0.456364
Name: mean_test_recall, dtype: float64","0    0.141818
0    0.139906
0    0.040000
0    0.126177
0    0.123345
0    0.164181
Name: std_test_recall, dtype: float64","0    0.307838
0    0.403976
0    0.036364
0    0.304082
0    0.306905
0    0.145833
Name: mean_test_f1, dtype: float64","0    0.077912
0    0.166593
0    0.072727
0    0.112728
0    0.033480
0    0.051658
Name: std_test_f1, dtype: float64","0    0.720073
0    0.790508
0    0.840576
0    0.811765
0    0.767788
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.080850
0    0.088510
0    0.064946
0    0.069925
0    0.061792
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.660773
0    0.660152
0    0.510000
0    0.612576
0    0.710932
0    0.485934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.066616
0    0.082384
0    0.020000
0    0.055503
0    0.049701
0    0.090337
Name: std_test_balanced_accuracy, dtype: float64","0    0.232376
0    0.353245
0    0.060578
0    0.268384
0    0.257957
0   -0.016514
Name: mean_test_mcc, dtype: float64","0    0.095086
0    0.190967
0    0.121157
0    0.112406
0    0.056531
0    0.104141
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.832727
0    0.907273
0    0.921818
0    0.916364
0    0.847273
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.027931
0    0.021436
0    0.012984
0    0.026598
0    0.037878
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.278455
0    0.497673
0    0.790000
0    0.620833
0    0.358164
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.047008
0    0.161104
0    0.251794
0    0.246989
0    0.099434
0    0.030946
Name: std_test_precision, dtype: float64","0    0.503636
0    0.336364
0    0.238182
0    0.427273
0    0.796288
0    0.505455
Name: mean_test_recall, dtype: float64","0    0.104145
0    0.141713
0    0.081088
0    0.181317
0    0.148390
0    0.164854
Name: std_test_recall, dtype: float64","0    0.355711
0    0.392411
0    0.355971
0    0.477158
0    0.491824
0    0.161657
Name: mean_test_f1, dtype: float64","0    0.060284
0    0.145918
0    0.101997
0    0.154749
0    0.119342
0    0.052088
Name: std_test_f1, dtype: float64","0    0.800532
0    0.839150
0    0.869607
0    0.824153
0    0.865368
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.065140
0    0.082370
0    0.088370
0    0.102116
0    0.090140
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.684737
0    0.650672
0    0.614591
0    0.696606
0    0.824146
0    0.512985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.048236
0    0.071967
0    0.041748
0    0.089811
0    0.085928
0    0.090674
Name: std_test_balanced_accuracy, dtype: float64","0    0.286916
0    0.357551
0    0.398273
0    0.457254
0    0.465191
0    0.014865
Name: mean_test_mcc, dtype: float64","0    0.070413
0    0.151547
0    0.119058
0    0.169591
0    0.138146
0    0.104361
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.750909
0    0.911818
0    0.913636
0    0.905455
0    0.800000
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.030206
0    0.012231
0    0.009315
0    0.022342
0    0.036590
0    0.025078
Name: std_test_accuracy, dtype: float64","0    0.176307
0    0.555931
0    0.641667
0    0.470198
0    0.290703
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.058602
0    0.251285
0    0.434693
0    0.230203
0    0.043083
0    0.025939
Name: std_test_precision, dtype: float64","0    0.484545
0    0.235455
0    0.099091
0    0.308182
0    0.787475
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.189652
0    0.134990
0    0.089484
0    0.131643
0    0.121899
0    0.137822
Name: std_test_recall, dtype: float64","0    0.257301
0    0.309377
0    0.163020
0    0.364711
0    0.421060
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.089064
0    0.145655
0    0.131378
0    0.154725
0    0.049157
0    0.043632
Name: std_test_f1, dtype: float64","0    0.695395
0    0.756804
0    0.752528
0    0.822320
0    0.853750
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.073476
0    0.060362
0    0.090158
0    0.071690
0    0.045587
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.631152
0    0.607697
0    0.547545
0    0.637061
0    0.794060
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.088882
0    0.062499
0    0.044284
0    0.065473
0    0.048275
0    0.075806
Name: std_test_balanced_accuracy, dtype: float64","0    0.172980
0    0.309873
0    0.223660
0    0.330329
0    0.394319
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.117176
0    0.141430
0    0.161854
0    0.166650
0    0.060241
0    0.087246
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.760909
0    0.895455
0    0.908182
0    0.878182
0    0.489091
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.025078
0    0.009315
0    0.002727
0    0.008332
0    0.103796
0    0.028762
Name: std_test_accuracy, dtype: float64","0    0.086127
0    0.120000
0    0.000000
0    0.033333
0    0.094338
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.050726
0    0.198997
0    0.000000
0    0.066667
0    0.023299
0    0.029773
Name: std_test_precision, dtype: float64","0    0.184545
0    0.040000
0    0.000000
0    0.019091
0    0.517677
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.143858
0    0.066332
0    0.000000
0    0.038236
0    0.132690
0    0.158098
Name: std_test_recall, dtype: float64","0    0.116334
0    0.058571
0    0.000000
0    0.024265
0    0.158465
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.074708
0    0.096375
0    0.000000
0    0.048557
0    0.037107
0    0.050084
Name: std_test_f1, dtype: float64","0    0.501616
0    0.473842
0    0.500658
0    0.498617
0    0.519125
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.081474
0    0.080471
0    0.068130
0    0.091828
0    0.092053
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.501646
0    0.511000
0    0.500000
0    0.492020
0    0.502105
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.060270
0    0.032234
0    0.000000
0    0.015721
0    0.076429
0    0.086957
Name: std_test_balanced_accuracy, dtype: float64","0   -0.001803
0    0.031026
0    0.000000
0   -0.031253
0    0.000360
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.085892
0    0.110155
0    0.000000
0    0.045303
0    0.094837
0    0.100075
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.853636
0    0.911818
0    0.923636
0    0.901818
0    0.822727
0    0.506364
Name: mean_test_accuracy, dtype: float64","0    0.027709
0    0.021532
0    0.015851
0    0.022563
0    0.027348
0    0.023724
Name: std_test_accuracy, dtype: float64","0    0.270347
0    0.521111
0    0.783333
0    0.446667
0    0.316508
0    0.083019
Name: mean_test_precision, dtype: float64","0    0.100257
0    0.273408
0    0.350000
0    0.176252
0    0.047151
0    0.025594
Name: std_test_precision, dtype: float64","0    0.369091
0    0.270000
0    0.200000
0    0.299091
0    0.801010
0    0.434545
Name: mean_test_recall, dtype: float64","0    0.186006
0    0.141774
0    0.126491
0    0.142727
0    0.138404
0    0.130086
Name: std_test_recall, dtype: float64","0    0.306742
0    0.350558
0    0.310673
0    0.351083
0    0.453204
0    0.139385
Name: mean_test_f1, dtype: float64","0    0.129120
0    0.178316
0    0.178533
0    0.155404
0    0.068680
0    0.042719
Name: std_test_f1, dtype: float64","0    0.809197
0    0.842280
0    0.825849
0    0.805922
0    0.871224
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.084067
0    0.075958
0    0.117239
0    0.089607
0    0.070603
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.635995
0    0.623490
0    0.598500
0    0.631035
0    0.812846
0    0.474035
Name: mean_test_balanced_accuracy, dtype: float64","0    0.091817
0    0.073027
0    0.064500
0    0.073261
0    0.071667
0    0.071577
Name: std_test_balanced_accuracy, dtype: float64","0    0.234355
0    0.331925
0    0.368683
0    0.312024
0    0.428021
0   -0.029700
Name: mean_test_mcc, dtype: float64","0    0.145726
0    0.197707
0    0.195078
0    0.163167
0    0.094310
0    0.082516
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.795455
0    0.888182
0    0.908182
0    0.895455
0    0.659091
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.062225
0    0.015239
0    0.002727
0    0.012365
0    0.058246
0    0.021532
Name: std_test_accuracy, dtype: float64","0    0.183949
0    0.138889
0    0.000000
0    0.250000
0    0.160965
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.097266
0    0.161015
0    0.000000
0    0.289540
0    0.033775
0    0.023031
Name: std_test_precision, dtype: float64","0    0.335455
0    0.060000
0    0.000000
0    0.080000
0    0.636667
0    0.484545
Name: mean_test_recall, dtype: float64","0    0.182020
0    0.066332
0    0.000000
0    0.087178
0    0.147713
0    0.118185
Name: std_test_recall, dtype: float64","0    0.229328
0    0.078791
0    0.000000
0    0.107669
0    0.255077
0    0.155258
Name: mean_test_f1, dtype: float64","0    0.119853
0    0.081523
0    0.000000
0    0.097936
0    0.051963
0    0.038492
Name: std_test_f1, dtype: float64","0    0.697992
0    0.562633
0    0.469957
0    0.718919
0    0.686275
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.101187
0    0.082554
0    0.056811
0    0.090484
0    0.065382
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.588672
0    0.515995
0    0.500000
0    0.529000
0    0.649264
0    0.501535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.086796
0    0.027372
0    0.000000
0    0.036455
0    0.066519
0    0.065020
Name: std_test_balanced_accuracy, dtype: float64","0    0.138600
0    0.041650
0    0.000000
0    0.092577
0    0.179997
0    0.001944
Name: mean_test_mcc, dtype: float64","0    0.138025
0    0.086254
0    0.000000
0    0.114126
0    0.080039
0    0.074911
Name: std_test_mcc, dtype: float64"
