,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.682727
0    0.845455
0    0.908182
0    0.886364
0    0.570000
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.044620
0    0.019917
0    0.002727
0    0.020429
0    0.115712
0    0.014799
Name: std_test_accuracy, dtype: float64","0    0.094143
0    0.027885
0    0.000000
0    0.150000
0    0.087230
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.031822
0    0.056141
0    0.000000
0    0.229129
0    0.043238
0    0.014736
Name: std_test_precision, dtype: float64","0    0.276364
0    0.030000
0    0.000000
0    0.029091
0    0.403788
0    0.525455
Name: mean_test_recall, dtype: float64","0    0.082742
0    0.064031
0    0.000000
0    0.044499
0    0.194156
0    0.080986
Name: std_test_recall, dtype: float64","0    0.139546
0    0.028502
0    0.000000
0    0.048718
0    0.141554
0    0.168006
Name: mean_test_f1, dtype: float64","0    0.043834
0    0.058709
0    0.000000
0    0.074491
0    0.066909
0    0.024901
Name: std_test_f1, dtype: float64","0    0.506708
0    0.440392
0    0.514876
0    0.539852
0    0.500277
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.045188
0    0.066539
0    0.133929
0    0.108586
0    0.112554
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.500025
0    0.478965
0    0.500000
0    0.501040
0    0.495823
0    0.523985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.047763
0    0.028284
0    0.000000
0    0.029106
0    0.087096
0    0.044555
Name: std_test_balanced_accuracy, dtype: float64","0    0.001608
0   -0.052921
0    0.000000
0    0.018809
0   -0.008754
0    0.027523
Name: mean_test_mcc, dtype: float64","0    0.063042
0    0.057438
0    0.000000
0    0.112773
0    0.107638
0    0.051336
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.786364
0    0.899091
0    0.904545
0    0.898182
0    0.695455
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.037538
0    0.015455
0    0.010947
0    0.021047
0    0.045135
0    0.033636
Name: std_test_accuracy, dtype: float64","0    0.160426
0    0.421667
0    0.300000
0    0.410000
0    0.185441
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.056728
0    0.340102
0    0.339935
0    0.340278
0    0.043765
0    0.035248
Name: std_test_precision, dtype: float64","0    0.327273
0    0.110000
0    0.070000
0    0.149091
0    0.692626
0    0.504545
Name: mean_test_recall, dtype: float64","0    0.168317
0    0.083066
0    0.078102
0    0.092727
0    0.183966
0    0.184894
Name: std_test_recall, dtype: float64","0    0.211451
0    0.161034
0    0.109574
0    0.213297
0    0.290693
0    0.161607
Name: mean_test_f1, dtype: float64","0    0.083448
0    0.109054
0    0.118637
0    0.140464
0    0.068607
0    0.059170
Name: std_test_f1, dtype: float64","0    0.629170
0    0.667831
0    0.674902
0    0.723490
0    0.737207
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.096258
0    0.084717
0    0.065226
0    0.095796
0    0.082579
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.580071
0    0.544485
0    0.529500
0    0.561525
0    0.694205
0    0.512535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.073066
0    0.041582
0    0.038565
0    0.051170
0    0.077040
0    0.101700
Name: std_test_balanced_accuracy, dtype: float64","0    0.116453
0    0.162108
0    0.115354
0    0.198001
0    0.236383
0    0.014601
Name: mean_test_mcc, dtype: float64","0    0.101100
0    0.138519
0    0.144792
0    0.183664
0    0.095715
0    0.117065
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.750000
0    0.900909
0    0.906364
0    0.896364
0    0.506364
0    0.537273
Name: mean_test_accuracy, dtype: float64","0    0.029388
0    0.008576
0    0.007100
0    0.007273
0    0.089077
0    0.019263
Name: std_test_accuracy, dtype: float64","0    0.093978
0    0.275000
0    0.100000
0    0.025000
0    0.080307
0    0.115094
Name: mean_test_precision, dtype: float64","0    0.056285
0    0.298259
0    0.300000
0    0.075000
0    0.022987
0    0.019699
Name: std_test_precision, dtype: float64","0    0.207273
0    0.070000
0    0.010000
0    0.010000
0    0.446263
0    0.604545
Name: mean_test_recall, dtype: float64","0    0.128359
0    0.064031
0    0.030000
0    0.030000
0    0.223143
0    0.106193
Name: std_test_recall, dtype: float64","0    0.128962
0    0.107193
0    0.018182
0    0.014286
0    0.134943
0    0.193353
Name: mean_test_f1, dtype: float64","0    0.077866
0    0.095500
0    0.054545
0    0.042857
0    0.042797
0    0.033184
Name: std_test_f1, dtype: float64","0    0.493227
0    0.532002
0    0.513954
0    0.537289
0    0.461665
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.081662
0    0.099920
0    0.091366
0    0.087683
0    0.090059
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.506035
0    0.527495
0    0.503495
0    0.498000
0    0.479399
0    0.567535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.064312
0    0.030358
0    0.015663
0    0.013077
0    0.066178
0    0.058386
Name: std_test_balanced_accuracy, dtype: float64","0    0.007021
0    0.100518
0    0.021039
0   -0.015267
0   -0.024387
0    0.077889
Name: mean_test_mcc, dtype: float64","0    0.093561
0    0.119280
0    0.094958
0    0.044049
0    0.079447
0    0.067088
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.832727
0    0.843636
0    0.908182
0    0.896364
0    0.597273
0    0.520909
Name: mean_test_accuracy, dtype: float64","0    0.049158
0    0.024663
0    0.002727
0    0.012332
0    0.091548
0    0.030976
Name: std_test_accuracy, dtype: float64","0    0.198254
0    0.155861
0    0.000000
0    0.125000
0    0.123405
0    0.098113
Name: mean_test_precision, dtype: float64","0    0.181844
0    0.111005
0    0.000000
0    0.301040
0    0.028541
0    0.033540
Name: std_test_precision, dtype: float64","0    0.167273
0    0.169091
0    0.000000
0    0.020000
0    0.551414
0    0.512727
Name: mean_test_recall, dtype: float64","0    0.097251
0    0.135036
0    0.000000
0    0.040000
0    0.184449
0    0.167342
Name: std_test_recall, dtype: float64","0    0.166876
0    0.155911
0    0.000000
0    0.032468
0    0.199805
0    0.164683
Name: mean_test_f1, dtype: float64","0    0.102970
0    0.114036
0    0.000000
0    0.065517
0    0.046051
0    0.055817
Name: std_test_f1, dtype: float64","0    0.613102
0    0.580645
0    0.505923
0    0.537463
0    0.566830
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.073525
0    0.089216
0    0.118929
0    0.051841
0    0.074503
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.533606
0    0.540525
0    0.500000
0    0.502500
0    0.576348
0    0.517136
Name: mean_test_balanced_accuracy, dtype: float64","0    0.062374
0    0.063612
0    0.000000
0    0.021125
0    0.066265
0    0.092214
Name: std_test_balanced_accuracy, dtype: float64","0    0.084377
0    0.074902
0    0.000000
0    0.017822
0    0.092217
0    0.020402
Name: mean_test_mcc, dtype: float64","0    0.136695
0    0.121265
0    0.000000
0    0.105501
0    0.079557
0    0.107008
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.876364
0    0.938182
0    0.950000
0    0.942727
0    0.912727
0    0.513636
Name: mean_test_accuracy, dtype: float64","0    0.023776
0    0.023284
0    0.018741
0    0.018653
0    0.022342
0    0.031818
Name: std_test_accuracy, dtype: float64","0    0.376261
0    0.706984
0    0.858171
0    0.801883
0    0.521102
0    0.090566
Name: mean_test_precision, dtype: float64","0    0.082976
0    0.157887
0    0.096290
0    0.169146
0    0.092062
0    0.032462
Name: std_test_precision, dtype: float64","0    0.575455
0    0.594545
0    0.534545
0    0.574545
0    0.910303
0    0.476364
Name: mean_test_recall, dtype: float64","0    0.245994
0    0.205591
0    0.204971
0    0.160155
0    0.076959
0    0.174071
Name: std_test_recall, dtype: float64","0    0.443086
0    0.625043
0    0.642230
0    0.642367
0    0.659188
0    0.152183
Name: mean_test_f1, dtype: float64","0    0.130923
0    0.156333
0    0.166904
0    0.107344
0    0.079520
0    0.054713
Name: std_test_f1, dtype: float64","0    0.880118
0    0.945790
0    0.966285
0    0.940597
0    0.965810
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.041808
0    0.043984
0    0.030234
0    0.023231
0    0.026289
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.741172
0    0.783753
0    0.763268
0    0.777253
0    0.911619
0    0.496934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.112805
0    0.102781
0    0.102336
0    0.075418
0    0.040496
0    0.095782
Name: std_test_balanced_accuracy, dtype: float64","0    0.396541
0    0.605740
0    0.646676
0    0.637567
0    0.647520
0   -0.003857
Name: mean_test_mcc, dtype: float64","0    0.150592
0    0.158586
0    0.158110
0    0.106290
0    0.083972
0    0.110434
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.900000
0    0.921818
0    0.921818
0    0.933636
0    0.853636
0    0.508182
Name: mean_test_accuracy, dtype: float64","0    0.027872
0    0.022342
0    0.025777
0    0.026364
0    0.054915
0    0.036466
Name: std_test_accuracy, dtype: float64","0    0.478084
0    0.653095
0    0.613254
0    0.713914
0    0.378240
0    0.084906
Name: mean_test_precision, dtype: float64","0    0.134445
0    0.195870
0    0.218543
0    0.194696
0    0.122163
0    0.037971
Name: std_test_precision, dtype: float64","0    0.476364
0    0.427273
0    0.389091
0    0.508182
0    0.661111
0    0.445455
Name: mean_test_recall, dtype: float64","0    0.142481
0    0.169929
0    0.208410
0    0.184545
0    0.116382
0    0.200578
Name: std_test_recall, dtype: float64","0    0.466756
0    0.487398
0    0.454814
0    0.575251
0    0.468498
0    0.142609
Name: mean_test_f1, dtype: float64","0    0.117879
0    0.164418
0    0.212401
0    0.169955
0    0.107813
0    0.063830
Name: std_test_f1, dtype: float64","0    0.810497
0    0.844716
0    0.842110
0    0.854660
0    0.810406
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.059326
0    0.056764
0    0.065335
0    0.061886
0    0.068953
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.709641
0    0.699616
0    0.682535
0    0.742561
0    0.766982
0    0.479985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.072923
0    0.084515
0    0.102107
0    0.093564
0    0.066063
0    0.110317
Name: std_test_balanced_accuracy, dtype: float64","0    0.418222
0    0.471083
0    0.440675
0    0.559766
0    0.422495
0   -0.023107
Name: mean_test_mcc, dtype: float64","0    0.131634
0    0.151993
0    0.211945
0    0.175720
0    0.121258
0    0.126936
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,"0    0.863636
0    0.942727
0    0.941818
0    0.951818
0    0.925455
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.049627
0    0.022287
0    0.016364
0    0.016288
0    0.033476
0    0.028877
Name: std_test_accuracy, dtype: float64","0    0.391631
0    0.808896
0    0.801984
0    0.832262
0    0.591656
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.163213
0    0.194834
0    0.286344
0    0.159277
0    0.164028
0    0.030946
Name: std_test_precision, dtype: float64","0    0.601818
0    0.532727
0    0.435455
0    0.632727
0    0.784571
0    0.503636
Name: mean_test_recall, dtype: float64","0    0.201884
0    0.197723
0    0.209858
0    0.102707
0    0.133046
0    0.157627
Name: std_test_recall, dtype: float64","0    0.455901
0    0.615155
0    0.544486
0    0.706801
0    0.664086
0    0.161558
Name: mean_test_f1, dtype: float64","0    0.148101
0    0.168568
0    0.217522
0    0.090893
0    0.134433
0    0.051674
Name: std_test_f1, dtype: float64","0    0.853321
0    0.918488
0    0.902202
0    0.894147
0    0.936440
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.077227
0    0.050377
0    0.066544
0    0.064378
0    0.048748
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.745854
0    0.758354
0    0.714222
0    0.808364
0    0.862333
0    0.512086
Name: mean_test_balanced_accuracy, dtype: float64","0    0.104030
0    0.097914
0    0.102821
0    0.050695
0    0.069274
0    0.086768
Name: std_test_balanced_accuracy, dtype: float64","0    0.407731
0    0.615442
0    0.559147
0    0.695528
0    0.638277
0    0.014337
Name: mean_test_mcc, dtype: float64","0    0.172596
0    0.164273
0    0.209640
0    0.099179
0    0.144165
0    0.100215
Name: std_test_mcc, dtype: float64"
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.841818
0    0.915455
0    0.915455
0    0.913636
0    0.829091
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.042094
0    0.014687
0    0.012889
0    0.015877
0    0.059028
0    0.034317
Name: std_test_accuracy, dtype: float64","0    0.296228
0    0.591667
0    0.698333
0    0.583788
0    0.333041
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.106632
0    0.127065
0    0.347407
0    0.138263
0    0.137320
0    0.035849
Name: std_test_precision, dtype: float64","0    0.436364
0    0.348182
0    0.169091
0    0.366364
0    0.691010
0    0.524545
Name: mean_test_recall, dtype: float64","0    0.121696
0    0.084114
0    0.090745
0    0.089447
0    0.154449
0    0.188691
Name: std_test_recall, dtype: float64","0    0.341727
0    0.428522
0    0.261149
0    0.435573
0    0.439453
0    0.167956
Name: mean_test_f1, dtype: float64","0    0.087796
0    0.074947
0    0.131975
0    0.077039
0    0.143733
0    0.060214
Name: std_test_f1, dtype: float64","0    0.742140
0    0.782420
0    0.784921
0    0.824680
0    0.847152
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.073374
0    0.077866
0    0.071086
0    0.077546
0    0.078441
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.659591
0    0.660576
0    0.580045
0    0.667662
0    0.767081
0    0.523535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.059705
0    0.038979
0    0.045791
0    0.041159
0    0.090589
0    0.103784
Name: std_test_balanced_accuracy, dtype: float64","0    0.270808
0    0.407700
0    0.304774
0    0.411855
0    0.395447
0    0.027259
Name: mean_test_mcc, dtype: float64","0    0.105599
0    0.081577
0    0.157116
0    0.080706
0    0.160555
0    0.119443
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.826364
0    0.894545
0    0.902727
0    0.904545
0    0.722727
0    0.526364
Name: mean_test_accuracy, dtype: float64","0    0.039302
0    0.021969
0    0.016288
0    0.016886
0    0.055186
0    0.025857
Name: std_test_accuracy, dtype: float64","0    0.191489
0    0.346190
0    0.431667
0    0.462500
0    0.216532
0    0.103774
Name: mean_test_precision, dtype: float64","0    0.100614
0    0.261550
0    0.394155
0    0.284538
0    0.062660
0    0.027015
Name: std_test_precision, dtype: float64","0    0.267273
0    0.176364
0    0.109091
0    0.187273
0    0.732323
0    0.544545
Name: mean_test_recall, dtype: float64","0    0.134176
0    0.134607
0    0.104526
0    0.101818
0    0.141532
0    0.142205
Name: std_test_recall, dtype: float64","0    0.219933
0    0.230622
0    0.163713
0    0.260440
0    0.332072
0    0.174306
Name: mean_test_f1, dtype: float64","0    0.110794
0    0.172726
0    0.149636
0    0.139893
0    0.083993
0    0.045358
Name: std_test_f1, dtype: float64","0    0.652820
0    0.735658
0    0.742499
0    0.697670
0    0.766652
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082549
0    0.101189
0    0.100974
0    0.097766
0    0.087497
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.575030
0    0.571672
0    0.546045
0    0.582136
0    0.727057
0    0.534535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.070123
0    0.071933
0    0.054304
0    0.052921
0    0.082257
0    0.078213
Name: std_test_balanced_accuracy, dtype: float64","0    0.130196
0    0.194300
0    0.169431
0    0.248645
0    0.285616
0    0.039916
Name: mean_test_mcc, dtype: float64","0    0.125135
0    0.193890
0    0.184082
0    0.168151
0    0.111863
0    0.090002
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.822727
0    0.925455
0    0.930909
0    0.910000
0    0.807273
0    0.510000
Name: mean_test_accuracy, dtype: float64","0    0.045862
0    0.021436
0    0.014200
0    0.036466
0    0.036090
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.280963
0    0.618272
0    0.821667
0    0.615833
0    0.288381
0    0.086792
Name: mean_test_precision, dtype: float64","0    0.102289
0    0.167983
0    0.168663
0    0.239805
0    0.055281
0    0.030657
Name: std_test_precision, dtype: float64","0    0.552727
0    0.465455
0    0.319091
0    0.407273
0    0.734141
0    0.456364
Name: mean_test_recall, dtype: float64","0    0.165485
0    0.194970
0    0.134192
0    0.153515
0    0.144633
0    0.164181
Name: std_test_recall, dtype: float64","0    0.367788
0    0.517698
0    0.444222
0    0.451793
0    0.411849
0    0.145833
Name: mean_test_f1, dtype: float64","0    0.118890
0    0.175362
0    0.162861
0    0.160005
0    0.075657
0    0.051658
Name: std_test_f1, dtype: float64","0    0.770248
0    0.851438
0    0.915601
0    0.853028
0    0.842444
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.090677
0    0.067314
0    0.056475
0    0.093162
0    0.072268
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.701288
0    0.718712
0    0.656045
0    0.684126
0    0.774483
0    0.485934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.085253
0    0.096938
0    0.066925
0    0.074393
0    0.071516
0    0.090337
Name: std_test_balanced_accuracy, dtype: float64","0    0.303584
0    0.492150
0    0.474420
0    0.433440
0    0.374720
0   -0.016514
Name: mean_test_mcc, dtype: float64","0    0.138265
0    0.178502
0    0.147685
0    0.156017
0    0.096515
0    0.104141
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.839091
0    0.922727
0    0.925455
0    0.904545
0    0.798182
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.034510
0    0.018741
0    0.015641
0    0.015877
0    0.035162
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.287056
0    0.644127
0    0.651905
0    0.520366
0    0.279495
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.090485
0    0.152079
0    0.128773
0    0.190543
0    0.042514
0    0.030946
Name: std_test_precision, dtype: float64","0    0.485455
0    0.387273
0    0.377273
0    0.297273
0    0.739444
0    0.505455
Name: mean_test_recall, dtype: float64","0    0.137822
0    0.153160
0    0.148672
0    0.100334
0    0.135562
0    0.164854
Name: std_test_recall, dtype: float64","0    0.359837
0    0.470027
0    0.468207
0    0.358749
0    0.400812
0    0.161657
Name: mean_test_f1, dtype: float64","0    0.108211
0    0.133266
0    0.153327
0    0.079202
0    0.055956
0    0.052088
Name: std_test_f1, dtype: float64","0    0.774124
0    0.841078
0    0.848882
0    0.787660
0    0.843737
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.072519
0    0.081503
0    0.076341
0    0.098497
0    0.072691
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.680157
0    0.682121
0    0.679126
0    0.631616
0    0.771591
0    0.512985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.078692
0    0.076525
0    0.074199
0    0.045073
0    0.056479
0    0.090674
Name: std_test_balanced_accuracy, dtype: float64","0    0.288122
0    0.455224
0    0.455615
0    0.335265
0    0.366099
0    0.014865
Name: mean_test_mcc, dtype: float64","0    0.128296
0    0.137665
0    0.147348
0    0.088646
0    0.068491
0    0.104361
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.774545
0    0.919091
0    0.923636
0    0.905455
0    0.810909
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.039375
0    0.016489
0    0.017814
0    0.013606
0    0.032218
0    0.025078
Name: std_test_accuracy, dtype: float64","0    0.210433
0    0.687265
0    0.730000
0    0.488095
0    0.303017
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.044531
0    0.202621
0    0.251087
0    0.115298
0    0.046138
0    0.025939
Name: std_test_precision, dtype: float64","0    0.522727
0    0.326364
0    0.268182
0    0.304545
0    0.788586
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.136560
0    0.133079
0    0.128001
0    0.100021
0    0.109707
0    0.137822
Name: std_test_recall, dtype: float64","0    0.297487
0    0.415104
0    0.384332
0    0.366688
0    0.434697
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.064235
0    0.109499
0    0.158959
0    0.095273
0    0.051533
0    0.043632
Name: std_test_f1, dtype: float64","0    0.701104
0    0.786222
0    0.797559
0    0.822658
0    0.860355
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.073379
0    0.059201
0    0.045267
0    0.073512
0    0.034948
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.661247
0    0.652657
0    0.629086
0    0.635258
0    0.800681
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.061369
0    0.060517
0    0.066457
0    0.049522
0    0.043039
0    0.075806
Name: std_test_balanced_accuracy, dtype: float64","0    0.222454
0    0.422203
0    0.407839
0    0.333415
0    0.408260
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.082024
0    0.107649
0    0.172170
0    0.096328
0    0.058052
0    0.087246
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.741818
0    0.890909
0    0.906364
0    0.900909
0    0.545455
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.036409
0    0.019917
0    0.004166
0    0.007551
0    0.120261
0    0.028762
Name: std_test_accuracy, dtype: float64","0    0.078558
0    0.150000
0    0.000000
0    0.050000
0    0.086842
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.052075
0    0.320156
0    0.000000
0    0.150000
0    0.045385
0    0.029773
Name: std_test_precision, dtype: float64","0    0.167273
0    0.019091
0    0.000000
0    0.010000
0    0.377374
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.116008
0    0.038236
0    0.000000
0    0.030000
0    0.137034
0    0.158098
Name: std_test_recall, dtype: float64","0    0.106237
0    0.033333
0    0.000000
0    0.016667
0    0.137536
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.071215
0    0.066667
0    0.000000
0    0.050000
0    0.060231
0    0.050084
Name: std_test_f1, dtype: float64","0    0.481142
0    0.506457
0    0.458740
0    0.475485
0    0.487882
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.043603
0    0.064212
0    0.034183
0    0.083669
0    0.094248
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.483515
0    0.499045
0    0.499000
0    0.500495
0    0.470207
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.062420
0    0.025064
0    0.002000
0    0.015242
0    0.079142
0    0.086957
Name: std_test_balanced_accuracy, dtype: float64","0   -0.023406
0    0.014224
0   -0.006058
0   -0.001521
0   -0.031550
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.089593
0    0.117044
0    0.012116
0    0.067046
0    0.100758
0    0.100075
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.875455
0    0.919091
0    0.921818
0    0.920909
0    0.832727
0    0.506364
Name: mean_test_accuracy, dtype: float64","0    0.032025
0    0.018829
0    0.014771
0    0.024069
0    0.027029
0    0.023724
Name: std_test_accuracy, dtype: float64","0    0.371780
0    0.601905
0    0.616905
0    0.599802
0    0.332131
0    0.083019
Name: mean_test_precision, dtype: float64","0    0.108561
0    0.158220
0    0.253458
0    0.273764
0    0.054622
0    0.025594
Name: std_test_precision, dtype: float64","0    0.457273
0    0.377273
0    0.320000
0    0.360000
0    0.813939
0    0.434545
Name: mean_test_recall, dtype: float64","0    0.139067
0    0.118757
0    0.132665
0    0.185472
0    0.166293
0    0.130086
Name: std_test_recall, dtype: float64","0    0.404285
0    0.458168
0    0.414893
0    0.437465
0    0.469862
0    0.139385
Name: mean_test_f1, dtype: float64","0    0.110692
0    0.125005
0    0.160735
0    0.203109
0    0.078688
0    0.042719
Name: std_test_f1, dtype: float64","0    0.815269
0    0.859461
0    0.843093
0    0.850373
0    0.879841
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.079708
0    0.083064
0    0.117316
0    0.070902
0    0.065392
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.687571
0    0.675616
0    0.651495
0    0.668990
0    0.824371
0    0.474035
Name: mean_test_balanced_accuracy, dtype: float64","0    0.073346
0    0.061833
0    0.065512
0    0.093902
0    0.082182
0    0.071577
Name: std_test_balanced_accuracy, dtype: float64","0    0.341963
0    0.433388
0    0.406539
0    0.420942
0    0.448083
0   -0.029700
Name: mean_test_mcc, dtype: float64","0    0.127273
0    0.134745
0    0.171274
0    0.214431
0    0.106036
0    0.082516
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.765455
0    0.896364
0    0.911818
0    0.891818
0    0.730000
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.067273
0    0.016861
0    0.007100
0    0.017930
0    0.069240
0    0.021532
Name: std_test_accuracy, dtype: float64","0    0.181797
0    0.394524
0    0.366667
0    0.331319
0    0.221171
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.051117
0    0.133475
0    0.458258
0    0.199859
0    0.058221
0    0.023031
Name: std_test_precision, dtype: float64","0    0.404545
0    0.224545
0    0.058182
0    0.218182
0    0.737980
0    0.484545
Name: mean_test_recall, dtype: float64","0    0.114434
0    0.127794
0    0.076946
0    0.166441
0    0.194685
0    0.118185
Name: std_test_recall, dtype: float64","0    0.243248
0    0.274977
0    0.098268
0    0.237344
0    0.337067
0    0.155258
Name: mean_test_f1, dtype: float64","0    0.056971
0    0.124453
0    0.127394
0    0.142097
0    0.084095
0    0.038492
Name: std_test_f1, dtype: float64","0    0.701453
0    0.720836
0    0.758470
0    0.794359
0    0.805689
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.081672
0    0.127369
0    0.120883
0    0.072492
0    0.105634
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.603202
0    0.594253
0    0.528086
0    0.589086
0    0.733887
0    0.501535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.041419
0    0.063193
0    0.038090
0    0.070096
0    0.096519
0    0.065020
Name: std_test_balanced_accuracy, dtype: float64","0    0.150962
0    0.240232
0    0.132211
0    0.205390
0    0.294709
0    0.001944
Name: mean_test_mcc, dtype: float64","0    0.065825
0    0.124922
0    0.171705
0    0.137092
0    0.120560
0    0.074911
Name: std_test_mcc, dtype: float64"
