,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.686364
0    0.822727
0    0.908182
0    0.886364
0    0.502727
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.046221
0    0.014799
0    0.002727
0    0.020021
0    0.140780
0    0.014799
Name: std_test_accuracy, dtype: float64","0    0.081727
0    0.077673
0    0.000000
0    0.186667
0    0.082942
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.025939
0    0.058911
0    0.000000
0    0.302288
0    0.032611
0    0.014736
Name: std_test_precision, dtype: float64","0    0.237273
0    0.098182
0    0.000000
0    0.039091
0    0.397222
0    0.525455
Name: mean_test_recall, dtype: float64","0    0.090220
0    0.075274
0    0.000000
0    0.047941
0    0.129931
0    0.080986
Name: std_test_recall, dtype: float64","0    0.120833
0    0.086038
0    0.000000
0    0.061185
0    0.136032
0    0.168006
Name: mean_test_f1, dtype: float64","0    0.040458
0    0.064537
0    0.000000
0    0.075813
0    0.051356
0    0.024901
Name: std_test_f1, dtype: float64","0    0.474142
0    0.460972
0    0.454758
0    0.529730
0    0.448184
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.034135
0    0.063973
0    0.134986
0    0.102763
0    0.111418
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.484460
0    0.497045
0    0.500000
0    0.505535
0    0.454793
0    0.523985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.044545
0    0.030338
0    0.000000
0    0.028885
0    0.107537
0    0.044555
Name: std_test_balanced_accuracy, dtype: float64","0   -0.020593
0   -0.010202
0    0.000000
0    0.035993
0   -0.056210
0    0.027523
Name: mean_test_mcc, dtype: float64","0    0.056827
0    0.061123
0    0.000000
0    0.118978
0    0.139294
0    0.051336
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.791818
0    0.895455
0    0.906364
0    0.903636
0    0.703636
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.033141
0    0.015877
0    0.007100
0    0.020409
0    0.040493
0    0.033636
Name: std_test_accuracy, dtype: float64","0    0.186741
0    0.306667
0    0.166667
0    0.455000
0    0.188767
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.042393
0    0.223010
0    0.258199
0    0.276993
0    0.041127
0    0.035248
Name: std_test_precision, dtype: float64","0    0.376364
0    0.110000
0    0.040000
0    0.239091
0    0.690808
0    0.504545
Name: mean_test_recall, dtype: float64","0    0.116506
0    0.083066
0    0.066332
0    0.157041
0    0.196990
0    0.184894
Name: std_test_recall, dtype: float64","0    0.246751
0    0.158443
0    0.064103
0    0.298636
0    0.294595
0    0.161607
Name: mean_test_f1, dtype: float64","0    0.060079
0    0.115754
0    0.104469
0    0.164333
0    0.065833
0    0.059170
Name: std_test_f1, dtype: float64","0    0.663088
0    0.678993
0    0.703665
0    0.746355
0    0.745290
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.076434
0    0.117687
0    0.075738
0    0.101969
0    0.085907
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.605096
0    0.542495
0    0.517000
0    0.605025
0    0.697741
0    0.512535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.051944
0    0.043551
0    0.032109
0    0.076753
0    0.078435
0    0.101700
Name: std_test_balanced_accuracy, dtype: float64","0    0.156032
0    0.136264
0    0.064933
0    0.276968
0    0.242051
0    0.014601
Name: mean_test_mcc, dtype: float64","0    0.072857
0    0.136455
0    0.121683
0    0.185705
0    0.095171
0    0.117065
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.746364
0    0.888182
0    0.908182
0    0.896364
0    0.555455
0    0.537273
Name: mean_test_accuracy, dtype: float64","0    0.030546
0    0.014687
0    0.004896
0    0.012984
0    0.083166
0    0.019263
Name: std_test_accuracy, dtype: float64","0    0.083665
0    0.098571
0    0.100000
0    0.090000
0    0.083828
0    0.115094
Name: mean_test_precision, dtype: float64","0    0.057685
0    0.165671
0    0.300000
0    0.157797
0    0.029652
0    0.019699
Name: std_test_precision, dtype: float64","0    0.186364
0    0.040000
0    0.010000
0    0.030000
0    0.376970
0    0.604545
Name: mean_test_recall, dtype: float64","0    0.124466
0    0.066332
0    0.030000
0    0.045826
0    0.122360
0    0.106193
Name: std_test_recall, dtype: float64","0    0.115312
0    0.053529
0    0.018182
0    0.043333
0    0.135587
0    0.193353
Name: mean_test_f1, dtype: float64","0    0.078563
0    0.085009
0    0.054545
0    0.066750
0    0.043828
0    0.033184
Name: std_test_f1, dtype: float64","0    0.495123
0    0.513092
0    0.512986
0    0.540108
0    0.483787
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.094594
0    0.090220
0    0.077807
0    0.073594
0    0.087307
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.494571
0    0.506985
0    0.504500
0    0.507000
0    0.475379
0    0.567535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.061180
0    0.030687
0    0.015240
0    0.019647
0    0.059837
0    0.058386
Name: std_test_balanced_accuracy, dtype: float64","0   -0.009815
0    0.017845
0    0.027260
0    0.022451
0   -0.027830
0    0.077889
Name: mean_test_mcc, dtype: float64","0    0.091194
0    0.093647
0    0.092320
0    0.072606
0    0.073257
0    0.067088
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.838182
0    0.829091
0    0.908182
0    0.894545
0    0.562727
0    0.520909
Name: mean_test_accuracy, dtype: float64","0    0.043561
0    0.059585
0    0.002727
0    0.010123
0    0.098119
0    0.030976
Name: std_test_accuracy, dtype: float64","0    0.155765
0    0.175728
0    0.000000
0    0.058333
0    0.105840
0    0.098113
Name: mean_test_precision, dtype: float64","0    0.085595
0    0.135709
0    0.000000
0    0.118145
0    0.022096
0    0.033540
Name: std_test_precision, dtype: float64","0    0.137273
0    0.187273
0    0.000000
0    0.020000
0    0.502525
0    0.512727
Name: mean_test_recall, dtype: float64","0    0.074794
0    0.111207
0    0.000000
0    0.040000
0    0.151000
0    0.167342
Name: std_test_recall, dtype: float64","0    0.138782
0    0.172503
0    0.000000
0    0.029670
0    0.173613
0    0.164683
Name: mean_test_f1, dtype: float64","0    0.070952
0    0.109798
0    0.000000
0    0.059392
0    0.036935
0    0.055817
Name: std_test_f1, dtype: float64","0    0.589090
0    0.546326
0    0.511765
0    0.517561
0    0.546408
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.068114
0    0.127950
0    0.109435
0    0.051642
0    0.085635
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.523096
0    0.540495
0    0.500000
0    0.501500
0    0.535316
0    0.517136
Name: mean_test_balanced_accuracy, dtype: float64","0    0.043300
0    0.060355
0    0.000000
0    0.018980
0    0.058446
0    0.092214
Name: std_test_balanced_accuracy, dtype: float64","0    0.055775
0    0.084761
0    0.000000
0    0.001653
0    0.041229
0    0.020402
Name: mean_test_mcc, dtype: float64","0    0.086333
0    0.128839
0    0.000000
0    0.065305
0    0.069670
0    0.107008
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.880000
0    0.941818
0    0.949091
0    0.941818
0    0.930000
0    0.513636
Name: mean_test_accuracy, dtype: float64","0    0.018091
0    0.021203
0    0.015851
0    0.014200
0    0.022287
0    0.031818
Name: std_test_accuracy, dtype: float64","0    0.396911
0    0.730328
0    0.909762
0    0.765897
0    0.586058
0    0.090566
Name: mean_test_precision, dtype: float64","0    0.057202
0    0.143072
0    0.114228
0    0.148687
0    0.099107
0    0.032462
Name: std_test_precision, dtype: float64","0    0.585455
0    0.605455
0    0.504545
0    0.592727
0    0.912525
0    0.476364
Name: mean_test_recall, dtype: float64","0    0.160948
0    0.179126
0    0.195412
0    0.177671
0    0.099233
0    0.174071
Name: std_test_recall, dtype: float64","0    0.465693
0    0.648475
0    0.626951
0    0.641826
0    0.707646
0    0.152183
Name: mean_test_f1, dtype: float64","0    0.082681
0    0.133694
0    0.141159
0    0.104518
0    0.079823
0    0.054713
Name: std_test_f1, dtype: float64","0    0.879362
0    0.940831
0    0.965456
0    0.953402
0    0.967157
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.064705
0    0.066978
0    0.033021
0    0.019045
0    0.032978
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.747692
0    0.790722
0    0.749273
0    0.784843
0    0.922245
0    0.496934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.073140
0    0.089813
0    0.096053
0    0.081923
0    0.048441
0    0.095782
Name: std_test_balanced_accuracy, dtype: float64","0    0.415947
0    0.628372
0    0.645038
0    0.632326
0    0.695613
0   -0.003857
Name: mean_test_mcc, dtype: float64","0    0.095036
0    0.143069
0    0.131038
0    0.104700
0    0.084949
0    0.110434
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.899091
0    0.923636
0    0.933636
0    0.936364
0    0.862727
0    0.508182
Name: mean_test_accuracy, dtype: float64","0    0.030815
0    0.022709
0    0.021532
0    0.028167
0    0.045172
0    0.036466
Name: std_test_accuracy, dtype: float64","0    0.476730
0    0.598333
0    0.725040
0    0.717500
0    0.389282
0    0.084906
Name: mean_test_precision, dtype: float64","0    0.130468
0    0.183070
0    0.288684
0    0.202000
0    0.112927
0    0.037971
Name: std_test_precision, dtype: float64","0    0.527273
0    0.439091
0    0.390000
0    0.508182
0    0.681111
0    0.445455
Name: mean_test_recall, dtype: float64","0    0.165594
0    0.192420
0    0.225610
0    0.205078
0    0.109572
0    0.200578
Name: std_test_recall, dtype: float64","0    0.487815
0    0.497660
0    0.480412
0    0.582082
0    0.486956
0    0.142609
Name: mean_test_f1, dtype: float64","0    0.128151
0    0.184976
0    0.251494
0    0.194108
0    0.106868
0    0.063830
Name: std_test_f1, dtype: float64","0    0.794270
0    0.815535
0    0.842096
0    0.844546
0    0.822839
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.079043
0    0.075042
0    0.071208
0    0.058455
0    0.078151
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.732096
0    0.706030
0    0.689495
0    0.744066
0    0.781058
0    0.479985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.082824
0    0.097357
0    0.111554
0    0.105596
0    0.059804
0    0.110317
Name: std_test_balanced_accuracy, dtype: float64","0    0.441126
0    0.469580
0    0.487160
0    0.565702
0    0.443641
0   -0.023107
Name: mean_test_mcc, dtype: float64","0    0.140418
0    0.191141
0    0.241572
0    0.202261
0    0.115409
0    0.126936
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,"0    0.865455
0    0.944545
0    0.934545
0    0.949091
0    0.930000
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.040206
0    0.028877
0    0.020651
0    0.020000
0    0.030976
0    0.028877
Name: std_test_accuracy, dtype: float64","0    0.386307
0    0.779870
0    0.765714
0    0.801822
0    0.605422
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.117777
0    0.300580
0    0.388781
0    0.168051
0    0.119555
0    0.030946
Name: std_test_precision, dtype: float64","0    0.681818
0    0.572727
0    0.305455
0    0.623636
0    0.823864
0    0.503636
Name: mean_test_recall, dtype: float64","0    0.179070
0    0.258604
0    0.243636
0    0.132565
0    0.120781
0    0.157627
Name: std_test_recall, dtype: float64","0    0.486621
0    0.630559
0    0.405138
0    0.690398
0    0.689266
0    0.161558
Name: mean_test_f1, dtype: float64","0    0.126648
0    0.238100
0    0.288417
0    0.122501
0    0.103945
0    0.051674
Name: std_test_f1, dtype: float64","0    0.863421
0    0.929304
0    0.900606
0    0.917100
0    0.945613
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.074071
0    0.048432
0    0.075292
0    0.060726
0    0.049576
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.782869
0    0.777348
0    0.651727
0    0.802818
0    0.882459
0    0.512086
Name: mean_test_balanced_accuracy, dtype: float64","0    0.094543
0    0.128975
0    0.121034
0    0.066971
0    0.059695
0    0.086768
Name: std_test_balanced_accuracy, dtype: float64","0    0.443765
0    0.627027
0    0.443831
0    0.675893
0    0.666948
0    0.014337
Name: mean_test_mcc, dtype: float64","0    0.149486
0    0.249549
0    0.274900
0    0.131481
0    0.109122
0    0.100215
Name: std_test_mcc, dtype: float64"
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.837273
0    0.910000
0    0.917273
0    0.911818
0    0.824545
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.044434
0    0.023160
0    0.010325
0    0.015772
0    0.038149
0    0.034317
Name: std_test_accuracy, dtype: float64","0    0.279621
0    0.538611
0    0.600000
0    0.551587
0    0.313336
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.091872
0    0.190863
0    0.489898
0    0.125433
0    0.080584
0    0.035849
Name: std_test_precision, dtype: float64","0    0.426364
0    0.378182
0    0.099091
0    0.366364
0    0.737576
0    0.524545
Name: mean_test_recall, dtype: float64","0    0.111522
0    0.110835
0    0.109578
0    0.100004
0    0.142632
0    0.188691
Name: std_test_recall, dtype: float64","0    0.332956
0    0.436304
0    0.163520
0    0.429538
0    0.438046
0    0.167956
Name: mean_test_f1, dtype: float64","0    0.094594
0    0.125988
0    0.168997
0    0.088781
0    0.099433
0    0.060214
Name: std_test_f1, dtype: float64","0    0.759436
0    0.797858
0    0.782309
0    0.840461
0    0.850665
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.068592
0    0.070875
0    0.061950
0    0.085962
0    0.097163
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.652586
0    0.671061
0    0.549545
0    0.666657
0    0.785154
0    0.523535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.066142
0    0.058528
0    0.054789
0    0.048958
0    0.078128
0    0.103784
Name: std_test_balanced_accuracy, dtype: float64","0    0.256327
0    0.400692
0    0.225503
0    0.399072
0    0.401147
0    0.027259
Name: mean_test_mcc, dtype: float64","0    0.114058
0    0.143278
0    0.202492
0    0.092568
0    0.118367
0    0.119443
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.812727
0    0.908182
0    0.914545
0    0.901818
0    0.742727
0    0.526364
Name: mean_test_accuracy, dtype: float64","0    0.043636
0    0.019688
0    0.009271
0    0.013966
0    0.060583
0    0.025857
Name: std_test_accuracy, dtype: float64","0    0.164568
0    0.472262
0    0.600000
0    0.493810
0    0.226985
0    0.103774
Name: mean_test_precision, dtype: float64","0    0.090306
0    0.207756
0    0.442217
0    0.300046
0    0.059565
0    0.027015
Name: std_test_precision, dtype: float64","0    0.238182
0    0.245455
0    0.108182
0    0.139091
0    0.702323
0    0.544545
Name: mean_test_recall, dtype: float64","0    0.136291
0    0.168562
0    0.081256
0    0.111715
0    0.148562
0    0.142205
Name: std_test_recall, dtype: float64","0    0.193019
0    0.312369
0    0.179953
0    0.192204
0    0.339583
0    0.174306
Name: mean_test_f1, dtype: float64","0    0.107073
0    0.184978
0    0.133238
0    0.117204
0    0.078020
0    0.045358
Name: std_test_f1, dtype: float64","0    0.641763
0    0.747671
0    0.740819
0    0.728487
0    0.759462
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.110227
0    0.098670
0    0.119642
0    0.086237
0    0.093235
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.554485
0    0.610217
0    0.552091
0    0.559045
0    0.724477
0    0.534535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.078386
0    0.085446
0    0.040963
0    0.052084
0    0.080275
0    0.078213
Name: std_test_balanced_accuracy, dtype: float64","0    0.094981
0    0.291709
0    0.232096
0    0.202972
0    0.289940
0    0.039916
Name: mean_test_mcc, dtype: float64","0    0.128429
0    0.189193
0    0.177526
0    0.125569
0    0.106440
0    0.090002
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.828182
0    0.902727
0    0.929091
0    0.900909
0    0.744545
0    0.510000
Name: mean_test_accuracy, dtype: float64","0    0.053079
0    0.019938
0    0.013361
0    0.043112
0    0.042339
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.288754
0    0.475693
0    0.888095
0    0.526750
0    0.234088
0    0.086792
Name: mean_test_precision, dtype: float64","0    0.128771
0    0.116309
0    0.178190
0    0.261453
0    0.042121
0    0.030657
Name: std_test_precision, dtype: float64","0    0.512727
0    0.436364
0    0.268182
0    0.386364
0    0.767374
0    0.456364
Name: mean_test_recall, dtype: float64","0    0.189745
0    0.163737
0    0.142774
0    0.157944
0    0.142446
0    0.164181
Name: std_test_recall, dtype: float64","0    0.358364
0    0.442407
0    0.390975
0    0.422064
0    0.356821
0    0.145833
Name: mean_test_f1, dtype: float64","0    0.138951
0    0.121896
0    0.171249
0    0.167989
0    0.059048
0    0.051658
Name: std_test_f1, dtype: float64","0    0.758457
0    0.805652
0    0.892816
0    0.845424
0    0.819912
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.064922
0    0.080702
0    0.054298
0    0.097017
0    0.054737
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.686318
0    0.693162
0    0.632091
0    0.669657
0    0.754503
0    0.485934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.094456
0    0.078744
0    0.070664
0    0.081074
0    0.064633
0    0.090337
Name: std_test_balanced_accuracy, dtype: float64","0    0.292901
0    0.397750
0    0.448071
0    0.388846
0    0.322368
0   -0.016514
Name: mean_test_mcc, dtype: float64","0    0.158499
0    0.128579
0    0.149813
0    0.190123
0    0.081811
0    0.104141
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.816364
0    0.915455
0    0.926364
0    0.900909
0    0.807273
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.016664
0    0.015239
0    0.015455
0    0.021301
0    0.045781
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.241223
0    0.565952
0    0.695238
0    0.445851
0    0.288215
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.047365
0    0.139453
0    0.175391
0    0.157866
0    0.094155
0    0.030946
Name: std_test_precision, dtype: float64","0    0.476364
0    0.406364
0    0.347273
0    0.326364
0    0.700152
0    0.505455
Name: mean_test_recall, dtype: float64","0    0.135281
0    0.158404
0    0.121818
0    0.140392
0    0.154255
0    0.164854
Name: std_test_recall, dtype: float64","0    0.319048
0    0.458558
0    0.455763
0    0.372264
0    0.403149
0    0.161657
Name: mean_test_f1, dtype: float64","0    0.070113
0    0.116762
0    0.143432
0    0.140515
0    0.107568
0    0.052088
Name: std_test_f1, dtype: float64","0    0.762377
0    0.828610
0    0.853671
0    0.803704
0    0.835642
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.065137
0    0.091727
0    0.086844
0    0.096993
0    0.091167
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.663601
0    0.686667
0    0.666126
0    0.642657
0    0.758981
0    0.512985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.065784
0    0.076114
0    0.061756
0    0.072872
0    0.078317
0    0.090674
Name: std_test_balanced_accuracy, dtype: float64","0    0.244224
0    0.429415
0    0.454492
0    0.327331
0    0.360461
0    0.014865
Name: mean_test_mcc, dtype: float64","0    0.089362
0    0.124882
0    0.146288
0    0.151779
0    0.124016
0    0.104361
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.771818
0    0.916364
0    0.920909
0    0.905455
0    0.803636
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.034605
0    0.017153
0    0.015239
0    0.018719
0    0.020000
0    0.025078
Name: std_test_accuracy, dtype: float64","0    0.205463
0    0.630556
0    0.730000
0    0.497958
0    0.290671
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.048105
0    0.197660
0    0.248305
0    0.150271
0    0.028532
0    0.025939
Name: std_test_precision, dtype: float64","0    0.512727
0    0.305455
0    0.218182
0    0.314545
0    0.788788
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.141433
0    0.085783
0    0.108178
0    0.113196
0    0.099689
0    0.137822
Name: std_test_recall, dtype: float64","0    0.291622
0    0.400764
0    0.329451
0    0.376210
0    0.423300
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.068166
0    0.098605
0    0.143474
0    0.108918
0    0.038154
0    0.043632
Name: std_test_f1, dtype: float64","0    0.714246
0    0.763402
0    0.804529
0    0.837824
0    0.854536
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.064773
0    0.045849
0    0.046936
0    0.053547
0    0.043161
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.655242
0    0.641707
0    0.605081
0    0.639747
0    0.796767
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.067983
0    0.043150
0    0.055956
0    0.057140
0    0.039159
0    0.075806
Name: std_test_balanced_accuracy, dtype: float64","0    0.213904
0    0.394460
0    0.366557
0    0.343177
0    0.396611
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.090538
0    0.114786
0    0.157689
0    0.118903
0    0.047013
0    0.087246
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.735455
0    0.881818
0    0.908182
0    0.898182
0    0.510909
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.044060
0    0.015746
0    0.002727
0    0.006803
0    0.088027
0    0.028762
Name: std_test_accuracy, dtype: float64","0    0.074091
0    0.120000
0    0.000000
0    0.000000
0    0.079970
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.036117
0    0.299333
0    0.000000
0    0.000000
0    0.023049
0    0.029773
Name: std_test_precision, dtype: float64","0    0.168182
0    0.019091
0    0.000000
0    0.000000
0    0.413535
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.100103
0    0.038236
0    0.000000
0    0.000000
0    0.137445
0    0.158098
Name: std_test_recall, dtype: float64","0    0.100950
0    0.030000
0    0.000000
0    0.000000
0    0.133234
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.050799
0    0.060461
0    0.000000
0    0.000000
0    0.038017
0    0.050084
Name: std_test_f1, dtype: float64","0    0.486046
0    0.452746
0    0.478095
0    0.450418
0    0.454783
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.045335
0    0.080055
0    0.068267
0    0.059805
0    0.046890
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.480460
0    0.494045
0    0.500000
0    0.494495
0    0.466886
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.042766
0    0.023209
0    0.000000
0    0.003499
0    0.055838
0    0.086957
Name: std_test_balanced_accuracy, dtype: float64","0   -0.029161
0   -0.007014
0    0.000000
0   -0.028218
0   -0.039194
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.061537
0    0.106977
0    0.000000
0    0.015106
0    0.065584
0    0.100075
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.864545
0    0.920000
0    0.925455
0    0.919091
0    0.835455
0    0.506364
Name: mean_test_accuracy, dtype: float64","0    0.040134
0    0.016160
0    0.013966
0    0.018829
0    0.031347
0    0.023724
Name: std_test_accuracy, dtype: float64","0    0.335581
0    0.617143
0    0.724167
0    0.563629
0    0.335735
0    0.083019
Name: mean_test_precision, dtype: float64","0    0.138681
0    0.150033
0    0.186802
0    0.223267
0    0.063765
0    0.025594
Name: std_test_precision, dtype: float64","0    0.448182
0    0.319091
0    0.319091
0    0.380000
0    0.772828
0    0.434545
Name: mean_test_recall, dtype: float64","0    0.182863
0    0.148349
0    0.118353
0    0.166132
0    0.118587
0    0.130086
Name: std_test_recall, dtype: float64","0    0.380939
0    0.409017
0    0.430611
0    0.445440
0    0.465159
0    0.139385
Name: mean_test_f1, dtype: float64","0    0.152395
0    0.148477
0    0.130259
0    0.179904
0    0.072622
0    0.042719
Name: std_test_f1, dtype: float64","0    0.821011
0    0.853167
0    0.836498
0    0.859930
0    0.893383
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.067785
0    0.077581
0    0.110388
0    0.073428
0    0.060496
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.677520
0    0.650030
0    0.653035
0    0.676990
0    0.807325
0    0.474035
Name: mean_test_balanced_accuracy, dtype: float64","0    0.101044
0    0.073605
0    0.058375
0    0.081516
0    0.061420
0    0.071577
Name: std_test_balanced_accuracy, dtype: float64","0    0.312864
0    0.401102
0    0.441987
0    0.419374
0    0.435007
0   -0.029700
Name: mean_test_mcc, dtype: float64","0    0.176064
0    0.145984
0    0.129490
0    0.186042
0    0.089138
0    0.082516
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.769091
0    0.870000
0    0.909091
0    0.894545
0    0.705455
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.075755
0    0.024069
0    0.004066
0    0.022342
0    0.046033
0    0.021532
Name: std_test_accuracy, dtype: float64","0    0.201461
0    0.236784
0    0.150000
0    0.428388
0    0.202557
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.086651
0    0.149563
0    0.320156
0    0.359695
0    0.037888
0    0.023031
Name: std_test_precision, dtype: float64","0    0.404545
0    0.177273
0    0.019091
0    0.159091
0    0.734141
0    0.484545
Name: mean_test_recall, dtype: float64","0    0.105333
0    0.094934
0    0.038236
0    0.136075
0    0.119266
0    0.118185
Name: std_test_recall, dtype: float64","0    0.255606
0    0.195917
0    0.033566
0    0.198673
0    0.316120
0    0.155258
Name: mean_test_f1, dtype: float64","0    0.074060
0    0.105359
0    0.067424
0    0.146770
0    0.054172
0    0.038492
Name: std_test_f1, dtype: float64","0    0.720535
0    0.669679
0    0.688700
0    0.771932
0    0.745665
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.084137
0    0.095800
0    0.120753
0    0.079018
0    0.076143
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.605207
0    0.558591
0    0.509040
0    0.564045
0    0.718456
0    0.501535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.053915
0    0.045509
0    0.018208
0    0.062827
0    0.065579
0    0.065020
Name: std_test_balanced_accuracy, dtype: float64","0    0.163696
0    0.133155
0    0.048433
0    0.190906
0    0.268680
0    0.001944
Name: mean_test_mcc, dtype: float64","0    0.094262
0    0.115281
0    0.100602
0    0.164760
0    0.080999
0    0.074911
Name: std_test_mcc, dtype: float64"
