,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.690000
0    0.834545
0    0.908182
0    0.883636
0    0.549091
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.039720
0    0.027813
0    0.002727
0    0.013966
0    0.084031
0    0.014799
Name: std_test_accuracy, dtype: float64","0    0.087401
0    0.088730
0    0.000000
0    0.000000
0    0.097959
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.025804
0    0.067594
0    0.000000
0    0.000000
0    0.025152
0    0.014736
Name: std_test_precision, dtype: float64","0    0.256364
0    0.098182
0    0.000000
0    0.000000
0    0.474874
0    0.525455
Name: mean_test_recall, dtype: float64","0    0.097472
0    0.075274
0    0.000000
0    0.000000
0    0.151467
0    0.080986
Name: std_test_recall, dtype: float64","0    0.129642
0    0.091921
0    0.000000
0    0.000000
0    0.160392
0    0.168006
Name: mean_test_f1, dtype: float64","0    0.041303
0    0.069251
0    0.000000
0    0.000000
0    0.042137
0    0.024901
Name: std_test_f1, dtype: float64","0    0.471870
0    0.497301
0    0.470612
0    0.524923
0    0.489253
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.043697
0    0.044857
0    0.139626
0    0.101784
0    0.067701
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.495025
0    0.503510
0    0.500000
0    0.486490
0    0.515825
0    0.523985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.042208
0    0.032177
0    0.000000
0    0.007758
0    0.059567
0    0.044555
Name: std_test_balanced_accuracy, dtype: float64","0   -0.007271
0    0.002988
0    0.000000
0   -0.048317
0    0.019335
0    0.027523
Name: mean_test_mcc, dtype: float64","0    0.053931
0    0.067167
0    0.000000
0    0.014965
0    0.068853
0    0.051336
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.781818
0    0.897273
0    0.904545
0    0.907273
0    0.724545
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.054697
0    0.023016
0    0.006098
0    0.019834
0    0.039218
0    0.033636
Name: std_test_accuracy, dtype: float64","0    0.170131
0    0.388333
0    0.050000
0    0.486667
0    0.185382
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.056633
0    0.351509
0    0.150000
0    0.275862
0    0.053254
0    0.035248
Name: std_test_precision, dtype: float64","0    0.338182
0    0.150000
0    0.010000
0    0.249091
0    0.600404
0    0.504545
Name: mean_test_recall, dtype: float64","0    0.122225
0    0.111803
0    0.030000
0    0.175443
0    0.192754
0    0.184894
Name: std_test_recall, dtype: float64","0    0.222909
0    0.204049
0    0.016667
0    0.312583
0    0.282073
0    0.161607
Name: mean_test_f1, dtype: float64","0    0.072866
0    0.151549
0    0.050000
0    0.170581
0    0.080919
0    0.059170
Name: std_test_f1, dtype: float64","0    0.666680
0    0.682942
0    0.695900
0    0.761194
0    0.751403
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.090618
0    0.140730
0    0.106546
0    0.102971
0    0.056589
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.582495
0    0.561495
0    0.502500
0    0.611525
0    0.668495
0    0.512535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.060681
0    0.055235
0    0.014534
0    0.086116
0    0.087196
0    0.101700
Name: std_test_balanced_accuracy, dtype: float64","0    0.124842
0    0.189405
0    0.009004
0    0.296547
0    0.213033
0    0.014601
Name: mean_test_mcc, dtype: float64","0    0.091286
0    0.189304
0    0.063542
0    0.190952
0    0.111609
0    0.117065
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.739091
0    0.884545
0    0.908182
0    0.902727
0    0.518182
0    0.537273
Name: mean_test_accuracy, dtype: float64","0    0.041868
0    0.014113
0    0.002727
0    0.007100
0    0.166341
0    0.019263
Name: std_test_accuracy, dtype: float64","0    0.095912
0    0.078333
0    0.000000
0    0.133333
0    0.095054
0    0.115094
Name: mean_test_precision, dtype: float64","0    0.051210
0    0.123390
0    0.000000
0    0.175594
0    0.029718
0    0.019699
Name: std_test_precision, dtype: float64","0    0.208182
0    0.040000
0    0.000000
0    0.040000
0    0.464444
0    0.604545
Name: mean_test_recall, dtype: float64","0    0.094690
0    0.066332
0    0.000000
0    0.048990
0    0.154154
0    0.106193
Name: std_test_recall, dtype: float64","0    0.130353
0    0.050940
0    0.000000
0    0.060623
0    0.154047
0    0.193353
Name: mean_test_f1, dtype: float64","0    0.065293
0    0.080548
0    0.000000
0    0.074506
0    0.040651
0    0.033184
Name: std_test_f1, dtype: float64","0    0.499182
0    0.530697
0    0.466521
0    0.563496
0    0.509296
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.099172
0    0.093697
0    0.078347
0    0.075616
0    0.080977
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.500485
0    0.504985
0    0.500000
0    0.515000
0    0.493981
0    0.567535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.057251
0    0.029591
0    0.000000
0    0.019621
0    0.068306
0    0.058386
Name: std_test_balanced_accuracy, dtype: float64","0    0.003054
0    0.006647
0    0.000000
0    0.051956
0   -0.012844
0    0.077889
Name: mean_test_mcc, dtype: float64","0    0.084637
0    0.082217
0    0.000000
0    0.073806
0    0.094285
0    0.067088
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.831818
0    0.829091
0    0.908182
0    0.895455
0    0.523636
0    0.520909
Name: mean_test_accuracy, dtype: float64","0    0.038623
0    0.032474
0    0.002727
0    0.009315
0    0.094055
0    0.030976
Name: std_test_accuracy, dtype: float64","0    0.145249
0    0.104117
0    0.000000
0    0.000000
0    0.098226
0    0.098113
Name: mean_test_precision, dtype: float64","0    0.126537
0    0.089255
0    0.000000
0    0.000000
0    0.024730
0    0.033540
Name: std_test_precision, dtype: float64","0    0.139091
0    0.130000
0    0.000000
0    0.000000
0    0.496364
0    0.512727
Name: mean_test_recall, dtype: float64","0    0.111715
0    0.118743
0    0.000000
0    0.000000
0    0.131082
0    0.167342
Name: std_test_recall, dtype: float64","0    0.132739
0    0.113029
0    0.000000
0    0.000000
0    0.162595
0    0.164683
Name: mean_test_f1, dtype: float64","0    0.097817
0    0.099579
0    0.000000
0    0.000000
0    0.039156
0    0.055817
Name: std_test_f1, dtype: float64","0    0.591218
0    0.550804
0    0.504893
0    0.511344
0    0.522224
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.072540
0    0.061654
0    0.072814
0    0.060600
0    0.079711
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.520510
0    0.514949
0    0.500000
0    0.493000
0    0.511294
0    0.517136
Name: mean_test_balanced_accuracy, dtype: float64","0    0.057637
0    0.056361
0    0.000000
0    0.005568
0    0.079223
0    0.092214
Name: std_test_balanced_accuracy, dtype: float64","0    0.046760
0    0.022500
0    0.000000
0   -0.031030
0    0.012494
0    0.020402
Name: mean_test_mcc, dtype: float64","0    0.117810
0    0.104399
0    0.000000
0    0.018357
0    0.094681
0    0.107008
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.877273
0    0.950909
0    0.926364
0    0.942727
0    0.927273
0    0.513636
Name: mean_test_accuracy, dtype: float64","0    0.033340
0    0.015851
0    0.015980
0    0.012231
0    0.023355
0    0.031818
Name: std_test_accuracy, dtype: float64","0    0.399153
0    0.791476
0    0.825000
0    0.786429
0    0.571245
0    0.090566
Name: mean_test_precision, dtype: float64","0    0.099068
0    0.099564
0    0.237024
0    0.146300
0    0.086492
0    0.032462
Name: std_test_precision, dtype: float64","0    0.593636
0    0.645455
0    0.247273
0    0.602727
0    0.922525
0    0.476364
Name: mean_test_recall, dtype: float64","0    0.192592
0    0.184525
0    0.135256
0    0.186044
0    0.092178
0    0.174071
Name: std_test_recall, dtype: float64","0    0.465759
0    0.694786
0    0.369689
0    0.646008
0    0.702765
0    0.152183
Name: mean_test_f1, dtype: float64","0    0.118255
0    0.127296
0    0.159882
0    0.104269
0    0.080347
0    0.054713
Name: std_test_f1, dtype: float64","0    0.854753
0    0.946851
0    0.955769
0    0.950935
0    0.962536
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.072906
0    0.045598
0    0.042586
0    0.023729
0    0.044834
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.749788
0    0.813722
0    0.621136
0    0.789843
0    0.925200
0    0.496934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.091588
0    0.090134
0    0.069304
0    0.084279
0    0.049865
0    0.095782
Name: std_test_balanced_accuracy, dtype: float64","0    0.418224
0    0.682076
0    0.419795
0    0.642515
0    0.690738
0   -0.003857
Name: mean_test_mcc, dtype: float64","0    0.133745
0    0.124728
0    0.164669
0    0.085085
0    0.089499
0    0.110434
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.897273
0    0.920909
0    0.924545
0    0.939091
0    0.866364
0    0.508182
Name: mean_test_accuracy, dtype: float64","0    0.022287
0    0.022287
0    0.015239
0    0.026675
0    0.045645
0    0.036466
Name: std_test_accuracy, dtype: float64","0    0.480460
0    0.582024
0    0.713095
0    0.769949
0    0.404314
0    0.084906
Name: mean_test_precision, dtype: float64","0    0.140810
0    0.170246
0    0.305303
0    0.198302
0    0.123403
0    0.037971
Name: std_test_precision, dtype: float64","0    0.497273
0    0.389091
0    0.240000
0    0.498182
0    0.691111
0    0.445455
Name: mean_test_recall, dtype: float64","0    0.123117
0    0.198582
0    0.156205
0    0.212416
0    0.118229
0    0.200578
Name: std_test_recall, dtype: float64","0    0.469755
0    0.452635
0    0.344405
0    0.584393
0    0.499187
0    0.142609
Name: mean_test_f1, dtype: float64","0    0.076164
0    0.200687
0    0.198221
0    0.191995
0    0.106633
0    0.063830
Name: std_test_f1, dtype: float64","0    0.791042
0    0.785425
0    0.817631
0    0.826111
0    0.819686
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.089184
0    0.077077
0    0.065359
0    0.061618
0    0.074314
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.717611
0    0.682035
0    0.617000
0    0.741066
0    0.787512
0    0.479985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.054658
0    0.099602
0    0.077337
0    0.107359
0    0.064725
0    0.110317
Name: std_test_balanced_accuracy, dtype: float64","0    0.424977
0    0.429843
0    0.379429
0    0.580045
0    0.457898
0   -0.023107
Name: mean_test_mcc, dtype: float64","0    0.089949
0    0.196758
0    0.198125
0    0.194918
0    0.119123
0    0.126936
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,"0    0.856364
0    0.937273
0    0.912727
0    0.946364
0    0.925455
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.043750
0    0.013757
0    0.010909
0    0.023160
0    0.033476
0    0.028877
Name: std_test_accuracy, dtype: float64","0    0.369574
0    0.709235
0    0.350000
0    0.761111
0    0.587225
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.114365
0    0.133799
0    0.450000
0    0.154005
0    0.150098
0    0.030946
Name: std_test_precision, dtype: float64","0    0.653636
0    0.565455
0    0.069091
0    0.632727
0    0.794571
0    0.503636
Name: mean_test_recall, dtype: float64","0    0.142321
0    0.170066
0    0.100264
0    0.150162
0    0.113622
0    0.157627
Name: std_test_recall, dtype: float64","0    0.463833
0    0.612813
0    0.113054
0    0.680789
0    0.667967
0    0.161558
Name: mean_test_f1, dtype: float64","0    0.108839
0    0.111473
0    0.159074
0    0.138577
0    0.128825
0    0.051674
Name: std_test_f1, dtype: float64","0    0.850389
0    0.923245
0    0.831039
0    0.908157
0    0.941558
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082782
0    0.052467
0    0.117079
0    0.080054
0    0.044419
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.765278
0    0.770227
0    0.533540
0    0.805364
0    0.866832
0    0.512086
Name: mean_test_balanced_accuracy, dtype: float64","0    0.077790
0    0.081823
0    0.050406
0    0.076754
0    0.063764
0    0.086768
Name: std_test_balanced_accuracy, dtype: float64","0    0.416429
0    0.593334
0    0.141388
0    0.661209
0    0.641329
0    0.014337
Name: mean_test_mcc, dtype: float64","0    0.128445
0    0.117420
0    0.197797
0    0.145127
0    0.137891
0    0.100215
Name: std_test_mcc, dtype: float64"
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.831818
0    0.910000
0    0.909091
0    0.917273
0    0.819091
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.047106
0    0.018829
0    0.004066
0    0.022063
0    0.048524
0    0.034317
Name: std_test_accuracy, dtype: float64","0    0.281031
0    0.544167
0    0.100000
0    0.583810
0    0.313083
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.083157
0    0.186991
0    0.300000
0    0.143904
0    0.094822
0    0.035849
Name: std_test_precision, dtype: float64","0    0.466364
0    0.347273
0    0.010000
0    0.417273
0    0.718283
0    0.524545
Name: mean_test_recall, dtype: float64","0    0.093424
0    0.069568
0    0.030000
0    0.155953
0    0.132855
0    0.188691
Name: std_test_recall, dtype: float64","0    0.346182
0    0.418019
0    0.018182
0    0.472057
0    0.430043
0    0.167956
Name: mean_test_f1, dtype: float64","0    0.083673
0    0.092482
0    0.054545
0    0.141030
0    0.107448
0    0.060214
Name: std_test_f1, dtype: float64","0    0.752606
0    0.801463
0    0.767585
0    0.838719
0    0.843531
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.078661
0    0.057986
0    0.073368
0    0.080674
0    0.084392
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.667591
0    0.657111
0    0.505000
0    0.692606
0    0.773626
0    0.523535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.056234
0    0.038414
0    0.015000
0    0.077928
0    0.076873
0    0.103784
Name: std_test_balanced_accuracy, dtype: float64","0    0.271831
0    0.385794
0    0.030289
0    0.443891
0    0.389826
0    0.027259
Name: mean_test_mcc, dtype: float64","0    0.100283
0    0.115597
0    0.090867
0    0.142434
0    0.122941
0    0.119443
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.805455
0    0.902727
0    0.909091
0    0.899091
0    0.717273
0    0.526364
Name: mean_test_accuracy, dtype: float64","0    0.044573
0    0.026364
0    0.010757
0    0.011818
0    0.062384
0    0.025857
Name: std_test_accuracy, dtype: float64","0    0.163333
0    0.440000
0    0.300000
0    0.379167
0    0.204288
0    0.103774
Name: mean_test_precision, dtype: float64","0    0.087061
0    0.272865
0    0.458258
0    0.281643
0    0.047264
0    0.027015
Name: std_test_precision, dtype: float64","0    0.268182
0    0.208182
0    0.039091
0    0.139091
0    0.681212
0    0.544545
Name: mean_test_recall, dtype: float64","0    0.156155
0    0.144797
0    0.065562
0    0.102373
0    0.119286
0    0.142205
Name: std_test_recall, dtype: float64","0    0.201047
0    0.280027
0    0.068182
0    0.188095
0    0.311490
0    0.174306
Name: mean_test_f1, dtype: float64","0    0.111359
0    0.187023
0    0.112009
0    0.123609
0    0.061982
0    0.045358
Name: std_test_f1, dtype: float64","0    0.655904
0    0.739754
0    0.698005
0    0.728018
0    0.753133
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.096373
0    0.078928
0    0.090714
0    0.082766
0    0.064140
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.563975
0    0.590581
0    0.518045
0    0.557545
0    0.700941
0    0.534535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.084223
0    0.078680
0    0.033963
0    0.047960
0    0.057949
0    0.078213
Name: std_test_balanced_accuracy, dtype: float64","0    0.103462
0    0.255675
0    0.096762
0    0.174989
0    0.254709
0    0.039916
Name: mean_test_mcc, dtype: float64","0    0.132293
0    0.210021
0    0.163912
0    0.133581
0    0.079834
0    0.090002
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.827273
0    0.901818
0    0.920909
0    0.909091
0    0.722727
0    0.510000
Name: mean_test_accuracy, dtype: float64","0    0.036815
0    0.024996
0    0.012231
0    0.037703
0    0.035964
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.275827
0    0.485317
0    0.700000
0    0.559601
0    0.211356
0    0.086792
Name: mean_test_precision, dtype: float64","0    0.133468
0    0.131256
0    0.458258
0    0.285332
0    0.025215
0    0.030657
Name: std_test_precision, dtype: float64","0    0.543636
0    0.454545
0    0.139091
0    0.356364
0    0.739394
0    0.456364
Name: mean_test_recall, dtype: float64","0    0.221259
0    0.152120
0    0.128375
0    0.161951
0    0.139025
0    0.164181
Name: std_test_recall, dtype: float64","0    0.359383
0    0.456169
0    0.222994
0    0.420052
0    0.327592
0    0.145833
Name: mean_test_f1, dtype: float64","0    0.151974
0    0.112993
0    0.189315
0    0.199596
0    0.041128
0    0.051658
Name: std_test_f1, dtype: float64","0    0.747713
0    0.798138
0    0.858192
0    0.855291
0    0.802494
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.103362
0    0.074660
0    0.066634
0    0.094084
0    0.047332
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.699742
0    0.700763
0    0.569545
0    0.660677
0    0.729978
0    0.485934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.105983
0    0.075194
0    0.064188
0    0.085133
0    0.055793
0    0.090337
Name: std_test_balanced_accuracy, dtype: float64","0    0.298300
0    0.410890
0    0.289759
0    0.394023
0    0.285496
0   -0.016514
Name: mean_test_mcc, dtype: float64","0    0.172620
0    0.125806
0    0.213203
0    0.220536
0    0.065125
0    0.104141
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.818182
0    0.910000
0    0.916364
0    0.908182
0    0.817273
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.018631
0    0.016489
0    0.013966
0    0.020510
0    0.024880
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.248904
0    0.572554
0    0.656667
0    0.522778
0    0.292330
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.040994
0    0.190307
0    0.317385
0    0.161712
0    0.065761
0    0.030946
Name: std_test_precision, dtype: float64","0    0.486364
0    0.297273
0    0.187273
0    0.336364
0    0.708333
0    0.505455
Name: mean_test_recall, dtype: float64","0    0.098354
0    0.126755
0    0.119862
0    0.126817
0    0.164386
0    0.164854
Name: std_test_recall, dtype: float64","0    0.328302
0    0.365920
0    0.277930
0    0.397262
0    0.411028
0    0.161657
Name: mean_test_f1, dtype: float64","0    0.056093
0    0.120549
0    0.160714
0    0.122468
0    0.091312
0    0.052088
Name: std_test_f1, dtype: float64","0    0.770934
0    0.790510
0    0.842022
0    0.798498
0    0.841802
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.073350
0    0.091904
0    0.090992
0    0.097127
0    0.072893
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.669111
0    0.634616
0    0.588626
0    0.651157
0    0.768121
0    0.512985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.049102
0    0.059396
0    0.060205
0    0.063051
0    0.077021
0    0.090674
Name: std_test_balanced_accuracy, dtype: float64","0    0.254202
0    0.353530
0    0.308881
0    0.367052
0    0.371823
0    0.014865
Name: mean_test_mcc, dtype: float64","0    0.069925
0    0.108281
0    0.171043
0    0.130869
0    0.108076
0    0.104361
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.767273
0    0.918182
0    0.911818
0    0.910909
0    0.805455
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.035256
0    0.015746
0    0.014113
0    0.013966
0    0.037527
0    0.025078
Name: std_test_accuracy, dtype: float64","0    0.196606
0    0.670000
0    0.666667
0    0.528413
0    0.293216
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.052059
0    0.221631
0    0.421637
0    0.156562
0    0.062430
0    0.025939
Name: std_test_precision, dtype: float64","0    0.494545
0    0.277273
0    0.110000
0    0.305455
0    0.740000
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.138481
0    0.107507
0    0.070000
0    0.131752
0    0.113053
0    0.137822
Name: std_test_recall, dtype: float64","0    0.279573
0    0.376464
0    0.185315
0    0.377080
0    0.414337
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.072120
0    0.123296
0    0.116803
0    0.122951
0    0.058414
0    0.043632
Name: std_test_f1, dtype: float64","0    0.707900
0    0.755818
0    0.759421
0    0.826846
0    0.832254
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.080766
0    0.050981
0    0.072863
0    0.058778
0    0.043508
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.644662
0    0.630116
0    0.551495
0    0.638707
0    0.775878
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.065898
0    0.053354
0    0.037826
0    0.064716
0    0.043043
0    0.075806
Name: std_test_balanced_accuracy, dtype: float64","0    0.198415
0    0.385675
0    0.240711
0    0.353232
0    0.379007
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.091453
0    0.126457
0    0.171498
0    0.128951
0    0.064058
0    0.087246
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.748182
0    0.845455
0    0.908182
0    0.900909
0    0.532727
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.016787
0    0.024730
0    0.002727
0    0.004896
0    0.084619
0    0.028762
Name: std_test_accuracy, dtype: float64","0    0.094477
0    0.056944
0    0.000000
0    0.000000
0    0.088454
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.051012
0    0.103274
0    0.000000
0    0.000000
0    0.033706
0    0.029773
Name: std_test_precision, dtype: float64","0    0.217273
0    0.029091
0    0.000000
0    0.000000
0    0.425758
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.131265
0    0.044499
0    0.000000
0    0.000000
0    0.138056
0    0.158098
Name: std_test_recall, dtype: float64","0    0.131273
0    0.035923
0    0.000000
0    0.000000
0    0.145278
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.073587
0    0.055614
0    0.000000
0    0.000000
0    0.053588
0    0.050084
Name: std_test_f1, dtype: float64","0    0.502998
0    0.467366
0    0.481051
0    0.462437
0    0.488849
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.052425
0    0.049625
0    0.066631
0    0.054751
0    0.100777
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.509530
0    0.478535
0    0.500000
0    0.495995
0    0.484978
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.059779
0    0.029736
0    0.000000
0    0.002003
0    0.080826
0    0.086957
Name: std_test_balanced_accuracy, dtype: float64","0    0.010377
0   -0.042378
0    0.000000
0   -0.024395
0   -0.016378
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.086552
0    0.074057
0    0.000000
0    0.012207
0    0.095324
0    0.100075
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.861818
0    0.925455
0    0.926364
0    0.923636
0    0.862727
0    0.506364
Name: mean_test_accuracy, dtype: float64","0    0.040818
0    0.028108
0    0.020909
0    0.020000
0    0.031610
0    0.023724
Name: std_test_accuracy, dtype: float64","0    0.343238
0    0.683690
0    0.730000
0    0.635595
0    0.386112
0    0.083019
Name: mean_test_precision, dtype: float64","0    0.125068
0    0.257991
0    0.325730
0    0.168379
0    0.069940
0    0.025594
Name: std_test_precision, dtype: float64","0    0.458182
0    0.359091
0    0.260000
0    0.399091
0    0.804848
0    0.434545
Name: mean_test_recall, dtype: float64","0    0.159296
0    0.175728
0    0.174356
0    0.143363
0    0.134371
0    0.130086
Name: std_test_recall, dtype: float64","0    0.381449
0    0.460733
0    0.370050
0    0.480191
0    0.520336
0    0.139385
Name: mean_test_f1, dtype: float64","0    0.123272
0    0.204582
0    0.226662
0    0.154712
0    0.087005
0    0.042719
Name: std_test_f1, dtype: float64","0    0.826517
0    0.835863
0    0.826799
0    0.851124
0    0.891015
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.071488
0    0.062196
0    0.111499
0    0.068902
0    0.070419
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.680525
0    0.671025
0    0.626995
0    0.688035
0    0.836831
0    0.474035
Name: mean_test_balanced_accuracy, dtype: float64","0    0.083093
0    0.092259
0    0.088839
0    0.071135
0    0.074443
0    0.071577
Name: std_test_balanced_accuracy, dtype: float64","0    0.317634
0    0.456062
0    0.399688
0    0.461717
0    0.494355
0   -0.029700
Name: mean_test_mcc, dtype: float64","0    0.142552
0    0.217626
0    0.233774
0    0.156241
0    0.108587
0    0.082516
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.782727
0    0.843636
0    0.908182
0    0.890909
0    0.710000
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.064852
0    0.030641
0    0.002727
0    0.022636
0    0.057417
0    0.021532
Name: std_test_accuracy, dtype: float64","0    0.202984
0    0.167630
0    0.000000
0    0.310022
0    0.180300
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.092728
0    0.096153
0    0.000000
0    0.304771
0    0.052372
0    0.023031
Name: std_test_precision, dtype: float64","0    0.375455
0    0.179091
0    0.000000
0    0.159091
0    0.606465
0    0.484545
Name: mean_test_recall, dtype: float64","0    0.112672
0    0.098757
0    0.000000
0    0.162839
0    0.212129
0    0.118185
Name: std_test_recall, dtype: float64","0    0.250241
0    0.168978
0    0.000000
0    0.179582
0    0.275079
0    0.155258
Name: mean_test_f1, dtype: float64","0    0.075804
0    0.091261
0    0.000000
0    0.164956
0    0.078009
0    0.038492
Name: std_test_f1, dtype: float64","0    0.708684
0    0.634968
0    0.583266
0    0.780698
0    0.747714
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.080765
0    0.103180
0    0.113226
0    0.071604
0    0.076912
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.599652
0    0.544990
0    0.500000
0    0.562045
0    0.663578
0    0.501535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.053551
0    0.046056
0    0.000000
0    0.073854
0    0.094171
0    0.065020
Name: std_test_balanced_accuracy, dtype: float64","0    0.158959
0    0.086451
0    0.000000
0    0.153862
0    0.205345
0    0.001944
Name: mean_test_mcc, dtype: float64","0    0.095944
0    0.096922
0    0.000000
0    0.168261
0    0.117162
0    0.074911
Name: std_test_mcc, dtype: float64"
