,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.690909
0    0.815455
0    0.908182
0    0.880909
0    0.584545
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.056187
0    0.023724
0    0.002727
0    0.015980
0    0.119645
0    0.014799
Name: std_test_accuracy, dtype: float64","0    0.082553
0    0.073319
0    0.000000
0    0.075000
0    0.100899
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.033442
0    0.066359
0    0.000000
0    0.160078
0    0.039570
0    0.014736
Name: std_test_precision, dtype: float64","0    0.227273
0    0.099091
0    0.000000
0    0.028182
0    0.387399
0    0.525455
Name: mean_test_recall, dtype: float64","0    0.088233
0    0.100037
0    0.000000
0    0.059259
0    0.065445
0    0.080986
Name: std_test_recall, dtype: float64","0    0.119299
0    0.083073
0    0.000000
0    0.040952
0    0.155624
0    0.168006
Name: mean_test_f1, dtype: float64","0    0.044643
0    0.078059
0    0.000000
0    0.086457
0    0.047366
0    0.024901
Name: std_test_f1, dtype: float64","0    0.476315
0    0.470460
0    0.493337
0    0.496852
0    0.490198
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.050760
0    0.101148
0    0.104053
0    0.118776
0    0.069417
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.482460
0    0.493485
0    0.500000
0    0.497581
0    0.496076
0    0.523985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.044250
0    0.045886
0    0.000000
0    0.032782
0    0.064347
0    0.044555
Name: std_test_balanced_accuracy, dtype: float64","0   -0.021923
0   -0.016483
0    0.000000
0   -0.007854
0    0.001574
0    0.027523
Name: mean_test_mcc, dtype: float64","0    0.061467
0    0.081710
0    0.000000
0    0.102244
0    0.083099
0    0.051336
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.770909
0    0.844545
0    0.908182
0    0.878182
0    0.719091
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.041818
0    0.032639
0    0.002727
0    0.037746
0    0.041946
0    0.033636
Name: std_test_accuracy, dtype: float64","0    0.164355
0    0.260478
0    0.000000
0    0.374188
0    0.189536
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.063888
0    0.259861
0    0.000000
0    0.250621
0    0.045719
0    0.035248
Name: std_test_precision, dtype: float64","0    0.367273
0    0.210000
0    0.000000
0    0.259091
0    0.633535
0    0.504545
Name: mean_test_recall, dtype: float64","0    0.180413
0    0.104403
0    0.000000
0    0.129222
0    0.183765
0    0.184894
Name: std_test_recall, dtype: float64","0    0.223340
0    0.195463
0    0.000000
0    0.276487
0    0.290174
0    0.161607
Name: mean_test_f1, dtype: float64","0    0.084970
0    0.088787
0    0.000000
0    0.124936
0    0.070024
0    0.059170
Name: std_test_f1, dtype: float64","0    0.679214
0    0.671010
0    0.722542
0    0.730292
0    0.747514
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082571
0    0.106377
0    0.105187
0    0.082416
0    0.080127
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.589556
0    0.559455
0    0.500000
0    0.600035
0    0.680560
0    0.512535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.079896
0    0.051154
0    0.000000
0    0.059122
0    0.083186
0    0.101700
Name: std_test_balanced_accuracy, dtype: float64","0    0.127690
0    0.128148
0    0.000000
0    0.232989
0    0.226284
0    0.014601
Name: mean_test_mcc, dtype: float64","0    0.110029
0    0.113490
0    0.000000
0    0.143978
0    0.103245
0    0.117065
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.741818
0    0.882727
0    0.908182
0    0.890909
0    0.540000
0    0.537273
Name: mean_test_accuracy, dtype: float64","0    0.040899
0    0.020909
0    0.002727
0    0.021125
0    0.070206
0    0.019263
Name: std_test_accuracy, dtype: float64","0    0.072414
0    0.095000
0    0.000000
0    0.125000
0    0.106040
0    0.115094
Name: mean_test_precision, dtype: float64","0    0.053309
0    0.161941
0    0.000000
0    0.201556
0    0.019992
0    0.019699
Name: std_test_precision, dtype: float64","0    0.150000
0    0.030000
0    0.000000
0    0.040000
0    0.534646
0    0.604545
Name: mean_test_recall, dtype: float64","0    0.102470
0    0.045826
0    0.000000
0    0.066332
0    0.118883
0    0.106193
Name: std_test_recall, dtype: float64","0    0.097073
0    0.044286
0    0.000000
0    0.059524
0    0.175919
0    0.193353
Name: mean_test_f1, dtype: float64","0    0.069586
0    0.068082
0    0.000000
0    0.097153
0    0.031781
0    0.033184
Name: std_test_f1, dtype: float64","0    0.474242
0    0.512623
0    0.445971
0    0.538000
0    0.527725
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.080204
0    0.081656
0    0.098102
0    0.113715
0    0.078224
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.475904
0    0.499470
0    0.500000
0    0.508500
0    0.537667
0    0.567535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.059688
0    0.026345
0    0.000000
0    0.035850
0    0.048326
0    0.058386
Name: std_test_balanced_accuracy, dtype: float64","0   -0.034368
0    0.003266
0    0.000000
0    0.031124
0    0.044556
0    0.077889
Name: mean_test_mcc, dtype: float64","0    0.088844
0    0.088499
0    0.000000
0    0.114901
0    0.056899
0    0.067088
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.805455
0    0.811818
0    0.908182
0    0.885455
0    0.572727
0    0.520909
Name: mean_test_accuracy, dtype: float64","0    0.042094
0    0.034027
0    0.002727
0    0.015851
0    0.079253
0    0.030976
Name: std_test_accuracy, dtype: float64","0    0.099462
0    0.055238
0    0.000000
0    0.083333
0    0.085410
0    0.098113
Name: mean_test_precision, dtype: float64","0    0.041716
0    0.074084
0    0.000000
0    0.129099
0    0.031511
0    0.033540
Name: std_test_precision, dtype: float64","0    0.129091
0    0.080000
0    0.000000
0    0.030000
0    0.390202
0    0.512727
Name: mean_test_recall, dtype: float64","0    0.064513
0    0.107703
0    0.000000
0    0.045826
0    0.189191
0    0.167342
Name: std_test_recall, dtype: float64","0    0.107085
0    0.064570
0    0.000000
0    0.043956
0    0.137625
0    0.164683
Name: mean_test_f1, dtype: float64","0    0.042514
0    0.086738
0    0.000000
0    0.067204
0    0.050191
0    0.055817
Name: std_test_f1, dtype: float64","0    0.570746
0    0.536425
0    0.463151
0    0.482479
0    0.493973
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.059605
0    0.072349
0    0.061746
0    0.077915
0    0.051299
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.501510
0    0.482949
0    0.500000
0    0.500990
0    0.491146
0    0.517136
Name: mean_test_balanced_accuracy, dtype: float64","0    0.028904
0    0.051472
0    0.000000
0    0.024784
0    0.060939
0    0.092214
Name: std_test_balanced_accuracy, dtype: float64","0    0.005333
0   -0.036500
0    0.000000
0    0.002969
0   -0.011298
0    0.020402
Name: mean_test_mcc, dtype: float64","0    0.051052
0    0.091584
0    0.000000
0    0.078789
0    0.074537
0    0.107008
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.894545
0    0.955455
0    0.915455
0    0.949091
0    0.913636
0    0.513636
Name: mean_test_accuracy, dtype: float64","0    0.025128
0    0.018385
0    0.009136
0    0.013606
0    0.021223
0    0.031818
Name: std_test_accuracy, dtype: float64","0    0.465255
0    0.793701
0    0.575000
0    0.819048
0    0.521884
0    0.090566
Name: mean_test_precision, dtype: float64","0    0.079200
0    0.100319
0    0.475000
0    0.159748
0    0.065560
0    0.032462
Name: std_test_precision, dtype: float64","0    0.585455
0    0.703636
0    0.099091
0    0.633636
0    0.961616
0    0.476364
Name: mean_test_recall, dtype: float64","0    0.126112
0    0.182734
0    0.100037
0    0.148327
0    0.062398
0    0.174071
Name: std_test_recall, dtype: float64","0    0.505211
0    0.732705
0    0.162554
0    0.691478
0    0.674148
0    0.152183
Name: mean_test_f1, dtype: float64","0    0.057362
0    0.137413
0    0.153477
0    0.088517
0    0.062333
0    0.054713
Name: std_test_f1, dtype: float64","0    0.884240
0    0.945658
0    0.949184
0    0.955602
0    0.966124
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.050332
0    0.038584
0    0.039720
0    0.033315
0    0.042712
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.755682
0    0.842303
0    0.548545
0    0.807303
0    0.935260
0    0.496934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.053666
0    0.090617
0    0.049547
0    0.067916
0    0.033992
0    0.095782
Name: std_test_balanced_accuracy, dtype: float64","0    0.460069
0    0.717768
0    0.216887
0    0.684064
0    0.670322
0   -0.003857
Name: mean_test_mcc, dtype: float64","0    0.065506
0    0.135303
0    0.191126
0    0.089896
0    0.064403
0    0.110434
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.893636
0    0.903636
0    0.909091
0    0.913636
0    0.856364
0    0.508182
Name: mean_test_accuracy, dtype: float64","0    0.022654
0    0.018273
0    0.004066
0    0.027946
0    0.047027
0    0.036466
Name: std_test_accuracy, dtype: float64","0    0.427695
0    0.469762
0    0.100000
0    0.577299
0    0.375395
0    0.084906
Name: mean_test_precision, dtype: float64","0    0.104267
0    0.125321
0    0.300000
0    0.184778
0    0.110144
0    0.037971
Name: std_test_precision, dtype: float64","0    0.426364
0    0.318182
0    0.010000
0    0.417273
0    0.660202
0    0.445455
Name: mean_test_recall, dtype: float64","0    0.135784
0    0.141655
0    0.030000
0    0.168290
0    0.076129
0    0.200578
Name: std_test_recall, dtype: float64","0    0.420745
0    0.365709
0    0.018182
0    0.465306
0    0.470682
0    0.142609
Name: mean_test_f1, dtype: float64","0    0.108274
0    0.132258
0    0.054545
0    0.141599
0    0.098065
0    0.063830
Name: std_test_f1, dtype: float64","0    0.820821
0    0.780586
0    0.789696
0    0.823705
0    0.821132
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.054977
0    0.079737
0    0.083295
0    0.038534
0    0.070458
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.683641
0    0.640561
0    0.505000
0    0.690591
0    0.768062
0    0.479985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.068470
0    0.068793
0    0.015000
0    0.083869
0    0.049612
0    0.110317
Name: std_test_balanced_accuracy, dtype: float64","0    0.366285
0    0.330438
0    0.030289
0    0.437288
0    0.423159
0   -0.023107
Name: mean_test_mcc, dtype: float64","0    0.118587
0    0.129463
0    0.090867
0    0.155452
0    0.106228
0    0.126936
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,"0    0.851818
0    0.937273
0    0.908182
0    0.947273
0    0.897273
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.042843
0    0.023863
0    0.002727
0    0.022926
0    0.040869
0    0.028877
Name: std_test_accuracy, dtype: float64","0    0.337216
0    0.693929
0    0.000000
0    0.769225
0    0.489292
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.118927
0    0.151779
0    0.000000
0    0.148479
0    0.139303
0    0.030946
Name: std_test_precision, dtype: float64","0    0.606364
0    0.551818
0    0.000000
0    0.641818
0    0.812753
0    0.503636
Name: mean_test_recall, dtype: float64","0    0.220332
0    0.193491
0    0.000000
0    0.164352
0    0.125639
0    0.157627
Name: std_test_recall, dtype: float64","0    0.428775
0    0.603218
0    0.000000
0    0.684957
0    0.600210
0    0.161558
Name: mean_test_f1, dtype: float64","0    0.146332
0    0.177595
0    0.000000
0    0.137780
0    0.128735
0    0.051674
Name: std_test_f1, dtype: float64","0    0.840585
0    0.910655
0    0.872998
0    0.917316
0    0.913541
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.083777
0    0.060537
0    0.076582
0    0.057648
0    0.058604
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.741626
0    0.763904
0    0.500000
0    0.809909
0    0.859501
0    0.512086
Name: mean_test_balanced_accuracy, dtype: float64","0    0.114895
0    0.098600
0    0.000000
0    0.082806
0    0.068635
0    0.086768
Name: std_test_balanced_accuracy, dtype: float64","0    0.375501
0    0.580776
0    0.000000
0    0.668316
0    0.576785
0    0.014337
Name: mean_test_mcc, dtype: float64","0    0.175185
0    0.178725
0    0.000000
0    0.141378
0    0.134783
0    0.100215
Name: std_test_mcc, dtype: float64"
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.840000
0    0.890000
0    0.908182
0    0.897273
0    0.820000
0    0.522727
Name: mean_test_accuracy, dtype: float64","0    0.052570
0    0.027409
0    0.002727
0    0.023724
0    0.051071
0    0.034317
Name: std_test_accuracy, dtype: float64","0    0.294164
0    0.418012
0    0.000000
0    0.458810
0    0.318318
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.098696
0    0.136137
0    0.000000
0    0.149098
0    0.107080
0    0.035849
Name: std_test_precision, dtype: float64","0    0.436364
0    0.317273
0    0.000000
0    0.325455
0    0.750985
0    0.524545
Name: mean_test_recall, dtype: float64","0    0.121696
0    0.117371
0    0.000000
0    0.129385
0    0.146275
0    0.188691
Name: std_test_recall, dtype: float64","0    0.341294
0    0.343864
0    0.000000
0    0.362400
0    0.442451
0    0.167956
Name: mean_test_f1, dtype: float64","0    0.100312
0    0.097900
0    0.000000
0    0.102651
0    0.124096
0    0.060214
Name: std_test_f1, dtype: float64","0    0.742683
0    0.761205
0    0.763399
0    0.815667
0    0.843328
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.076528
0    0.066827
0    0.052238
0    0.092681
0    0.087045
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.658601
0    0.632586
0    0.500000
0    0.640192
0    0.789032
0    0.523535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.063981
0    0.056596
0    0.000000
0    0.059745
0    0.089000
0    0.103784
Name: std_test_balanced_accuracy, dtype: float64","0    0.269419
0    0.298070
0    0.000000
0    0.324639
0    0.406932
0    0.027259
Name: mean_test_mcc, dtype: float64","0    0.114280
0    0.106141
0    0.000000
0    0.111162
0    0.143448
0    0.119443
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.828182
0    0.897273
0    0.908182
0    0.901818
0    0.769091
0    0.526364
Name: mean_test_accuracy, dtype: float64","0    0.041551
0    0.018653
0    0.002727
0    0.019413
0    0.040899
0    0.025857
Name: std_test_accuracy, dtype: float64","0    0.193923
0    0.381032
0    0.000000
0    0.407698
0    0.229221
0    0.103774
Name: mean_test_precision, dtype: float64","0    0.094886
0    0.238168
0    0.000000
0    0.241970
0    0.058526
0    0.027015
Name: std_test_precision, dtype: float64","0    0.258182
0    0.226364
0    0.000000
0    0.236364
0    0.624444
0    0.544545
Name: mean_test_recall, dtype: float64","0    0.129027
0    0.144854
0    0.000000
0    0.159234
0    0.142251
0    0.142205
Name: std_test_recall, dtype: float64","0    0.217940
0    0.276591
0    0.000000
0    0.294214
0    0.334270
0    0.174306
Name: mean_test_f1, dtype: float64","0    0.105816
0    0.167979
0    0.000000
0    0.183642
0    0.081466
0    0.045358
Name: std_test_f1, dtype: float64","0    0.640914
0    0.733445
0    0.702605
0    0.722060
0    0.754573
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.115914
0    0.102327
0    0.102242
0    0.086963
0    0.103898
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.571990
0    0.595667
0    0.500000
0    0.602677
0    0.704129
0    0.534535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.070233
0    0.072909
0    0.000000
0    0.081836
0    0.080920
0    0.078213
Name: std_test_balanced_accuracy, dtype: float64","0    0.128368
0    0.239172
0    0.000000
0    0.259912
0    0.272945
0    0.039916
Name: mean_test_mcc, dtype: float64","0    0.122566
0    0.182356
0    0.000000
0    0.197885
0    0.109473
0    0.090002
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.772727
0    0.878182
0    0.910000
0    0.881818
0    0.680000
0    0.510000
Name: mean_test_accuracy, dtype: float64","0    0.059474
0    0.027029
0    0.004896
0    0.055744
0    0.031961
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.200359
0    0.367534
0    0.200000
0    0.423205
0    0.185221
0    0.086792
Name: mean_test_precision, dtype: float64","0    0.064562
0    0.121316
0    0.400000
0    0.175217
0    0.019831
0    0.030657
Name: std_test_precision, dtype: float64","0    0.472727
0    0.383636
0    0.020000
0    0.308182
0    0.731414
0    0.456364
Name: mean_test_recall, dtype: float64","0    0.159441
0    0.159119
0    0.040000
0    0.146047
0    0.109838
0    0.164181
Name: std_test_recall, dtype: float64","0    0.276986
0    0.359877
0    0.036364
0    0.327178
0    0.295001
0    0.145833
Name: mean_test_f1, dtype: float64","0    0.083415
0    0.116538
0    0.072727
0    0.140714
0    0.032071
0    0.051658
Name: std_test_f1, dtype: float64","0    0.707236
0    0.744691
0    0.830610
0    0.800857
0    0.757868
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.091807
0    0.082869
0    0.063914
0    0.072538
0    0.055646
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.637773
0    0.655788
0    0.510000
0    0.624076
0    0.703007
0    0.485934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.069564
0    0.075648
0    0.020000
0    0.074038
0    0.045415
0    0.090337
Name: std_test_balanced_accuracy, dtype: float64","0    0.194949
0    0.302760
0    0.060578
0    0.286570
0    0.244481
0   -0.016514
Name: mean_test_mcc, dtype: float64","0    0.101288
0    0.125893
0    0.121157
0    0.149658
0    0.053087
0    0.104141
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.830909
0    0.907273
0    0.920000
0    0.920000
0    0.850909
0    0.519091
Name: mean_test_accuracy, dtype: float64","0    0.027931
0    0.017153
0    0.014545
0    0.026907
0    0.029931
0    0.030000
Name: std_test_accuracy, dtype: float64","0    0.274348
0    0.483690
0    0.793333
0    0.612857
0    0.360787
0    0.096226
Name: mean_test_precision, dtype: float64","0    0.065753
0    0.143570
0    0.283255
0    0.206296
0    0.084040
0    0.030946
Name: std_test_precision, dtype: float64","0    0.513636
0    0.326364
0    0.209091
0    0.436364
0    0.798308
0    0.505455
Name: mean_test_recall, dtype: float64","0    0.147219
0    0.140392
0    0.084306
0    0.175528
0    0.152536
0    0.164854
Name: std_test_recall, dtype: float64","0    0.355526
0    0.383028
0    0.321502
0    0.493391
0    0.495096
0    0.161657
Name: mean_test_f1, dtype: float64","0    0.089290
0    0.138137
0    0.118854
0    0.165873
0    0.104751
0    0.052088
Name: std_test_f1, dtype: float64","0    0.797087
0    0.836207
0    0.868081
0    0.830198
0    0.869876
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.062105
0    0.077731
0    0.090251
0    0.091548
0    0.090056
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.688237
0    0.646172
0    0.600545
0    0.702652
0    0.827121
0    0.512985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.072587
0    0.070410
0    0.044071
0    0.090142
0    0.082560
0    0.090674
Name: std_test_balanced_accuracy, dtype: float64","0    0.287792
0    0.346979
0    0.371785
0    0.467859
0    0.469509
0    0.014865
Name: mean_test_mcc, dtype: float64","0    0.106397
0    0.142391
0    0.139931
0    0.176842
0    0.124309
0    0.104361
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.757273
0    0.907273
0    0.911818
0    0.901818
0    0.804545
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.044173
0    0.013966
0    0.005821
0    0.017153
0    0.042495
0    0.025078
Name: std_test_accuracy, dtype: float64","0    0.178785
0    0.557955
0    0.516667
0    0.422698
0    0.297184
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.068507
0    0.242371
0    0.450000
0    0.176745
0    0.054716
0    0.025939
Name: std_test_precision, dtype: float64","0    0.454545
0    0.245455
0    0.069091
0    0.298182
0    0.759495
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.176467
0    0.128114
0    0.063662
0    0.128037
0    0.101621
0    0.137822
Name: std_test_recall, dtype: float64","0    0.254537
0    0.313148
0    0.118648
0    0.347263
0    0.420587
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.096446
0    0.118414
0    0.104226
0    0.143436
0    0.044843
0    0.043632
Name: std_test_f1, dtype: float64","0    0.685737
0    0.758629
0    0.743851
0    0.818703
0    0.847869
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.080790
0    0.061892
0    0.095579
0    0.070867
0    0.047602
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.621162
0    0.609697
0    0.533045
0    0.630561
0    0.784115
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.088695
0    0.059593
0    0.031179
0    0.063747
0    0.030442
0    0.075806
Name: std_test_balanced_accuracy, dtype: float64","0    0.165654
0    0.309125
0    0.169473
0    0.303891
0    0.389008
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.123335
0    0.114031
0    0.148817
0    0.149533
0    0.043195
0    0.087246
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.751818
0    0.892727
0    0.908182
0    0.878182
0    0.488182
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.029048
0    0.011355
0    0.002727
0    0.017344
0    0.058501
0    0.028762
Name: std_test_accuracy, dtype: float64","0    0.080372
0    0.150000
0    0.000000
0    0.041667
0    0.083981
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.059253
0    0.200000
0    0.000000
0    0.085391
0    0.019631
0    0.029773
Name: std_test_precision, dtype: float64","0    0.174545
0    0.039091
0    0.000000
0    0.020000
0    0.454141
0    0.485455
Name: mean_test_recall, dtype: float64","0    0.152597
0    0.047941
0    0.000000
0    0.040000
0    0.083304
0    0.158098
Name: std_test_recall, dtype: float64","0    0.108824
0    0.060623
0    0.000000
0    0.026786
0    0.141153
0    0.155308
Name: mean_test_f1, dtype: float64","0    0.083204
0    0.074506
0    0.000000
0    0.053720
0    0.030404
0    0.050084
Name: std_test_f1, dtype: float64","0    0.503720
0    0.499397
0    0.498819
0    0.499964
0    0.461878
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.085943
0    0.080841
0    0.070641
0    0.081717
0    0.077666
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.492141
0    0.509040
0    0.500000
0    0.492465
0    0.472873
0    0.501985
Name: mean_test_balanced_accuracy, dtype: float64","0    0.069232
0    0.025030
0    0.000000
0    0.020572
0    0.047629
0    0.086957
Name: std_test_balanced_accuracy, dtype: float64","0   -0.014234
0    0.034944
0    0.000000
0   -0.026879
0   -0.030851
0    0.002208
Name: mean_test_mcc, dtype: float64","0    0.099639
0    0.096682
0    0.000000
0    0.058867
0    0.055762
0    0.100075
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.854545
0    0.911818
0    0.922727
0    0.900000
0    0.825455
0    0.506364
Name: mean_test_accuracy, dtype: float64","0    0.025062
0    0.024410
0    0.014230
0    0.018182
0    0.032218
0    0.023724
Name: std_test_accuracy, dtype: float64","0    0.275586
0    0.531190
0    0.800000
0    0.412121
0    0.316001
0    0.083019
Name: mean_test_precision, dtype: float64","0    0.096274
0    0.315363
0    0.331662
0    0.205085
0    0.055417
0    0.025594
Name: std_test_precision, dtype: float64","0    0.379091
0    0.240000
0    0.180000
0    0.270000
0    0.762828
0    0.434545
Name: mean_test_recall, dtype: float64","0    0.179211
0    0.149666
0    0.124900
0    0.141774
0    0.135718
0    0.130086
Name: std_test_recall, dtype: float64","0    0.314507
0    0.325853
0    0.283983
0    0.319289
0    0.446364
0    0.139385
Name: mean_test_f1, dtype: float64","0    0.122933
0    0.196832
0    0.173668
0    0.154928
0    0.077370
0    0.042719
Name: std_test_f1, dtype: float64","0    0.803301
0    0.841419
0    0.822631
0    0.809931
0    0.870997
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.080437
0    0.077751
0    0.117840
0    0.094478
0    0.075150
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.640995
0    0.609985
0    0.589000
0    0.616985
0    0.797270
0    0.474035
Name: mean_test_balanced_accuracy, dtype: float64","0    0.088094
0    0.079049
0    0.063119
0    0.069964
0    0.074559
0    0.071577
Name: std_test_balanced_accuracy, dtype: float64","0    0.242453
0    0.315258
0    0.351267
0    0.280134
0    0.413614
0   -0.029700
Name: mean_test_mcc, dtype: float64","0    0.139376
0    0.222832
0    0.182996
0    0.165525
0    0.102751
0    0.082516
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.804545
0    0.886364
0    0.908182
0    0.896364
0    0.641818
0    0.515455
Name: mean_test_accuracy, dtype: float64","0    0.057818
0    0.020830
0    0.002727
0    0.008332
0    0.053659
0    0.021532
Name: std_test_accuracy, dtype: float64","0    0.198932
0    0.108333
0    0.000000
0    0.165833
0    0.160478
0    0.092453
Name: mean_test_precision, dtype: float64","0    0.097617
0    0.128019
0    0.000000
0    0.181447
0    0.031880
0    0.023031
Name: std_test_precision, dtype: float64","0    0.355455
0    0.059091
0    0.000000
0    0.070000
0    0.674848
0    0.484545
Name: mean_test_recall, dtype: float64","0    0.176955
0    0.065839
0    0.000000
0    0.090000
0    0.132581
0    0.118185
Name: std_test_recall, dtype: float64","0    0.245791
0    0.074522
0    0.000000
0    0.093004
0    0.257823
0    0.155258
Name: mean_test_f1, dtype: float64","0    0.115302
0    0.083477
0    0.000000
0    0.106886
0    0.048560
0    0.038492
Name: std_test_f1, dtype: float64","0    0.699188
0    0.523643
0    0.486035
0    0.717260
0    0.706674
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.096875
0    0.050912
0    0.071767
0    0.083785
0    0.072571
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.602672
0    0.514510
0    0.500000
0    0.525000
0    0.656859
0    0.501535
Name: mean_test_balanced_accuracy, dtype: float64","0    0.079087
0    0.026592
0    0.000000
0    0.039179
0    0.064122
0    0.065020
Name: std_test_balanced_accuracy, dtype: float64","0    0.160501
0    0.034724
0    0.000000
0    0.068556
0    0.187163
0    0.001944
Name: mean_test_mcc, dtype: float64","0    0.129115
0    0.076929
0    0.000000
0    0.104913
0    0.076406
0    0.074911
Name: std_test_mcc, dtype: float64"
