,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,roc_auc,std_roc_auc,balanced_accuracy,std_balanced_accuracy,mcc,std_mcc
IP114_RSVP_Calibration_Wed_24_Aug_2022_12hr35min04sec_-0700,"0    0.683933
0    0.886326
0    0.901076
0    0.872981
0    0.574846
0    0.522717
Name: mean_test_accuracy, dtype: float64","0    0.024335
0    0.015828
0    0.006136
0    0.021053
0    0.097694
0    0.038933
Name: std_test_accuracy, dtype: float64","0    0.079301
0    0.083333
0    0.000000
0    0.078333
0    0.095904
0    0.100000
Name: mean_test_precision, dtype: float64","0    0.033872
0    0.170783
0    0.000000
0    0.123390
0    0.053702
0    0.043750
Name: std_test_precision, dtype: float64","0    0.209524
0    0.030952
0    0.000000
0    0.042857
0    0.416667
0    0.469048
Name: mean_test_recall, dtype: float64","0    0.097474
0    0.062133
0    0.000000
0    0.065465
0    0.288638
0    0.188697
Name: std_test_recall, dtype: float64","0    0.114772
0    0.045000
0    0.000000
0    0.054848
0    0.150789
0    0.164777
Name: mean_test_f1, dtype: float64","0    0.049981
0    0.090692
0    0.000000
0    0.084114
0    0.084644
0    0.071125
Name: std_test_f1, dtype: float64","0    0.444731
0    0.445706
0    0.502654
0    0.512100
0    0.517671
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.082259
0    0.119829
0    0.148926
0    0.069135
0    0.142075
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.472795
0    0.505640
0    0.500000
0    0.503396
0    0.505812
0    0.498458
Name: mean_test_balanced_accuracy, dtype: float64","0    0.050506
0    0.030820
0    0.000000
0    0.030805
0    0.114158
0    0.105791
Name: std_test_balanced_accuracy, dtype: float64","0   -0.037711
0    0.012169
0    0.000000
0    0.005946
0    0.005056
0    0.000570
Name: mean_test_mcc, dtype: float64","0    0.068549
0    0.101882
0    0.000000
0    0.083883
0    0.141539
0    0.125954
Name: std_test_mcc, dtype: float64"
IP115_RSVP_Calibration_Thu_04_Aug_2022_09hr17min12sec_-0700,"0    0.769438
0    0.899226
0    0.908177
0    0.896966
0    0.711211
0    0.486142
Name: mean_test_accuracy, dtype: float64","0    0.045909
0    0.019368
0    0.006675
0    0.021790
0    0.068294
0    0.035416
Name: std_test_accuracy, dtype: float64","0    0.124466
0    0.333333
0    0.100000
0    0.295000
0    0.185673
0    0.086957
Name: mean_test_precision, dtype: float64","0    0.038387
0    0.260875
0    0.300000
0    0.270601
0    0.067919
0    0.036377
Name: std_test_precision, dtype: float64","0    0.253571
0    0.125000
0    0.012500
0    0.125000
0    0.631728
0    0.507143
Name: mean_test_recall, dtype: float64","0    0.079780
0    0.111803
0    0.037500
0    0.136931
0    0.176425
0    0.210260
Name: std_test_recall, dtype: float64","0    0.165479
0    0.179394
0    0.022222
0    0.168242
0    0.283405
0    0.148428
Name: mean_test_f1, dtype: float64","0    0.050324
0    0.153070
0    0.066667
0    0.171549
0    0.094361
0    0.061980
Name: std_test_f1, dtype: float64","0    0.608815
0    0.609194
0    0.696940
0    0.734100
0    0.765537
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.102503
0    0.133879
0    0.120340
0    0.108669
0    0.090386
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.536579
0    0.549620
0    0.503803
0    0.548370
0    0.675363
0    0.495622
Name: mean_test_balanced_accuracy, dtype: float64","0    0.050465
0    0.060934
0    0.019964
0    0.071199
0    0.094104
0    0.114263
Name: std_test_balanced_accuracy, dtype: float64","0    0.056084
0    0.157545
0    0.022829
0    0.141039
0    0.219902
0   -0.004948
Name: mean_test_mcc, dtype: float64","0    0.069400
0    0.177532
0    0.106783
0    0.191016
0    0.123587
0    0.130273
Name: std_test_mcc, dtype: float64"
IP116_RSVP_Calibration_Fri_26_Aug_2022_13hr16min30sec_-0700,"0    0.734406
0    0.879960
0    0.906801
0    0.878491
0    0.556841
0    0.525392
Name: mean_test_accuracy, dtype: float64","0    0.059606
0    0.018009
0    0.006615
0    0.020433
0    0.158670
0    0.039223
Name: std_test_accuracy, dtype: float64","0    0.094116
0    0.000000
0    0.000000
0    0.033333
0    0.122924
0    0.111933
Name: mean_test_precision, dtype: float64","0    0.065304
0    0.000000
0    0.000000
0    0.100000
0    0.041267
0    0.041003
Name: std_test_precision, dtype: float64","0    0.197619
0    0.000000
0    0.000000
0    0.014286
0    0.592222
0    0.590476
Name: mean_test_recall, dtype: float64","0    0.114211
0    0.000000
0    0.000000
0    0.042857
0    0.189361
0    0.206691
Name: std_test_recall, dtype: float64","0    0.125327
0    0.000000
0    0.000000
0    0.020000
0    0.197264
0    0.188072
Name: mean_test_f1, dtype: float64","0    0.081563
0    0.000000
0    0.000000
0    0.060000
0    0.059529
0    0.068242
Name: std_test_f1, dtype: float64","0    0.523808
0    0.516663
0    0.502736
0    0.502141
0    0.604513
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.083698
0    0.094018
0    0.091227
0    0.126319
0    0.081773
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.493773
0    0.485168
0    0.500000
0    0.490749
0    0.572015
0    0.554577
Name: mean_test_balanced_accuracy, dtype: float64","0    0.071040
0    0.007382
0    0.000000
0    0.023948
0    0.078344
0    0.113982
Name: std_test_balanced_accuracy, dtype: float64","0   -0.004834
0   -0.050212
0    0.000000
0   -0.029942
0    0.082884
0    0.063458
Name: mean_test_mcc, dtype: float64","0    0.104672
0    0.019988
0    0.000000
0    0.068725
0    0.092848
0    0.134343
Name: std_test_mcc, dtype: float64"
IP117_RSVP_Calibration_Wed_03_Aug_2022_10hr13min18sec_-0700,"0    0.831965
0    0.823122
0    0.905708
0    0.889031
0    0.613036
0    0.510736
Name: mean_test_accuracy, dtype: float64","0    0.033307
0    0.035985
0    0.004597
0    0.012185
0    0.034468
0    0.033876
Name: std_test_accuracy, dtype: float64","0    0.151787
0    0.095266
0    0.000000
0    0.058333
0    0.109598
0    0.098000
Name: mean_test_precision, dtype: float64","0    0.113933
0    0.110411
0    0.000000
0    0.118145
0    0.024455
0    0.036277
Name: std_test_precision, dtype: float64","0    0.175556
0    0.091111
0    0.000000
0    0.020000
0    0.451389
0    0.505556
Name: mean_test_recall, dtype: float64","0    0.154344
0    0.104563
0    0.000000
0    0.040000
0    0.150643
0    0.176121
Name: std_test_recall, dtype: float64","0    0.158410
0    0.089722
0    0.000000
0    0.029670
0    0.175749
0    0.164124
Name: mean_test_f1, dtype: float64","0    0.125899
0    0.098492
0    0.000000
0    0.059392
0    0.042804
0    0.060140
Name: std_test_f1, dtype: float64","0    0.584027
0    0.503953
0    0.513357
0    0.541782
0    0.550292
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.075975
0    0.125223
0    0.065246
0    0.069119
0    0.059123
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.537936
0    0.495076
0    0.500000
0    0.499703
0    0.540781
0    0.508207
Name: mean_test_balanced_accuracy, dtype: float64","0    0.079111
0    0.056901
0    0.000000
0    0.019289
0    0.062128
0    0.097667
Name: std_test_balanced_accuracy, dtype: float64","0    0.070098
0   -0.005153
0    0.000000
0   -0.004985
0    0.046754
0    0.010928
Name: mean_test_mcc, dtype: float64","0    0.138689
0    0.112875
0    0.000000
0    0.066325
0    0.072857
0    0.113712
Name: std_test_mcc, dtype: float64"
IP120_RSVP_Calibration_Wed_17_Aug_2022_10hr17min29sec_-0700,"0    0.908602
0    0.958065
0    0.930108
0    0.948387
0    0.902151
0    0.508602
Name: mean_test_accuracy, dtype: float64","0    0.026448
0    0.020088
0    0.009913
0    0.015803
0    0.035484
0    0.028060
Name: std_test_accuracy, dtype: float64","0    0.478235
0    0.787143
0    0.825000
0    0.742778
0    0.464986
0    0.093617
Name: mean_test_precision, dtype: float64","0    0.151753
0    0.163661
0    0.317214
0    0.157222
0    0.109078
0    0.025532
Name: std_test_precision, dtype: float64","0    0.655357
0    0.653571
0    0.175000
0    0.600000
0    0.950992
0    0.592857
Name: mean_test_recall, dtype: float64","0    0.198857
0    0.183016
0    0.111746
0    0.156533
0    0.078357
0    0.183816
Name: std_test_recall, dtype: float64","0    0.533599
0    0.705696
0    0.275101
0    0.645796
0    0.616096
0    0.161616
Name: mean_test_f1, dtype: float64","0    0.122646
0    0.160091
0    0.144104
0    0.105828
0    0.104839
0    0.044801
Name: std_test_f1, dtype: float64","0    0.898037
0    0.960034
0    0.959849
0    0.948161
0    0.974534
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.064468
0    0.038206
0    0.031754
0    0.041799
0    0.023430
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.793226
0    0.819207
0    0.585756
0    0.789473
0    0.924610
0    0.547284
Name: mean_test_balanced_accuracy, dtype: float64","0    0.093558
0    0.093545
0    0.055695
0    0.077011
0    0.041850
0    0.099506
Name: std_test_balanced_accuracy, dtype: float64","0    0.504756
0    0.691828
0    0.347876
0    0.632393
0    0.621247
0    0.049804
Name: mean_test_mcc, dtype: float64","0    0.139179
0    0.168414
0    0.155135
0    0.113102
0    0.095766
0    0.105704
Name: std_test_mcc, dtype: float64"
IP121_RSVP_Calibration_Mon_08_Aug_2022_13hr42min00sec_-0700,"0    0.894736
0    0.922968
0    0.926880
0    0.935589
0    0.860556
0    0.502951
Name: mean_test_accuracy, dtype: float64","0    0.018954
0    0.021312
0    0.011838
0    0.022575
0    0.043866
0    0.033083
Name: std_test_accuracy, dtype: float64","0    0.400732
0    0.577143
0    0.701667
0    0.673990
0    0.358098
0    0.078000
Name: mean_test_precision, dtype: float64","0    0.083675
0    0.275788
0    0.307178
0    0.191515
0    0.094724
0    0.036277
Name: std_test_precision, dtype: float64","0    0.431944
0    0.318056
0    0.213889
0    0.477778
0    0.670278
0    0.438889
Name: mean_test_recall, dtype: float64","0    0.129167
0    0.166950
0    0.133680
0    0.204049
0    0.100585
0    0.197613
Name: std_test_recall, dtype: float64","0    0.408828
0    0.401871
0    0.314287
0    0.544525
0    0.462089
0    0.132437
Name: mean_test_f1, dtype: float64","0    0.093044
0    0.202851
0    0.176403
0    0.184932
0    0.095393
0    0.061308
Name: std_test_f1, dtype: float64","0    0.786024
0    0.783425
0    0.790200
0    0.809478
0    0.843780
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.070671
0    0.057223
0    0.045793
0    0.073648
0    0.075846
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.685058
0    0.648899
0    0.603753
0    0.728216
0    0.774283
0    0.473734
Name: mean_test_balanced_accuracy, dtype: float64","0    0.062033
0    0.085518
0    0.066234
0    0.102563
0    0.060289
0    0.107729
Name: std_test_balanced_accuracy, dtype: float64","0    0.355995
0    0.388121
0    0.353469
0    0.528617
0    0.420045
0   -0.028142
Name: mean_test_mcc, dtype: float64","0    0.100188
0    0.216650
0    0.176879
0    0.191784
0    0.108621
0    0.120114
Name: std_test_mcc, dtype: float64"
IP122_RSVP_Calibration_Thu_08_Sep_2022_13hr57min08sec_-0700,,,,,,,,,,,,,,
IP123_RSVP_Calibration_Fri_19_Aug_2022_13hr56min37sec_-0700,"0    0.855228
0    0.921596
0    0.915018
0    0.913684
0    0.802053
0    0.517877
Name: mean_test_accuracy, dtype: float64","0    0.033970
0    0.025721
0    0.006336
0    0.027391
0    0.050627
0    0.034326
Name: std_test_accuracy, dtype: float64","0    0.268929
0    0.676667
0    0.100000
0    0.527222
0    0.259166
0    0.107895
Name: mean_test_precision, dtype: float64","0    0.113087
0    0.295165
0    0.300000
0    0.227879
0    0.105513
0    0.034211
Name: std_test_precision, dtype: float64","0    0.426190
0    0.276190
0    0.014286
0    0.385714
0    0.669365
0    0.630952
Name: mean_test_recall, dtype: float64","0    0.239862
0    0.114286
0    0.042857
0    0.190714
0    0.154276
0    0.205163
Name: std_test_recall, dtype: float64","0    0.325347
0    0.381349
0    0.025000
0    0.427486
0    0.366947
0    0.184141
Name: mean_test_f1, dtype: float64","0    0.153244
0    0.154155
0    0.075000
0    0.172670
0    0.132372
0    0.058370
Name: std_test_f1, dtype: float64","0    0.731355
0    0.766335
0    0.777409
0    0.831389
0    0.784639
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.133527
0    0.109312
0    0.098999
0    0.111338
0    0.095542
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.660708
0    0.629325
0    0.507143
0    0.674699
0    0.741578
0    0.569099
Name: mean_test_balanced_accuracy, dtype: float64","0    0.119478
0    0.062620
0    0.021429
0    0.096625
0    0.092073
0    0.111952
Name: std_test_balanced_accuracy, dtype: float64","0    0.260247
0    0.390986
0    0.036253
0    0.398004
0    0.324552
0    0.077519
Name: mean_test_mcc, dtype: float64","0    0.178466
0    0.180399
0    0.108759
0    0.191944
0    0.142223
0    0.122928
Name: std_test_mcc, dtype: float64"
IP124_RSVP_Calibration_Fri_02_Sep_2022_08hr18min56sec_-0700,"0    0.900971
0    0.929386
0    0.938221
0    0.920457
0    0.588033
0    0.531704
Name: mean_test_accuracy, dtype: float64","0    0.031158
0    0.015490
0    0.008400
0    0.019949
0    0.109054
0    0.034067
Name: std_test_accuracy, dtype: float64","0    0.183333
0    0.100000
0    0.000000
0    0.220000
0    0.070246
0    0.082937
Name: mean_test_precision, dtype: float64","0    0.300000
0    0.300000
0    0.000000
0    0.324962
0    0.054922
0    0.042452
Name: std_test_precision, dtype: float64","0    0.175000
0    0.025000
0    0.000000
0    0.116667
0    0.413333
0    0.633333
Name: mean_test_recall, dtype: float64","0    0.237024
0    0.075000
0    0.000000
0    0.145297
0    0.248641
0    0.300925
Name: std_test_recall, dtype: float64","0    0.146349
0    0.040000
0    0.000000
0    0.138333
0    0.118882
0    0.146452
Name: mean_test_f1, dtype: float64","0    0.183329
0    0.120000
0    0.000000
0    0.173853
0    0.088572
0    0.074181
Name: std_test_f1, dtype: float64","0    0.606481
0    0.658159
0    0.591958
0    0.700885
0    0.486188
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.131245
0    0.128104
0    0.137212
0    0.131564
0    0.183583
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.562098
0    0.506857
0    0.500000
0    0.545161
0    0.503598
0    0.578459
Name: mean_test_balanced_accuracy, dtype: float64","0    0.112421
0    0.039829
0    0.000000
0    0.071777
0    0.117343
0    0.159091
Name: std_test_balanced_accuracy, dtype: float64","0    0.115338
0    0.030167
0    0.000000
0    0.120645
0    0.016909
0    0.080796
Name: mean_test_mcc, dtype: float64","0    0.210988
0    0.153183
0    0.000000
0    0.197499
0    0.115135
0    0.150184
Name: std_test_mcc, dtype: float64"
IP125_RSVP_Calibration_Wed_14_Sep_2022_14hr41min17sec_-0700,"0    0.826042
0    0.928702
0    0.925356
0    0.939838
0    0.860762
0    0.491610
Name: mean_test_accuracy, dtype: float64","0    0.034856
0    0.019870
0    0.013015
0    0.017284
0    0.045640
0    0.027752
Name: std_test_accuracy, dtype: float64","0    0.291179
0    0.737222
0    0.866667
0    0.733532
0    0.397430
0    0.093478
Name: mean_test_precision, dtype: float64","0    0.088482
0    0.236774
0    0.305505
0    0.091821
0    0.137259
0    0.027584
Name: std_test_precision, dtype: float64","0    0.620833
0    0.413889
0    0.195833
0    0.548611
0    0.790747
0    0.523611
Name: mean_test_recall, dtype: float64","0    0.196816
0    0.147745
0    0.139229
0    0.157533
0    0.107011
0    0.144478
Name: std_test_recall, dtype: float64","0    0.393008
0    0.507807
0    0.302828
0    0.615267
0    0.515658
0    0.158586
Name: mean_test_f1, dtype: float64","0    0.114347
0    0.134520
0    0.180806
0    0.129891
0    0.119223
0    0.046215
Name: std_test_f1, dtype: float64","0    0.806603
0    0.856676
0    0.889232
0    0.905667
0    0.927896
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.097826
0    0.055557
0    0.049462
0    0.059616
0    0.039879
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.733730
0    0.697136
0    0.597307
0    0.763857
0    0.829397
0    0.505971
Name: mean_test_balanced_accuracy, dtype: float64","0    0.100274
0    0.072818
0    0.069401
0    0.077774
0    0.056646
0    0.079945
Name: std_test_balanced_accuracy, dtype: float64","0    0.339818
0    0.507056
0    0.378914
0    0.597699
0    0.491565
0    0.007087
Name: mean_test_mcc, dtype: float64","0    0.142327
0    0.146499
0    0.173861
0    0.123117
0    0.118558
0    0.093556
Name: std_test_mcc, dtype: float64"
IP126_RSVP_Calibration_Thu_25_Aug_2022_10hr32min56sec_-0700,"0    0.826471
0    0.917647
0    0.919608
0    0.912745
0    0.813725
0    0.524510
Name: mean_test_accuracy, dtype: float64","0    0.038486
0    0.017647
0    0.019011
0    0.022549
0    0.035076
0    0.030138
Name: std_test_accuracy, dtype: float64","0    0.240798
0    0.490736
0    0.575000
0    0.513690
0    0.284140
0    0.104000
Name: mean_test_precision, dtype: float64","0    0.095441
0    0.222979
0    0.371652
0    0.234039
0    0.078871
0    0.030725
Name: std_test_precision, dtype: float64","0    0.447222
0    0.312500
0    0.190278
0    0.323611
0    0.741227
0    0.584722
Name: mean_test_recall, dtype: float64","0    0.168714
0    0.214200
0    0.164576
0    0.187377
0    0.170691
0    0.171059
Name: std_test_recall, dtype: float64","0    0.309880
0    0.367468
0    0.270294
0    0.379422
0    0.408227
0    0.176563
Name: mean_test_f1, dtype: float64","0    0.117324
0    0.210500
0    0.211290
0    0.179028
0    0.103112
0    0.052045
Name: std_test_f1, dtype: float64","0    0.771635
0    0.818613
0    0.837820
0    0.816922
0    0.851586
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.070637
0    0.072873
0    0.086809
0    0.087307
0    0.084974
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.654857
0    0.643896
0    0.589763
0    0.646243
0    0.780397
0    0.551758
Name: mean_test_balanced_accuracy, dtype: float64","0    0.085701
0    0.105126
0    0.083553
0    0.094935
0    0.082861
0    0.093788
Name: std_test_balanced_accuracy, dtype: float64","0    0.237590
0    0.345407
0    0.288541
0    0.355056
0    0.378410
0    0.058301
Name: mean_test_mcc, dtype: float64","0    0.135700
0    0.212629
0    0.225048
0    0.191720
0    0.120030
0    0.106337
Name: std_test_mcc, dtype: float64"
IP127_RSVP_Calibration_Mon_29_Aug_2022_09hr30min57sec_-0700,"0    0.784749
0    0.924977
0    0.920084
0    0.921244
0    0.815357
0    0.492036
Name: mean_test_accuracy, dtype: float64","0    0.037759
0    0.020206
0    0.012379
0    0.017761
0    0.056193
0    0.031383
Name: std_test_accuracy, dtype: float64","0    0.204386
0    0.633333
0    0.600000
0    0.566667
0    0.298890
0    0.082346
Name: mean_test_precision, dtype: float64","0    0.055704
0    0.212916
0    0.374166
0    0.139317
0    0.107862
0    0.032757
Name: std_test_precision, dtype: float64","0    0.516667
0    0.300000
0    0.133333
0    0.383333
0    0.782817
0    0.495238
Name: mean_test_recall, dtype: float64","0    0.103263
0    0.150660
0    0.078391
0    0.097851
0    0.176260
0    0.188622
Name: std_test_recall, dtype: float64","0    0.289795
0    0.391364
0    0.214683
0    0.448648
0    0.423449
0    0.141171
Name: mean_test_f1, dtype: float64","0    0.064052
0    0.164651
0    0.124067
0    0.095216
0    0.124870
0    0.055810
Name: std_test_f1, dtype: float64","0    0.720129
0    0.727364
0    0.743636
0    0.826494
0    0.821185
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.043314
0    0.088773
0    0.122503
0    0.063111
0    0.112182
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.663027
0    0.641252
0    0.562649
0    0.676883
0    0.800962
0    0.493286
Name: mean_test_balanced_accuracy, dtype: float64","0    0.056126
0    0.076813
0    0.041045
0    0.049492
0    0.091838
0    0.102856
Name: std_test_balanced_accuracy, dtype: float64","0    0.222053
0    0.392140
0    0.253352
0    0.421762
0    0.403858
0   -0.006086
Name: mean_test_mcc, dtype: float64","0    0.080927
0    0.163828
0    0.167491
0    0.104613
0    0.138528
0    0.112942
Name: std_test_mcc, dtype: float64"
IP128_RSVP_Calibration_Fri_26_Aug_2022_09hr41min34sec_-0700,"0    0.772614
0    0.893277
0    0.910679
0    0.888626
0    0.565130
0    0.497741
Name: mean_test_accuracy, dtype: float64","0    0.032591
0    0.014423
0    0.005204
0    0.020947
0    0.112347
0    0.029514
Name: std_test_accuracy, dtype: float64","0    0.100319
0    0.000000
0    0.000000
0    0.000000
0    0.079896
0    0.104444
Name: mean_test_precision, dtype: float64","0    0.046067
0    0.000000
0    0.000000
0    0.000000
0    0.042103
0    0.029897
Name: std_test_precision, dtype: float64","0    0.196429
0    0.000000
0    0.000000
0    0.000000
0    0.347439
0    0.610714
Name: mean_test_recall, dtype: float64","0    0.109498
0    0.000000
0    0.000000
0    0.000000
0    0.163479
0    0.172171
Name: std_test_recall, dtype: float64","0    0.131491
0    0.000000
0    0.000000
0    0.000000
0    0.127314
0    0.178302
Name: mean_test_f1, dtype: float64","0    0.063845
0    0.000000
0    0.000000
0    0.000000
0    0.062993
0    0.050786
Name: std_test_f1, dtype: float64","0    0.526287
0    0.423326
0    0.495434
0    0.480999
0    0.453825
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.068069
0    0.062221
0    0.093809
0    0.069733
0    0.072490
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.512852
0    0.490458
0    0.500000
0    0.487853
0    0.466574
0    0.548687
Name: mean_test_balanced_accuracy, dtype: float64","0    0.055655
0    0.008149
0    0.000000
0    0.009276
0    0.098908
0    0.093823
Name: std_test_balanced_accuracy, dtype: float64","0    0.018533
0   -0.033842
0    0.000000
0   -0.041559
0   -0.038512
0    0.055621
Name: mean_test_mcc, dtype: float64","0    0.079823
0    0.024282
0    0.000000
0    0.024414
0    0.111767
0    0.106881
Name: std_test_mcc, dtype: float64"
IP129_RSVP_Calibration_Thu_29_Sep_2022_13hr58min47sec_-0700,"0    0.866594
0    0.924267
0    0.927248
0    0.923267
0    0.843535
0    0.504950
Name: mean_test_accuracy, dtype: float64","0    0.036712
0    0.021995
0    0.012073
0    0.025270
0    0.031343
0    0.023593
Name: std_test_accuracy, dtype: float64","0    0.354078
0    0.627619
0    0.733333
0    0.658810
0    0.353421
0    0.096000
Name: mean_test_precision, dtype: float64","0    0.127407
0    0.282568
0    0.297676
0    0.267261
0    0.057573
0    0.023324
Name: std_test_precision, dtype: float64","0    0.467778
0    0.360000
0    0.264444
0    0.372222
0    0.807449
0    0.516667
Name: mean_test_recall, dtype: float64","0    0.161050
0    0.192206
0    0.135428
0    0.157703
0    0.103110
0    0.121741
Name: std_test_recall, dtype: float64","0    0.396888
0    0.445064
0    0.383483
0    0.465233
0    0.490587
0    0.161864
Name: mean_test_f1, dtype: float64","0    0.129242
0    0.220266
0    0.180817
0    0.193652
0    0.072673
0    0.039020
Name: std_test_f1, dtype: float64","0    0.816977
0    0.829819
0    0.835631
0    0.851141
0    0.891354
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.085196
0    0.078598
0    0.090611
0    0.068352
0    0.055521
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.687269
0    0.670671
0    0.629475
0    0.675707
0    0.827378
0    0.510244
Name: mean_test_balanced_accuracy, dtype: float64","0    0.085275
0    0.097224
0    0.068174
0    0.083085
0    0.060114
0    0.067475
Name: std_test_balanced_accuracy, dtype: float64","0    0.332250
0    0.433769
0    0.413818
0    0.453459
0    0.464783
0    0.011721
Name: mean_test_mcc, dtype: float64","0    0.148199
0    0.228476
0    0.189238
0    0.208877
0    0.088805
0    0.079023
Name: std_test_mcc, dtype: float64"
IP130_RSVP_Calibration_Mon_12_Sep_2022_13hr27min39sec_-0700,"0    0.799258
0    0.856891
0    0.909006
0    0.907829
0    0.762689
0    0.497577
Name: mean_test_accuracy, dtype: float64","0    0.067424
0    0.040841
0    0.005026
0    0.019440
0    0.072320
0    0.027485
Name: std_test_accuracy, dtype: float64","0    0.249327
0    0.247792
0    0.000000
0    0.550000
0    0.250858
0    0.100740
Name: mean_test_precision, dtype: float64","0    0.082643
0    0.136024
0    0.000000
0    0.292594
0    0.086776
0    0.028722
Name: std_test_precision, dtype: float64","0    0.492857
0    0.251786
0    0.000000
0    0.267857
0    0.732738
0    0.569643
Name: mean_test_recall, dtype: float64","0    0.118235
0    0.175591
0    0.000000
0    0.151101
0    0.205585
0    0.155562
Name: std_test_recall, dtype: float64","0    0.318896
0    0.234515
0    0.000000
0    0.325509
0    0.369999
0    0.171149
Name: mean_test_f1, dtype: float64","0    0.082261
0    0.141211
0    0.000000
0    0.141331
0    0.116355
0    0.048423
Name: std_test_f1, dtype: float64","0    0.726220
0    0.695546
0    0.615411
0    0.858731
0    0.828217
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.070457
0    0.100333
0    0.137146
0    0.056252
0    0.130513
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.661304
0    0.584240
0    0.500000
0    0.619634
0    0.749566
0    0.529934
Name: mean_test_balanced_accuracy, dtype: float64","0    0.061257
0    0.085511
0    0.000000
0    0.065943
0    0.125518
0    0.084987
Name: std_test_balanced_accuracy, dtype: float64","0    0.245455
0    0.166513
0    0.000000
0    0.321712
0    0.326849
0    0.034818
Name: mean_test_mcc, dtype: float64","0    0.099163
0    0.150388
0    0.000000
0    0.146808
0    0.161161
0    0.098242
Name: std_test_mcc, dtype: float64"
IP131_RSVP_Calibration_Mon_12_Sep_2022_09hr34min04sec_-0700,"0    0.902045
0    0.927875
0    0.936501
0    0.938640
0    0.867625
0    0.523107
Name: mean_test_accuracy, dtype: float64","0    0.025647
0    0.016710
0    0.018249
0    0.017386
0    0.029956
0    0.022834
Name: std_test_accuracy, dtype: float64","0    0.479953
0    0.699683
0    0.826190
0    0.744048
0    0.402598
0    0.121277
Name: mean_test_precision, dtype: float64","0    0.120074
0    0.171757
0    0.178508
0    0.156250
0    0.090635
0    0.023404
Name: std_test_precision, dtype: float64","0    0.559722
0    0.480556
0    0.433333
0    0.569444
0    0.843889
0    0.654167
Name: mean_test_recall, dtype: float64","0    0.157631
0    0.140436
0    0.139416
0    0.150616
0    0.142859
0    0.115612
Name: std_test_recall, dtype: float64","0    0.513627
0    0.548596
0    0.552186
0    0.627572
0    0.540562
0    0.204545
Name: mean_test_f1, dtype: float64","0    0.130849
0    0.096969
0    0.137350
0    0.112025
0    0.101227
0    0.038810
Name: std_test_f1, dtype: float64","0    0.858141
0    0.879762
0    0.914631
0    0.933312
0    0.921792
0    0.500000
Name: mean_test_roc_auc, dtype: float64","0    0.071970
0    0.078108
0    0.049420
0    0.037395
0    0.049847
0    0.000000
Name: std_test_roc_auc, dtype: float64","0    0.748405
0    0.727197
0    0.710714
0    0.772838
0    0.856654
0    0.581831
Name: mean_test_balanced_accuracy, dtype: float64","0    0.082933
0    0.066232
0    0.070012
0    0.073382
0    0.070682
0    0.064290
Name: std_test_balanced_accuracy, dtype: float64","0    0.463293
0    0.533043
0    0.561188
0    0.610841
0    0.522593
0    0.095596
Name: mean_test_mcc, dtype: float64","0    0.145364
0    0.101810
0    0.133795
0    0.116138
0    0.111229
0    0.075474
Name: std_test_mcc, dtype: float64"
